Scenario,SurveyID,Period,Year,Age,History,Trees,ToCut,ToKill,QMD,LryH,T50HT,BA,BA10cm,%CC,CCF,CCF10cm,%RD,GMV,Seedlings,Recruits,ToInGrow,Records
BASE,11,8,2066,40,NA,1692.3193,0,300.7835,18.279636,16.927063,21.371141,44.41281,42.45746,78.992165,513.23816,410.07034,69,292.75897,0,142.81053,142.81053,2586
BASE,11,9,2071,45,NA,1534.3463,0,271.5804,19.206326,17.200087,21.508205,44.453182,42.976875,77.989494,489.54575,405.75507,68,298.28348,0,143.46542,143.46542,2508
BASE,11,10,2076,50,NA,1406.2313,0,243.76758,20.106771,17.471216,21.668264,44.651115,43.450756,77.11665,469.49744,397.95132,67,304.76273,0,142.34131,142.34131,2398
BASE,11,11,2081,55,NA,1304.805,0,225.94098,20.951912,17.719355,21.821693,44.986668,43.975155,76.48817,454.0056,390.90747,67,311.59802,0,138.30138,138.30138,2304
BASE,11,12,2086,60,NA,1217.1655,0,215.58371,21.796902,17.930464,21.948147,45.418217,44.596027,76.00476,440.78864,387.74988,67,318.14847,0,133.6201,133.6201,2209
BASE,11,13,2091,65,NA,1135.2019,0,197.40378,22.592243,18.16431,22.104757,45.507473,44.827717,75.40513,426.33,380.22522,67,322.60706,0,131.56732,131.56732,2085
BASE,11,14,2096,70,NA,1069.3654,0,191.82645,23.379995,18.386679,22.252485,45.90985,45.311657,75.03487,415.30826,372.614,67,329.16653,0,126.28451,126.28451,1988
BASE,11,15,2101,75,NA,1003.8235,0,178.99702,24.072773,18.562746,22.347597,45.687824,45.19144,74.40295,402.44537,365.25497,66,330.21896,0,125.41802,125.41802,1874
BASE,11,16,2106,80,NA,950.24445,0,171.84074,24.674892,18.720419,22.417208,45.43984,45.12891,73.73768,390.0477,358.2954,66,330.41318,0,125.28839,125.28839,1787
BASE,11,17,2111,85,NA,903.6921,0,170.26448,25.167673,18.865448,22.472433,44.957016,44.758137,73.101074,378.11823,349.6574,65,328.55356,0,125.55038,125.55038,1697
BASE,11,18,2116,90,NA,858.9777,0,157.04454,25.710281,19.038895,22.580582,44.595028,44.414867,72.39132,366.19037,339.15598,64,328.0933,0,124.475334,124.475334,1603
BASE,11,19,2121,95,NA,826.4085,0,157.739,26.270819,19.220772,22.7282,44.795345,44.631443,72.09794,357.6623,331.91156,64,331.9623,0,120.58228,120.58228,1531
