CaseID,StandID,Year,RmvCode,Age,Tpa,TPrdTpa,BA,SDI,ZeideSDI,ReinekeSDI,SDIMax,RDSDI,CCF,TopHt,QMD,GMD,TCuFt,TPrdTCuFt,MCuFt,TPrdMCuFt,SCuFt,TPrdSCuFt,BdFt,TPrdBdFt,RTpa,RTCuFt,RMCuFt,RSCuFt,RBdFt,PrdLen,Acc,Mort,MAI,ForTyp,SizeCls,StkCls,variant,config
b067cd6c-428a-40e7-90cd-8666d6207a1e,C4C-N,2073,0,110,793.0792846679688,793.0792846679688,296.6716003417969,555,555,586,646,0.8591135740280151,319,59,8.28162956237793,8.009902000427246,6541.6298828125,6541.6298828125,5905.21533203125,5905.21533203125,2968.209228515625,2968.209228515625,16241.0947265625,16241.0947265625,0.0,0.0,0.0,0.0,0.0,5,91.95484924316406,54.605655670166016,53.681819915771484,121,1,1,NE,default
b067cd6c-428a-40e7-90cd-8666d6207a1e,C4C-N,2078,0,115,738.2420654296875,738.2420654296875,299.7966613769531,555,555,583,643,0.8625527024269104,314,60,8.628791809082031,8.368962287902832,6728.36572265625,6728.36572265625,6154.24365234375,6154.24365234375,3125.15185546875,3125.15185546875,17095.541015625,17095.541015625,0.0,0.0,0.0,0.0,0.0,5,89.27689361572266,71.38339233398438,53.51304244995117,121,1,1,NE,default
b067cd6c-428a-40e7-90cd-8666d6207a1e,C4C-N,2083,0,120,678.4710693359375,678.4710693359375,298.5740661621094,546,546,571,641,0.852428138256073,306,60,8.982477188110352,8.733297348022461,6817.8359375,6817.8359375,6297.41064453125,6297.41064453125,3224.818115234375,3224.818115234375,17740.494140625,17740.494140625,0.0,0.0,0.0,0.0,0.0,5,85.8083267211914,71.57665252685547,52.474998474121094,121,1,1,NE,default
b067cd6c-428a-40e7-90cd-8666d6207a1e,C4C-N,2088,0,125,628.4979858398438,628.4979858398438,297.1976013183594,538,538,560,638,0.8436136245727539,298,60,9.311232566833496,9.071921348571777,6888.98828125,6888.98828125,6416.322265625,6416.322265625,3374.060302734375,3374.060302734375,18597.205078125,18597.205078125,0.0,0.0,0.0,0.0,0.0,5,83.54440307617188,70.67637634277344,51.327999114990234,121,1,1,NE,default
b067cd6c-428a-40e7-90cd-8666d6207a1e,C4C-N,2093,0,130,586.6892700195312,586.6892700195312,295.883056640625,530,530,551,635,0.8344645500183105,291,61,9.615947723388672,9.386066436767578,6953.3388671875,6953.3388671875,6519.14892578125,6519.14892578125,3463.145751953125,3463.145751953125,19212.7890625,19212.7890625,0.0,0.0,0.0,0.0,0.0,5,81.35260009765625,69.73294830322266,50.14615249633789,121,1,1,NE,default
b067cd6c-428a-40e7-90cd-8666d6207a1e,C4C-N,2098,0,135,551.145751953125,551.145751953125,294.6620178222656,523,523,542,633,0.8265354633331299,285,61,9.900673866271973,9.679920196533203,7011.4384765625,7011.4384765625,6611.84228515625,6611.84228515625,3505.484619140625,3505.484619140625,19402.94140625,19402.94140625,0.0,0.0,0.0,0.0,0.0,5,79.16315460205078,68.72019958496094,48.977779388427734,121,1,1,NE,default
b067cd6c-428a-40e7-90cd-8666d6207a1e,C4C-N,2103,0,140,520.6129760742188,520.6129760742188,293.5455627441406,517,517,535,631,0.8197686672210693,280,61,10.167551040649414,9.955826759338379,7063.650390625,7063.650390625,6692.537109375,6692.537109375,3575.986572265625,3575.986572265625,19960.08203125,19960.08203125,0.0,0.0,0.0,0.0,0.0,5,76.41129302978516,67.72052001953125,47.80714416503906,121,1,1,NE,default
b067cd6c-428a-40e7-90cd-8666d6207a1e,C4C-N,2108,0,145,494.1761779785156,494.1761779785156,292.56146240234375,511,511,528,629,0.8125672340393066,275,62,10.418458938598633,10.215746879577637,7107.10107421875,7107.10107421875,6759.6015625,6759.6015625,3663.679931640625,3663.679931640625,20500.375,20500.375,0.0,0.0,0.0,0.0,0.0,5,74.6303939819336,66.79142761230469,46.620689392089844,121,1,1,NE,default
b067cd6c-428a-40e7-90cd-8666d6207a1e,C4C-N,2113,0,150,471.1350402832031,471.1350402832031,291.7185363769531,506,506,522,627,0.8065104484558105,271,62,10.654810905456543,10.46115493774414,7146.296875,7146.296875,6820.765625,6820.765625,3745.29638671875,3745.29638671875,20914.322265625,20914.322265625,0.0,0.0,0.0,0.0,0.0,5,71.8551254272461,65.50457763671875,45.473331451416016,121,1,1,NE,default
b067cd6c-428a-40e7-90cd-8666d6207a1e,C4C-N,2118,0,155,450.94464111328125,450.94464111328125,291.0231018066406,502,502,516,626,0.8016076683998108,267,62,10.877737045288086,10.69301986694336,7178.0537109375,7178.0537109375,6874.35498046875,6874.35498046875,3843.955322265625,3843.955322265625,21478.83984375,21478.83984375,0.0,0.0,0.0,0.0,0.0,5,68.5434799194336,64.13206481933594,44.348388671875,121,1,1,NE,default
