"config","BA_obs","BA_pred","BA_bias_pct","BA_r2","TPA","TPA_obs","QMD","QMD_obs"
"canonical_off",98.4362065527064,113.547882249529,15.3517452836129,0.417213635747554,1083.72357337462,1060.10622326,5.24531109473903,5.02284547985814
"calibrated_off",98.4362065527064,120.344027933825,22.2558570147543,0.318414730848705,1101.89010209238,1060.10622326,5.34777844888708,5.02284547985814
"calibrated_on",98.4362065527064,113.358324414286,15.1591760635248,0.425585855065958,1018.9893599273,1060.10622326,5.36887118280309,5.02284547985814
"calibrated_on_cp0",98.4362065527064,113.574643537996,15.37893171166,0.424031811275555,1041.71166896817,1060.10622326,5.16094992227653,5.02284547985814
"ingrowth_only",98.4362065527064,113.690229603634,15.4963540196564,0.417081556154471,1106.84018070327,1060.10622326,5.04546214106983,5.02284547985814
