"config","BA_obs","BA_pred","BA_bias_pct","BA_r2","TPA","TPA_obs","QMD","QMD_obs"
"csi_scale_0.7",95.4233481946657,105.043083789561,10.0811130366865,0.494987077338373,1066.12530029244,1073.21685282,4.91291409396457,4.931029446751
"csi_scale_1.0",95.4233481946657,105.963012873377,11.0451633464064,0.488972214395203,1073.24492396979,1073.21685282,4.90166570370692,4.931029446751
