"config","BA_obs","BA_pred","BA_bias_pct","BA_r2","TPA","TPA_obs","QMD","QMD_obs"
"csi_scale_0.7",96.0154924867953,112.111987354718,16.7644767016495,0.420380786368855,939.201544103728,882.57896028,5.05960732769355,4.79801859167129
"csi_scale_1.0",96.0154924867953,112.913122144033,17.5988574547612,0.413541063304989,945.879386071713,882.57896028,5.05064085871923,4.79801859167129
