CN,LAT,LON,BGI
17987243010661,45.97227,-68.49948,4579.0
17987245010661,46.08338,-68.55504,4699.0
17987302010661,46.33338,-68.52726,3806.0
17987327010661,46.36116,-68.52726,3853.0
17987457010661,44.86118,-68.55503,3619.0
17987534010661,46.25005,-68.44393,3205.0
17987570010661,46.13894,-68.4717,4428.0
17987603010661,45.83338,-68.49947,4832.0
17987661010661,45.55561,-68.47169,3255.0
17987729010661,45.41672,-68.49947,4452.0
17987806010661,44.8334,-68.47169,3946.0
17987821010661,44.80563,-68.47169,4121.0
17987850010661,45.47228,-68.41614,5015.0
17987925010661,45.0834,-68.41613,3997.0
17987977010661,45.16673,-68.38835,3279.0
17988060010661,45.36117,-68.38835,4686.0
17988103010661,45.50006,-68.36058,5080.0
17988194010661,45.50006,-68.36058,5080.0
17988256010661,45.52784,-68.3328,4772.0
17988327010661,45.55561,-68.3328,4745.0
17988391010661,45.55561,-68.36058,5073.0
17988448010661,45.44451,-68.27724,5053.0
17988507010661,45.30562,-68.02723,3076.0
17988568010661,45.25006,-68.30502,4051.0
17988623010661,45.38895,-68.1939,4696.0
17988672010661,45.55562,-68.13835,3072.0
17988698010661,45.61117,-68.16613,4976.0
17988832010661,45.27784,-68.08279,3985.0
17988854010661,45.25006,-68.27724,3874.0
17988963010661,45.30562,-67.97168,4319.0
17989039010661,44.80562,-69.24949,4643.0
17989110010661,44.86118,-69.05504,4004.0
17989144010661,44.91673,-69.13838,4598.0
17989252010661,44.97229,-68.88837,2987.0
17989330010661,45.63894,-68.88837,2415.0
17941969010661,44.52786,-68.11056,3336.0
17942082010661,44.50008,-68.05501,3769.0
17942205010661,44.33341,-68.80503,4450.0
17942266010661,44.52785,-68.77725,3304.0
17942338010661,44.58341,-68.77725,4549.0
17942437010661,44.52785,-68.69392,3740.0
17942528010661,44.38897,-68.72169,4558.0
17942627010661,44.36119,-68.72169,4347.0
17942660010661,44.50008,-68.13834,4245.0
17942715010661,44.69452,-68.7217,4921.0
17942812010661,44.63896,-68.77726,4247.0
17942945010661,44.44452,-68.69392,4416.0
17943046010661,44.2223,-68.69391,4224.0
17943116010661,44.16675,-68.69392,3440.0
17943173010661,44.2223,-68.63836,4287.0
17943202010661,44.25008,-68.63836,4100.0
17943316010661,44.33341,-68.63836,4479.0
17943370010661,44.50008,-68.63836,4415.0
17943489010661,44.52785,-68.63836,4420.0
17943573010661,44.61119,-68.63836,4222.0
17943618010661,44.72229,-68.61059,4399.0
17943677010661,44.63896,-68.61058,3978.0
17943748010661,44.52785,-68.61058,4021.0
17943848010661,44.44452,-68.61058,4143.0
17943912010661,44.33341,-68.61058,4256.0
17943998010661,44.27786,-68.55502,4668.0
17944087010661,44.61119,-68.52725,3742.0
17944183010661,44.25008,-68.55502,4475.0
17944291010661,44.27786,-68.61058,3646.0
17944383010661,44.36119,-68.55502,4554.0
17944440010661,44.41674,-68.55502,4400.0
17944527010661,44.52785,-68.49947,4237.0
17944619010661,44.66674,-68.55503,3949.0
17944724010661,44.58341,-68.52725,4248.0
17944848010661,44.50008,-68.47169,4476.0
17944932010661,44.44452,-68.52724,4505.0
17945006010661,44.55563,-68.47169,4710.0
17945111010661,44.97229,-68.47169,3718.0
17945157010661,44.50008,-68.30502,4789.0
17945216010661,44.80563,-68.44391,4100.0
17945284010661,44.36119,-68.63836,4638.0
17945327010661,44.75007,-68.38836,4514.0
17945387010661,44.86118,-68.38836,3854.0
17945453010661,44.58341,-68.02723,3821.0
17945569010661,44.52786,-68.02723,4030.0
17945613010661,44.41675,-67.97167,3017.0
17945661010661,44.58341,-68.30502,4344.0
17945727010661,45.13895,-68.27724,4394.0
17945795010661,44.94451,-68.27724,3649.0
17945857010661,44.77785,-68.27724,4079.0
17945914010661,44.69452,-68.27724,4171.0
17945958010661,44.63896,-68.3328,3894.0
17946053010661,44.61119,-68.27724,4443.0
17946144010661,44.50008,-68.27724,0.0
17946211010661,44.80563,-68.22168,3880.0
17946295010661,44.50008,-68.1939,4473.0
17946297010661,44.58341,-68.1939,4134.0
17946299010661,44.61119,-68.24946,3233.0
17946396010661,44.7223,-68.38836,3139.0
17946496010661,44.86118,-68.1939,4042.0
17946536010661,44.58341,-68.80503,4762.0
17946538010661,44.52785,-68.74947,4141.0
17946618010661,44.50008,-68.74947,4560.0
17946712010661,44.33341,-68.77725,4538.0
17946839010661,44.69452,-68.66614,4994.0
17946886010661,44.66674,-68.63836,4136.0
17946952010661,44.66674,-68.66614,4582.0
17946970010661,44.44452,-68.63836,4616.0
17947047010661,44.58341,-68.38835,4933.0
17947074010661,44.30563,-68.69392,0.0
17947135010661,44.66674,-68.55503,3949.0
17947218010661,44.52785,-68.5828,4034.0
17947291010661,44.38897,-68.5828,4195.0
17947350010661,44.33341,-68.5828,4485.0
17947401010661,44.30563,-68.61058,0.0
17947472010661,44.94451,-68.47169,3491.0
17947536010661,44.61119,-68.49947,4264.0
17947628010661,44.55563,-68.55502,4474.0
17947699010661,44.44452,-68.55502,4303.0
17947735010661,44.88896,-68.38836,3978.0
17947847010661,44.88896,-68.36058,4156.0
17947871010661,44.8334,-68.44391,3669.0
17947922010661,44.75007,-68.38836,4514.0
17948000010661,44.7223,-68.1939,3936.0
17948069010661,44.55563,-68.41613,4318.0
17948181010661,44.52785,-68.41613,4969.0
17948183010661,44.25008,-68.38835,4229.0
17948185010661,44.13897,-68.44391,0.0
17948187010661,44.8334,-68.38836,4260.0
17948289010661,44.88896,-68.3328,3407.0
17948312010661,44.63896,-68.27724,4500.0
17948355010661,44.55563,-68.36057,4230.0
17948402010661,44.66674,-68.44391,4394.0
17948462010661,44.44452,-68.36057,4001.0
17948464010661,44.33341,-68.36057,3483.0
17948555010661,44.25008,-68.33279,4214.0
17948557010661,45.13895,-68.24946,3555.0
17948604010661,44.94451,-68.27724,3649.0
17948682010661,44.4723,-68.66614,4234.0
17948702010661,44.75007,-68.24946,3364.0
17948744010661,44.69452,-68.24946,4211.0
17948794010661,44.61119,-68.1939,4224.0
17948857010661,44.36119,-68.27724,3693.0
17948890010661,45.22229,-68.16613,2693.0
17948939010661,44.97229,-68.16613,2738.0
17948973010661,44.7223,-68.16613,4060.0
17949080010661,44.7223,-68.16613,4060.0
17949149010661,44.61119,-68.1939,4224.0
17949243010661,44.58341,-68.1939,4134.0
17949341010661,44.50008,-68.16612,0.0
17949364010661,45.19451,-68.08279,2792.0
17949437010661,45.0834,-68.08279,3029.0
17949491010661,45.0834,-68.11057,2519.0
17949563010661,45.00007,-68.11057,4089.0
17949572010661,44.75007,-68.08279,3948.0
17949605010661,44.61119,-68.08279,3724.0
17949675010661,44.50008,-68.05501,3769.0
17949757010661,44.44452,-68.05501,4140.0
17949837010661,44.41675,-68.11056,0.0
17949861010661,44.38897,-68.05501,3775.0
17949894010661,44.44452,-68.02723,3799.0
17949951010661,44.66674,-68.77726,4866.0
17950015010661,44.58341,-68.77725,4549.0
17950068010661,44.38897,-68.69392,4388.0
17950096010661,44.50008,-68.7217,4625.0
17950128010661,44.66674,-68.69392,4628.0
17950194010661,44.33341,-68.72169,4073.0
17950237010661,44.69452,-68.63836,4712.0
17950295010661,44.52785,-68.63836,4420.0
17950406010661,44.44452,-68.66614,4248.0
17950466010661,44.30563,-68.66614,4568.0
17950524010661,44.19452,-68.66614,4401.0
17950526010661,44.27786,-68.55502,4668.0
17950528010661,44.52785,-68.47169,4454.0
17950598010661,44.75007,-68.38836,4514.0
17950651010661,44.30564,-68.30502,0.0
17950683010661,44.33341,-68.30502,3651.0
17950685010661,44.63896,-68.27724,4500.0
17950687010661,44.41675,-68.27724,4310.0
17950755010661,44.36119,-68.27724,3693.0
17950866010661,44.55563,-68.55502,4474.0
17950909010661,44.38897,-68.24946,4133.0
17950945010661,44.7223,-68.24946,4155.0
17950957010661,45.0834,-68.22168,4246.0
17951013010661,44.94451,-68.13835,2753.0
17951015010661,44.41675,-68.02723,4035.0
17951049010661,44.55563,-68.16612,3842.0
17951092010661,44.61119,-68.16612,3632.0
17951174010661,44.80563,-68.22168,3880.0
17951202010661,44.61119,-68.08279,3724.0
17951245010661,44.66674,-68.63836,4136.0
17951316010661,45.00007,-68.11057,4089.0
17951329010661,45.11118,-68.08279,3742.0
17951377010661,44.61119,-67.99945,3544.0
17951450010661,45.00007,-68.02723,2431.0
17951489010661,45.0834,-68.02723,3724.0
17951542010661,44.66674,-68.05501,3951.0
17989332010661,45.16672,-69.63839,3982.0
17989386010661,46.30559,-69.36061,3460.0
17989467010661,46.25004,-69.38839,3605.0
17989525010661,46.19448,-69.38839,3607.0
17989639010661,45.22227,-69.63839,4213.0
17989699010661,45.13894,-69.63839,3836.0
17989741010661,46.13893,-69.1106,4287.0
17989814010661,46.27782,-69.22172,3751.0
17989892010661,45.8056,-68.8606,3681.0
17989957010661,45.44449,-68.86059,3476.0
17990038010661,45.50005,-69.7495,3380.0
17990142010661,45.50005,-69.66617,3585.0
17990227010661,45.8056,-69.27727,3656.0
17990303010661,45.86115,-69.27727,4196.0
17990408010661,45.63894,-68.99949,2255.0
17990436010661,45.61116,-68.99949,3863.0
17990497010661,46.19448,-69.2495,4042.0
17990566010661,45.88893,-69.08283,3655.0
17990649010661,45.63894,-69.08282,3514.0
17990719010661,45.63894,-69.08282,3514.0
17990757010661,45.75004,-69.41616,3997.0
17990838010661,45.97226,-69.27727,3854.0
17990939010661,46.11115,-69.19394,3777.0
17990988010661,46.11115,-69.19394,3777.0
17991079010661,45.25005,-69.55505,4579.0
17991134010661,45.66671,-68.91615,4090.0
17991196010661,45.50005,-68.88837,3882.0
17991262010661,45.8056,-68.88838,3947.0
17991347010661,45.83338,-68.94393,3773.0
17991386010661,45.50005,-68.94393,4333.0
17991435010661,45.94449,-69.2495,2946.0
17991540010661,46.55559,-69.08283,3780.0
17991592010661,45.44449,-69.69394,3863.0
17991639010661,45.47227,-69.72172,3900.0
17991670010661,45.22227,-69.58283,4322.0
17991718010661,45.86116,-69.16616,4025.0
17991786010661,45.86115,-69.19394,4232.0
17991833010661,46.13893,-69.58284,3305.0
17991898010661,45.66671,-69.22172,3703.0
17991985010661,45.83338,-69.22172,4224.0
17992079010661,45.97227,-69.22172,4284.0
17992131010661,45.94448,-69.63839,4137.0
17992156010661,45.8056,-69.4995,4011.0
17992273010661,46.13893,-69.61062,3513.0
17992370010661,46.02782,-69.66617,4203.0
17992431010661,45.91671,-69.63839,3092.0
17992543010661,46.19448,-69.63839,4158.0
17992579010661,46.44448,-69.2495,4074.0
17992624010661,46.11115,-69.69395,3702.0
17992669010661,45.50005,-69.38838,3383.0
17992740010661,46.47225,-69.69395,3721.0
17992819010661,46.55559,-69.36061,4341.0
17992824010661,46.52781,-69.41617,3685.0
17992914010661,45.75004,-69.47172,3875.0
17992977010661,45.52782,-69.41616,3620.0
17993052010661,45.86115,-69.41617,4252.0
17993159010661,46.00004,-69.22172,3767.0
17993163010661,45.44449,-69.47172,3508.0
17993180010661,45.5556,-69.44394,3613.0
17993258010661,45.69449,-69.44394,3993.0
17993340010661,46.38892,-69.41617,4113.0
17993447010661,46.55559,-69.22172,4093.0
17993520010661,45.63893,-69.4995,3577.0
17993580010661,45.63893,-69.58283,4176.0
17993635010661,45.58338,-69.05505,3809.0
17993693010661,46.50004,-68.8606,4306.0
17993755010661,45.13895,-69.22171,3919.0
17993829010661,45.11116,-69.49949,4484.0
17993897010661,45.25005,-68.94393,4136.0
17993968010661,46.50004,-68.88838,3889.0
17993980010661,45.13895,-69.08282,4799.0
17994031010661,45.13895,-69.02726,4576.0
17994106010661,46.5556,-68.88838,3918.0
17994166010661,45.13895,-69.08282,4799.0
17994248010661,45.1945,-69.3606,4446.0
17994354010661,45.13894,-69.41616,4678.0
17994456010661,45.13894,-69.49949,3823.0
17994490010661,45.11116,-69.49949,4484.0
17994620010661,45.47227,-68.99949,4124.0
17994634010661,45.16672,-69.1106,4694.0
17994726010661,45.16672,-69.08282,4004.0
17994809010661,45.16672,-69.33282,4672.0
17994890010661,45.1945,-69.49949,4240.0
17994965010661,45.25005,-68.80503,4949.0
17994995010661,45.25005,-68.94393,4136.0
17995082010661,46.58337,-68.94394,3845.0
17995194010661,45.22228,-69.05504,4525.0
17995226010661,45.1945,-69.52727,4402.0
17995239010661,45.22227,-69.49949,4351.0
17995320010661,45.27783,-68.83281,4682.0
17995398010661,45.25005,-69.02726,4902.0
17995468010661,45.25005,-69.52727,4231.0
17995546010661,46.33337,-68.99949,3730.0
17995601010661,45.30561,-69.19393,4188.0
17995683010661,45.33339,-68.86059,4638.0
17995801010661,45.30561,-68.94393,3700.0
17995865010661,45.30561,-69.08282,4602.0
17995867010661,45.33338,-69.05504,4847.0
17995924010661,45.30561,-69.58283,4326.0
17996004010661,46.22227,-68.94394,4142.0
17996006010661,45.33338,-69.19393,4526.0
17996088010661,45.36116,-69.33283,2990.0
17996145010661,45.36116,-69.52727,4351.0
17996200010661,46.3056,-69.02727,4167.0
17996257010661,46.33337,-68.99949,3730.0
17996320010661,46.33338,-68.83282,4206.0
17996400010661,46.3056,-68.94394,3803.0
17996461010661,45.41672,-68.99949,4787.0
17996463010661,45.44449,-68.97171,4695.0
17996531010661,46.47226,-68.94394,4002.0
17996608010661,45.41672,-69.08282,4325.0
17996700010661,46.41671,-68.99949,3864.0
17996810010661,45.44449,-69.16616,4198.0
17996904010661,45.52783,-69.16616,4065.0
17997016010661,45.61116,-69.16616,3521.0
17997136010661,45.50005,-69.22171,4058.0
17997218010661,45.58338,-69.27727,3051.0
17997267010661,45.75004,-69.24949,4124.0
17997358010661,45.75004,-69.27727,3646.0
17997430010661,45.36116,-69.3606,4539.0
17997465010661,45.44449,-69.44394,4377.0
17997488010661,45.66671,-69.19394,3528.0
17997520010661,46.0556,-69.13838,4159.0
17997551010661,46.13893,-68.99949,3607.0
17997624010661,45.94449,-69.02727,3075.0
17997737010661,45.69449,-69.05505,3690.0
17997797010661,45.38894,-69.05504,4387.0
17997852010661,45.13895,-68.99948,4646.0
17997918010661,46.13893,-68.94394,4127.0
17997980010661,45.86116,-68.94393,3412.0
17998042010661,45.52783,-68.97171,3997.0
17998116010661,45.16672,-69.02726,4172.0
17998201010661,45.36116,-68.99948,4676.0
17998268010661,45.36116,-68.97171,4857.0
17998302010661,45.22228,-68.9717,5220.0
17998371010661,45.77783,-68.8606,2505.0
17998400010661,45.72227,-68.91615,4059.0
17998521010661,45.50005,-68.91615,3720.0
17998606010661,45.36116,-68.88837,4070.0
17998667010661,45.13895,-68.91615,4739.0
17998743010661,45.1945,-68.88837,4831.0
17998800010661,45.13895,-68.88837,4806.0
17998821010661,45.4445,-68.83281,4223.0
17998867010661,46.08337,-69.47172,3492.0
17998938010661,45.97227,-69.22172,4284.0
17998966010661,45.91671,-69.16616,4019.0
17999029010661,45.61116,-69.16616,3521.0
17999103010661,45.27783,-69.16616,4868.0
17999173010661,45.1945,-69.22171,4497.0
17999260010661,45.11117,-69.19393,4199.0
17999369010661,46.13893,-69.1106,4287.0
17999442010661,46.00004,-69.1106,3497.0
17999479010661,45.91671,-69.1106,3521.0
17999535010661,45.61116,-69.1106,3499.0
17999578010661,45.38894,-69.13838,3969.0
17999580010661,45.36116,-69.16616,4056.0
17999658010661,45.1945,-69.16615,4217.0
17999683010661,46.0556,-69.30505,4036.0
17999762010661,46.11115,-69.30505,3377.0
17999821010661,46.00004,-69.33283,2855.0
17999874010661,45.83338,-69.36061,4104.0
17999930010661,45.41672,-69.27727,3806.0
17999978010661,45.47227,-69.36061,3782.0
18000018010661,45.13894,-69.33282,4143.0
18000020010661,45.97226,-69.30505,2962.0
18000114010661,45.91671,-69.2495,4389.0
18000195010661,45.77782,-69.38839,3939.0
18000272010661,45.25005,-69.27727,4048.0
18000325010661,45.22227,-69.30505,4057.0
18000434010661,45.16672,-69.27727,4520.0
18000476010661,45.1945,-69.24949,4775.0
18000486010661,46.44449,-68.83283,3825.0
18000543010661,46.47226,-68.97172,3640.0
18000548010661,46.44448,-68.94394,3937.0
18000651010661,46.36115,-68.94394,3732.0
18000694010661,46.25004,-68.91616,4426.0
18000747010661,46.11116,-68.91616,3763.0
18000787010661,46.55559,-69.02727,3773.0
18000869010661,46.44448,-69.11061,4056.0
18000928010661,46.50004,-69.05505,3813.0
18000991010661,46.47226,-69.11061,3933.0
18001055010661,46.52782,-69.08283,3897.0
18001113010661,46.44448,-68.99949,4016.0
18001147010661,46.38893,-69.02727,3606.0
18001208010661,46.52781,-69.11061,4012.0
18001272010661,46.3056,-69.11061,4099.0
18001331010661,46.25004,-69.05505,4143.0
18001406010661,46.13893,-69.08283,4300.0
18001488010661,46.4167,-69.16616,3869.0
18001579010661,46.36115,-69.16616,3889.0
18001628010661,46.3056,-69.13838,3906.0
18001672010661,46.27782,-69.19394,4088.0
18001747010661,46.16671,-69.13838,2909.0
18001822010661,46.44448,-69.33283,3110.0
18001881010661,46.38893,-69.33283,4099.0
18001928010661,46.33337,-69.27727,3365.0
18001984010661,45.8056,-68.91616,2007.0
18002014010661,46.00004,-69.61061,4052.0
18002080010661,46.13893,-69.61062,3513.0
18002172010661,45.88893,-69.58283,2957.0
18002239010661,45.36116,-69.63839,4245.0
18002293010661,45.08339,-69.63839,4245.0
18002367010661,46.13893,-69.55506,4260.0
18002437010661,46.02782,-69.52728,4235.0
18002480010661,46.0556,-69.47172,4329.0
18002490010661,45.83337,-69.55506,4050.0
18002537010661,45.72226,-69.55506,3404.0
18002593010661,45.5556,-69.52728,2205.0
18002637010661,45.27783,-69.41616,3884.0
18002734010661,45.25005,-69.61061,4360.0
18002793010661,45.08339,-69.55505,4118.0
18002817010661,45.02783,-69.58283,4573.0
18002863010661,46.11115,-69.16616,3837.0
18002889010661,46.08337,-69.47172,3492.0
18002971010661,46.02782,-69.52728,4235.0
18003014010661,45.94449,-69.19394,3140.0
18003094010661,45.91671,-69.47172,3254.0
18003139010661,45.86115,-69.47172,3654.0
18003218010661,45.72226,-69.47172,2423.0
18003275010661,45.69449,-69.47172,3921.0
18003341010661,45.61115,-69.44394,4118.0
18003382010661,45.5556,-69.47172,3888.0
18003436010661,45.44449,-69.47172,3508.0
18003477010661,45.36116,-69.4995,4286.0
18003526010661,45.25005,-69.49949,4143.0
18003591010661,45.08339,-69.49949,4183.0
18003662010661,46.08337,-69.38839,4154.0
18003733010661,46.08337,-69.38839,4154.0
18003788010661,46.08337,-69.36061,4413.0
18003884010661,46.0556,-69.4995,3658.0
18003931010661,45.86115,-69.41617,4252.0
18004002010661,45.77782,-69.30505,4327.0
18004057010661,45.8056,-69.33283,4434.0
18004131010661,45.58338,-69.38839,3105.0
18004224010661,45.44449,-69.44394,4377.0
18004261010661,45.27783,-69.55505,3900.0
18004335010661,45.22227,-69.41616,4060.0
18004377010661,45.11117,-69.41616,3739.0
18004453010661,45.25005,-69.24949,4391.0
18004509010661,46.55559,-69.41617,3887.0
18004569010661,46.52781,-69.4995,3766.0
18004592010661,46.47226,-69.47172,4069.0
18004683010661,46.55559,-69.22172,4093.0
18004758010661,46.33337,-69.4995,2732.0
18004850010661,46.30559,-69.44394,3963.0
18004915010661,46.55559,-69.66617,3511.0
18004963010661,46.50003,-69.72173,3970.0
18004977010661,46.50003,-69.69395,3683.0
18005054010661,46.50003,-69.69395,3683.0
18005113010661,46.47225,-69.69395,3721.0
18005154010661,46.38892,-69.69395,4000.0
18005220010661,46.38892,-69.63839,3809.0
18005267010661,46.33337,-69.66617,4015.0
18005302010661,46.27781,-69.63839,4019.0
18005347010661,46.25003,-69.69395,2890.0
18005416010661,45.1945,-69.19393,4832.0
18005534010661,46.13892,-69.66617,3953.0
18005602010661,46.13892,-69.69395,4232.0
18005694010661,46.13893,-69.63839,3258.0
18005794010661,46.44448,-69.55506,4112.0
18005850010661,46.19448,-69.55506,3845.0
18005912010661,46.58336,-69.66617,3962.0
18005968010661,45.44449,-69.63839,3947.0
18006041010661,46.05559,-69.72173,3831.0
18006128010661,46.25003,-69.66617,4212.0
18006170010661,46.25003,-69.63839,3437.0
18006231010661,46.27781,-69.66617,4095.0
18006306010661,46.50003,-69.69395,3683.0
18006354010661,46.52781,-69.66617,4061.0
18006387010661,45.02783,-69.52727,4091.0
18006421010661,45.13894,-69.61061,4378.0
18006452010661,45.1945,-69.58283,3590.0
18006514010661,45.25005,-69.52727,4231.0
18006540010661,45.33338,-69.52727,3987.0
18006597010661,45.36116,-69.52727,4351.0
18006599010661,45.38894,-69.58283,4219.0
18006767010661,45.58338,-69.55506,2898.0
18006769010661,45.61115,-69.61061,4327.0
18006854010661,45.72226,-69.52728,3884.0
18006919010661,45.8056,-69.52728,4151.0
18006984010661,45.8056,-69.55506,3706.0
18007058010661,45.83337,-69.55506,4050.0
18007086010661,45.91671,-69.52728,3666.0
18007205010661,45.8056,-69.58283,3721.0
18007284010661,46.02782,-69.52728,4235.0
18007286010661,46.4167,-69.4995,3534.0
18007330010661,46.58336,-69.58284,3208.0
18007336010661,45.30561,-69.41616,4496.0
18007394010661,45.41671,-69.44394,4507.0
18007455010661,45.61115,-69.44394,4118.0
18007495010661,45.50005,-69.4995,3678.0
18007550010661,45.75004,-69.44394,3983.0
18007623010661,45.75004,-69.47172,3875.0
18007686010661,45.88893,-69.41617,4179.0
18007749010661,46.25004,-69.38839,3605.0
18007817010661,46.4167,-69.47172,4032.0
18007862010661,45.11117,-69.38838,4249.0
18007953010661,45.1945,-69.33282,4232.0
18008023010661,45.50005,-69.36061,4265.0
18008068010661,45.38894,-69.33283,3750.0
18008133010661,45.50005,-69.27727,4390.0
18008173010661,45.50005,-69.27727,4390.0
18008227010661,45.58338,-69.30505,4167.0
18008278010661,45.63893,-69.30505,3188.0
18008309010661,46.33337,-69.33283,3623.0
18008361010661,46.47226,-69.2495,4067.0
18008414010661,46.50003,-69.30505,3753.0
18008470010661,46.55559,-69.27727,4165.0
18008499010661,45.22228,-69.16615,4615.0
18008597010661,45.83338,-69.19394,3759.0
18008678010661,46.13893,-69.19394,4374.0
18008752010661,46.16671,-69.22172,4094.0
18008807010661,45.94449,-69.44394,4345.0
18008878010661,46.36115,-69.22172,4052.0
18008941010661,46.4167,-69.2495,3935.0
18009011010661,45.38894,-69.08282,3928.0
18009089010661,45.5556,-69.08282,3801.0
18009133010661,45.77782,-69.1106,3510.0
18009199010661,46.16671,-69.08283,4356.0
18009248010661,45.1945,-68.9717,4408.0
18009346010661,45.27783,-68.9717,5058.0
18009421010661,45.41672,-68.97171,4550.0
18009494010661,45.86116,-68.97171,3532.0
18009531010661,46.38893,-68.94394,4134.0
18009579010661,46.41671,-68.94394,3306.0
18009629010661,45.13895,-68.88837,4806.0
18009631010661,45.1945,-68.91615,4653.0
18009716010661,45.8056,-68.91616,2007.0
18009754010661,45.75004,-69.55506,3618.0
18009756010661,45.88894,-68.88838,2558.0
18009775010661,46.3056,-68.91616,4299.0
18009871010661,46.11116,-68.91616,3763.0
18009933010661,46.16671,-68.88838,4308.0
18010003010661,45.27783,-68.77725,4639.0
18010039010661,45.69449,-68.83282,4091.0
18010135010661,46.16671,-68.8606,3794.0
18010175010661,46.00004,-69.41617,4093.0
18010249010661,46.19449,-68.99949,4357.0
18010324010661,46.22227,-68.94394,4142.0
18010403010661,45.36116,-69.69394,3662.0
18010405010661,45.41672,-69.72172,4227.0
18010411010661,45.50005,-69.66617,3585.0
18010493010661,45.52782,-69.72172,4352.0
18010538010661,45.75004,-69.69395,3893.0
18010619010661,45.97226,-69.66617,3924.0
18010663010661,45.94448,-69.55506,2612.0
18010703010661,45.1945,-69.08282,4724.0
18010705010661,45.36116,-68.99948,4676.0
18010750010661,45.33338,-69.05504,4847.0
18010772010661,45.69449,-69.05505,3690.0
18010812010661,45.52783,-69.02727,4329.0
18010868010661,45.86116,-69.02727,3474.0
18010941010661,45.86116,-68.99949,3590.0
18011054010661,46.13893,-69.05505,4157.0
18011112010661,46.13893,-68.99949,3607.0
18011121010661,46.36115,-68.99949,4176.0
18011180010661,46.44448,-69.02727,3857.0
18011252010661,46.44448,-69.02727,3857.0
18011294010661,46.44448,-69.11061,4056.0
18011363010661,45.11117,-69.27727,4395.0
18011380010661,45.08339,-69.38838,4518.0
18011400010661,45.47227,-69.19394,3879.0
18011463010661,45.47227,-69.24949,4465.0
18011532010661,45.5556,-69.13838,4035.0
18011599010661,45.50005,-69.22171,4058.0
18011650010661,45.50005,-69.22171,4058.0
18011725010661,45.58338,-69.19394,3408.0
18011761010661,45.61116,-69.13838,3668.0
18011843010661,45.61116,-69.13838,3668.0
18011911010661,45.69449,-69.13838,3530.0
18011954010661,45.69449,-69.19394,3607.0
18011996010661,46.4167,-69.16616,3869.0
18012054010661,45.91671,-69.13838,3751.0
18012122010661,45.77782,-69.13838,3329.0
18012193010661,45.77782,-69.41617,4007.0
18012232010661,46.16671,-69.27727,3442.0
18012264010661,45.44449,-69.66617,4009.0
18012338010661,46.38892,-69.63839,3809.0
18012385010661,45.11116,-69.49949,4484.0
18012444010661,46.00004,-69.47172,4328.0
18012527010661,45.05561,-69.52727,4144.0
18012569010661,45.27783,-68.83281,4682.0
17951605010661,44.3334,-69.49949,4618.0
17951643010661,44.63895,-69.58282,4764.0
17951706010661,44.44451,-69.66616,5003.0
17951785010661,44.27785,-69.6106,4267.0
17951864010661,44.3334,-69.6106,4682.0
17951945010661,44.22229,-69.69393,4440.0
17952024010661,44.55562,-69.74949,4440.0
17952026010661,44.47229,-69.88838,3610.0
17952088010661,44.55562,-69.88839,4011.0
17952090010661,44.36118,-69.94394,4449.0
17952159010661,44.13896,-69.74949,5036.0
17952224010661,44.25007,-70.05505,5152.0
17952285010661,44.27785,-69.83282,4772.0
17952382010661,44.3334,-69.83282,4979.0
17952384010661,44.36118,-70.11061,4300.0
17952438010661,44.41673,-69.9995,4884.0
17952489010661,44.50007,-69.58282,4117.0
17952540010661,44.47229,-69.47171,3845.0
17952598010661,44.36118,-70.05505,4374.0
17952660010661,44.30563,-70.05505,4949.0
17952687010661,44.25007,-69.97172,4922.0
17952729010661,44.5834,-70.02728,4562.0
17952803010661,44.55562,-69.9995,4334.0
17952858010661,44.50006,-69.9995,4663.0
17952919010661,44.50006,-69.9995,4663.0
17952973010661,44.41673,-70.02728,4695.0
17953050010661,44.41673,-70.08283,4808.0
17953104010661,44.30563,-69.9995,4866.0
17953146010661,44.27785,-69.9995,5085.0
17953241010661,44.19452,-70.05505,4831.0
17953291010661,44.52784,-69.91616,4677.0
17953346010661,44.52784,-69.94394,4433.0
17953405010661,44.52784,-69.88839,4481.0
17953418010661,44.50007,-69.94394,4629.0
17953472010661,44.47229,-69.94394,4764.0
17953516010661,44.44451,-69.94394,4768.0
17953569010661,44.41673,-69.91616,4866.0
17953626010661,44.38896,-69.88838,5058.0
17953673010661,44.44451,-69.97172,5010.0
17953739010661,44.3334,-69.88838,5124.0
17953741010661,44.30563,-69.94394,4229.0
17953743010661,44.16674,-69.88838,4972.0
17953828010661,44.13896,-69.88838,3619.0
17953830010661,44.13896,-69.88838,3619.0
17953832010661,44.50007,-69.80505,4473.0
17953881010661,44.41673,-69.8606,4576.0
17953921010661,44.41673,-69.83283,5110.0
17953962010661,44.38896,-69.80505,4939.0
17953964010661,44.22229,-69.83282,4463.0
17954001010661,44.25007,-69.80505,4253.0
17954080010661,44.44451,-69.66616,5003.0
17954120010661,44.47229,-69.74949,4444.0
17954172010661,44.38896,-69.72171,5233.0
17954174010661,44.36118,-69.72171,3737.0
17954252010661,44.36118,-69.72171,3737.0
17954254010661,44.30562,-69.77727,5197.0
17954349010661,44.27785,-69.72171,4803.0
17954351010661,44.22229,-69.74949,4956.0
17954420010661,44.55562,-69.69394,4569.0
17954512010661,44.55562,-69.66616,4962.0
17954514010661,44.52784,-69.66616,5089.0
17954516010661,44.50007,-69.72171,4054.0
