CN,LAT,LON,BGI
17913667010661,46.8056,-68.27726,4518.0
17913752010661,46.63893,-68.3606,4413.0
17913787010661,46.52782,-68.30504,3715.0
17913876010661,46.5556,-68.30504,3017.0
17913985010661,46.41671,-68.38837,3294.0
17914026010661,46.77781,-69.19394,4217.0
17914030010661,47.11115,-68.19392,4185.0
17914111010661,47.08337,-68.13837,4256.0
17914195010661,47.00004,-68.16614,4405.0
17914410010661,46.77782,-68.24948,4457.0
17914474010661,46.77782,-68.11059,4378.0
17914495010661,47.22226,-68.08281,4426.0
17914556010661,47.0556,-68.08281,4337.0
17914611010661,46.97226,-68.11059,4555.0
17914674010661,46.77782,-68.08281,4581.0
17914770010661,46.66671,-68.05503,3400.0
17914788010661,46.41671,-68.02725,3799.0
