"config","BA_obs","BA_pred","BA_bias_pct","BA_r2","TPA","TPA_obs","QMD","QMD_obs"
"baseline",94.7225543070072,105.045886089029,10.8984938777754,0.423847885358597,1019.32299652593,1029.32808176,5.1503316103322,4.96820063212073
"ingrowth_fix",94.7225543070072,105.045886089029,10.8984938777754,0.423847885358597,1019.32299652593,1029.32808176,5.1503316103322,4.96820063212073
