"config","n","BA","BA_obs","BA_bias_pct","BA_r2","QMD","QMD_obs","TPH","TPH_obs"
"canonical_off",262,17.2927772816687,17.2994389312977,-0.0385078941316752,0.877883698428744,12.947817818898,11.8881335877863,1674.7501892553,1806.58396946565
"insource_on",262,16.1731436197233,17.2994389312977,-6.51058867311998,0.868998170205383,12.9338949570285,11.8881335877863,1547.73957305484,1806.58396946565
