"config","BA_obs","BA_pred","BA_bias_pct","BA_r2","TPA","TPA_obs","QMD","QMD_obs"
"csi_scale_0.7",94.7225543070072,104.157284236682,9.96038377417052,0.43253800090619,1034.90071022732,1029.32808176,4.93955603366406,4.96820063212073
"csi_scale_1.0",94.7225543070072,105.190045609401,11.0506852132251,0.423197759640794,1042.73692052369,1029.32808176,4.92323635511713,4.96820063212073
