"BA_pred","TPA","QMD_in","BA_t2","QMD_t2","TPA_t2","config","PLT_CN","residual","relresid","BGI","SICOND","FORTYPCD","BA_t1","interval","ClimateSI_ft"
149.099029665564,1670.37761570337,4.04823003245648,181.234742342327,4.0419913288671,2033.870562,"csi_scale_0.7","75976125010538",-32.1357126767626,-0.177315410177055,2989,42,801,154.051213992073,5,45.55
97.8268931436897,444.288930480143,6.35816053052977,112.080616343696,5.05455417502166,804.33582,"csi_scale_0.7","53024912010538",-14.2537232000063,-0.127173847405488,2819,63,801,105.4001684938,5,44.58
85.7364972556829,721.599837108987,4.67056864737272,106.338853641416,4.56346930479373,936.212246,"csi_scale_0.7","304030573489998",-20.6023563857331,-0.193742509724678,3907,49,801,88.8447557115696,5,47.03
12.9659007063177,134.658520117718,4.20455009948642,10.3793995128902,4.38351664294253,99.037466,"csi_scale_0.7","15666777020004",2.5865011934275,0.249195648574402,4219,52,121,9.38944276584393,5,44.15
149.124187867014,1065.18512086465,5.06986744692628,175.457381954475,5.34620295866329,1125.520402,"csi_scale_0.7","53091769010538",-26.3331940874607,-0.150083135825503,4386,51,801,148.054498499983,5,45.36
138.14645291309,1191.02915768374,4.61470323076436,129.692780522509,4.46788688642829,1191.198322,"csi_scale_0.7","15666576020004",8.45367239058146,0.0651822896889336,3856,49,902,131.630277548462,5,46.22
184.326261484961,2009.71585829333,4.10356561719479,78.4578381961989,5.40478509427006,492.4386,"csi_scale_0.7","222517715010661",105.868423288762,1.34936707055345,3332,66,801,201.389045730068,5,45.5
118.655610483457,502.064569950379,6.58717886581494,57.4870853197692,5.43136866922213,357.292858,"csi_scale_0.7","375823267489998",61.1685251636877,1.06403942421921,4631,62,401,135.433201598919,5,50.01
101.602273744567,351.708391817865,7.28275085373534,114.75173161247,6.97241096508566,432.778726,"csi_scale_0.7","145023919010661",-13.1494578679031,-0.11459049622284,4827,55,801,95.199839182279,5,45.41
86.0559815161297,507.745896231184,5.57830716698958,97.0946210177187,5.61490280953784,564.655152,"csi_scale_0.7","52843537010538",-11.038639501589,-0.11368950602912,3149,58,809,74.532826349691,5,47.36
167.373203364964,1258.61961970605,4.94118165160054,166.686529988227,5.0329454556427,1206.50373,"csi_scale_0.7","52732913010538",0.686673376736564,0.00411954929282566,4071,57,123,185.512594354647,5,44.63
156.447274479397,1923.55030124475,3.86426882755679,165.924252254009,3.81449363208359,2090.781706,"csi_scale_0.7","15666249020004",-9.47697777461238,-0.0571162903907762,3713,45,124,147.07392324935,5,45.96
108.834283928471,446.596027124513,6.6889898828311,111.683469723458,4.78565211934334,894.085924,"csi_scale_0.7","52863573010538",-2.84918579498709,-0.0255112578615441,3680,60,801,127.784930128397,5,46.22
98.5736416622962,848.394290043338,4.61866684586241,120.462759996228,4.72240195618038,990.37466,"csi_scale_0.7","145024119010661",-21.8891183339318,-0.181708590560412,4975,73,801,98.6507391202684,5,51.73
101.253118284055,480.881757746932,6.21756246245648,81.4814971169086,5.82015086762911,441.024916,"csi_scale_0.7","15666557020004",19.7716211671464,0.242651667761803,4862,84,103,76.2543389081986,5,51.4
81.4991525424541,652.800836814396,4.78763793887732,99.514707529712,3.98479808297651,1149.072,"csi_scale_0.7","145023629010661",-18.0155549872579,-0.181034094702825,4171,49,801,87.6106087104566,5,45.24
101.75132271044,374.270590409131,7.06500193711633,41.0803754795992,4.02421978376823,465.0971,"csi_scale_0.7","52746035010538",60.6709472308409,1.47688395060971,4319,46,801,103.874581475671,5,45.79
165.667474320352,869.941301450314,5.91301193099785,30.4398420272479,3.6585929282565,416.952732,"csi_scale_0.7","168928231010661",135.227632293104,4.44245512746277,4460,62,901,180.636905228213,5,46.12
119.33653105055,1409.63885675991,3.94246528632501,37.3106380306012,3.93841140382298,441.024916,"csi_scale_0.7","304030522489998",82.0258930199487,2.19845859919826,3875,52,801,118.723134010627,5,45.82
99.5257162625993,1501.19098420052,3.48886999551435,89.0364247511494,3.16300335068967,1631.702652,"csi_scale_0.7","509642574126144",10.4892915114499,0.1178089926765,4404,50,801,103.355649744526,5,46.45
59.3307610893748,858.387102336374,3.56232445763976,50.3412032162233,2.84977422133489,1136.515322,"csi_scale_0.7","171137642020004",8.98955787315151,0.178572566780734,4319,46,801,51.0565256131922,5,45.79
77.8860482523838,1678.39543606063,2.9188904415877,77.6948892082413,2.6369268146055,2048.655384,"csi_scale_0.7","243882625489998",0.191159044142452,0.00246038119225705,2135,56,126,65.3170904787455,5,46.52
155.984825665302,910.091659647572,5.60962349501594,172.553435125271,5.5442338533347,1029.231666,"csi_scale_0.7","375823099489998",-16.5686094599694,-0.0960201658572652,5042,40,104,163.032795412831,5,52.63
45.0108818208247,443.032606404661,4.31892855619936,37.4136886625618,3.99878984265045,428.988824,"csi_scale_0.7","75975609010538",7.59719315826293,0.203059185817866,2998,43,125,36.581660961872,5,44.36
195.43501438592,590.175716450845,7.79732478143839,212.122483201183,8.31950828936283,561.906422,"csi_scale_0.7","509642383126144",-16.6874688152633,-0.0786690244401695,3746,59,801,213.518880533237,5,47.87
137.522317840489,591.38886012989,6.53409021790007,112.9899231757,7.42915962498606,375.346996,"csi_scale_0.7","304030278489998",24.5323946647892,0.217120199530017,3682,67,104,104.447386581761,5,49.22
60.0986050482455,316.516719561866,5.90430756486991,48.4664420564511,5.64299199186384,279.05826,"csi_scale_0.7","52737868010538",11.6321629917944,0.240004475225267,4930,79,401,54.8513704330948,5,50.99
166.315640432382,1739.68684150318,4.18953778453112,197.624217290553,4.27461984362389,1982.977464,"csi_scale_0.7","509642253126144",-31.3085768581711,-0.158424798779293,4187,54,902,179.855319578178,5,45.69
112.24325587576,671.402184845152,5.54017977503903,10.0610129772888,6.18991114637359,48.144368,"csi_scale_0.7","52975159010538",102.182242898471,10.1562579363661,2801,64,126,11.3621305370556,5,45.07
167.082929167076,4243.45826476781,2.68869275699821,172.088591490712,2.62063857423766,4594.205656,"csi_scale_0.7","243882529489998",-5.00566232363593,-0.0290877058163736,4603,56,124,116.045728599553,5,46.11
87.6026252626,1367.35996943443,3.4296692098756,99.4340682027098,3.27099146329124,1703.919204,"csi_scale_0.7","168928277010661",-11.8314429401098,-0.11898781930545,4167,41,121,75.9416927030202,5,44.64
