SPCD,n,B0,B1,B2,B3,B4,B5,B6
375,83000,-3.24918662635436,-0.402366372500957,-0.0788924265214236,2.06999849643582,0.602282729404856,-9.05958454402045e-05,-0.0089525738579096
391,22576,-2.11011498669252,-0.221988008468839,-0.489150133374341,2.16862467164389,0.298907403849466,-5.52276207981636e-05,0.0173716052605774
402,16785,-2.7234937956537,-0.0938097569022873,-0.0441227280141478,4.58267418087124,0.737116891186719,-9.84093670253013e-05,-0.0078816552829366
403,43305,-3.21749241970308,-0.0616659860027785,-0.0428648230645941,7.88825930872898,0.795810474870747,-0.000129478452063447,-0.00609219885441537
407,30100,-3.45826517110156,-0.0480375031873346,-0.0213887638509755,12,0.858095523668885,-1.50114837518045e-05,0.00807202388250713
408,20140,-3.19005826510174,-0.182389419810831,-0.0507700394997256,3.15533352530899,0.782292572837502,1.11550694409752e-05,-0.00126529764461781
409,45119,-2.84784034528016,-0.15864654507789,-0.0353007529722702,3.15585296870073,0.865473706008806,-9.71169404319982e-05,-0.00513506188438818
462,16195,-3.60077073725893,-0.177768792812915,-0.0955483143028512,3.75110405012677,0.565173419281992,-9.2850954749707e-06,-0.031791972140044
491,20085,-1.75840394437904,-0.75240421829388,-0.330247849378661,0.95153154145285,0.419676684600518,-0.000196559459783163,-0.000803056718574978
531,101138,-2.86558067380124,-0.203703750879738,-0.0699939385854906,2.84611867741315,0.655901145941421,-4.9931339393709e-05,-0.00850781656252423
541,55869,-3.01454743809753,-0.211223841304647,-0.0287627436104221,3.46525431072839,0.825019649806741,5.25403302164721e-05,0.000861356116625286
543,58705,-1.86296387695385,-0.231346983252766,-0.117419174625783,3.11008173359542,0.499615448783102,-8.54491001572282e-06,0.0388777548848724
544,55288,-2.09304207551443,-0.165686180766023,-0.146295552242987,3.09895970852301,0.534563883994831,-7.27539285546191e-05,0.00851302063645131
591,18714,-2.33712990263249,-0.398136132660113,-0.288865744560396,1.84948433844941,0.321168492508331,-2.33090916251943e-05,0.0242845253047293
602,17471,-3.29642665543619,-0.433076316595004,-0.0850866519253933,2.11598320547058,0.608981027644396,-4.16633951086161e-05,-0.0416294619294369
611,172107,-2.59783025348699,-0.300327864990052,-0.072265882402093,2.26187217347994,0.714432982282444,-0.000178335246936923,-0.0167278576959159
621,104543,-1.78822994907933,-0.261309744169911,-0.0365241220139899,2.10615412782099,0.834082900553993,-0.000180678648806786,-0.00771140039810669
631,11992,-2.52288534913764,-0.169487120207514,-0.13657936635078,3.19423412581364,0.521276914724211,5.70290668480163e-05,0.0304558857844653
653,18331,-2.22759938782626,-0.117316177707722,-0.0596698906090278,3.28299879429528,0.671760598736666,0.000287949106598593,0.0180760820022221
693,65420,-2.16692855408695,-0.223923951668287,-0.176741102472353,2.2646455447979,0.514690016030039,-3.0427503960541e-05,0.0158630740219347
694,46944,-3.39138816490288,-0.0545559638547194,-0.0218630246028575,8.71966047144168,0.806708498691108,5.77045584231265e-05,0.00800621568755823
701,37795,-2.21025460105982,-0.403517099500502,-0.365916870389317,1.44475341845731,0.384741369003882,2.07129360035312e-05,0.00620516540055402
