SPCD,n,deaths,b0,b_lnDBH,b_CR,b_CCH,b_driver
65,58189,1934,-3.32678900338699,-0.706161328315747,-0.871602022441771,-0.70850951411455,
66,11352,980,-3.95464936190097,-0.152482358091487,-0.830853250036343,0.454933421349269,
133,23656,2133,-3.13648358515982,-0.0389980024930641,-2.01121372087991,-0.0860061734121966,
543,77769,8353,-2.64222289133113,-0.242160816092623,-3.72833246992011,0.563550674963232,
809,14355,2519,-2.15638237207575,-0.141488889852451,-2.70691173030588,0.588501932424357,
823,34552,2303,-2.89215534856518,-0.289264794163718,-3.87192416555228,1.15902849339904,
741,29148,8239,-1.42304895467373,-0.364058460859311,-3.59164449783327,0.732436085700846,
125,76911,8052,-2.33028836940161,-0.447857578512882,-2.31235514604833,0.584730881857567,
105,43235,10927,-2.22955831412177,-0.0832376336369598,-2.75463381241893,1.13694000238559,
94,36614,5422,-2.36208136319588,0.0714665798030079,-3.31169717109041,0.391982217675638,
71,54523,6077,-4.31276850541777,0.736133030625819,-2.45952929155861,0.780273730203864,
379,5579,1502,-1.66798209967493,0.11643076238331,-4.28220715087587,0.455212307830655,
97,82778,8743,-2.662133553452,0.0148110165938487,-3.26232893129165,0.0649495252917021,
12,285023,59099,-2.62473588557671,0.50770035943521,-3.25469576834288,0.155954578672391,
241,181337,9347,-3.15559742528042,-0.12089770743585,-4.30652011748419,0.357278309115574,
95,105685,14448,-3.54269309946891,0.486569521840988,-2.73190544722814,0.401090294338504,
15,39608,9182,-2.5109588484027,-0.0899826156578245,-1.73242302164385,-0.0208091316601189,
106,42089,5168,-2.71040697330776,-0.191692109752469,-1.73967221415833,-0.423342442011507,
814,27264,7825,-2.3395936525854,-0.387737454092746,-2.0752278735383,0.206764703096974,
756,14037,3005,-2.83140571201251,-0.379664276766855,-1.33876446957678,1.1993032667445,
116,6680,865,-3.51854808080869,-0.0152719914760419,-1.68685936371487,0.425532946145486,
81,11529,2279,-2.51061335137062,-0.34085164921959,-1.18639635118066,0.0299695736683264,
20,7163,1376,-1.62790192176208,-0.381684582148403,-2.17353031873705,-0.176095274051034,
69,14712,539,-3.42559847237432,-0.325646616913824,-1.78645549759723,-0.349767262470931,
63,6432,514,-3.59449649244771,0.0293194101404592,-2.5043866069816,0.563190546282611,
61,11136,2558,-3.5459126552929,-0.193465746515795,0.188237557286563,0.272712821227535,
11,23669,3157,-3.13924769797288,-0.0392545836096163,-2.60582530454419,0.0739007851154851,
312,5345,1056,-3.0325540178419,-0.247537800881817,-2.25798194163577,0.533167282671378,
361,6318,1395,-1.79363742166649,-0.571861356098188,-2.98904581503685,0.180935197764628,
818,6866,1415,-3.23869004880946,0.0437129478834431,-2.72170618939547,0.55464101399395,
631,15413,3398,-2.45743151634025,-0.233076185828772,-2.74177753691209,0.15916819071042,
805,11932,2300,-2.1284704304098,-0.463086552657548,-2.24521264804991,0.0267763259573033,
211,6315,696,-3.19535911838623,-0.16676636694954,-2.16369081863946,0.152976373694227,
