SPCD,n,B0,B1,B2,B3,B4,B5
611,172181,-2.34711216968693,-0.28000792420284,-0.0684744939651903,2.31713053489996,0.725138821857544,-0.0545418604518048
835,69973,-2.75669857699551,-0.220965896097267,-0.0406344323462809,2.59836135413337,0.861334384931349,-0.0493659646922943
531,101182,-2.4866841297736,-0.222834971191941,-0.0704436710736334,2.49710195592683,0.668091902033632,-0.0194825081069551
521,7689,-2.45686965462289,-0.372027131882109,-0.289095425931398,1.87154045655204,0.404629497762047,-0.0873047370167046
491,20085,-1.45909406211482,-0.770977544291034,-0.465826579702912,0.858272441572007,0.384326915954306,-0.082343304663606
812,32720,-1.913326436001,-0.156147104635029,-0.0461245987514879,2.39397763444187,0.813180634886115,-0.0542371241788098
591,18727,-2.71347322998314,-0.362940920569275,-0.235700601532952,1.86229694662706,0.378307508478924,-0.0142340388008772
827,66200,-2.07224039197518,-0.0728517982923627,-0.0566515995705989,4.99613198694001,0.737737386968662,0.00503146718888879
131,533163,-0.440861163110783,-0.312452482779706,-0.0500473191481823,1.13823049461728,0.837467711386763,-0.0144725022998199
802,161628,-2.36578722565943,-0.146021200555288,-0.0260722894458418,2.81970361764406,0.931141933144025,-0.0740224646490475
693,65435,-2.67688593322913,-0.209175601723279,-0.132311171747711,2.56415609350035,0.578181878572624,-0.0706458495403431
121,28730,-0.838801585074814,-0.615570550874271,-0.0841423979183083,1.21262224633641,0.741361749642453,0.0143554678624193
653,18331,-2.68418052612818,-0.098633250427557,-0.0430880925618632,4.31156239978494,0.728213839103568,0.0275246855586293
316,449259,-3.10959723453873,-0.177604193902155,-0.0590926223395201,3.81427519998427,0.700314794941065,-0.0505670093248397
221,13770,-2.31612986821832,-0.299603326536435,-0.0632960942310445,2.4560204028651,0.662053019923329,0.0554810840874368
972,48713,-2.60272834495932,-0.119818362698668,-0.114560438284799,4.8238461388817,0.547287856785175,0.0356452435439147
951,46665,-3.01246768743353,-0.200578700310117,-0.0306551275969244,3.22127109694188,0.783026423831408,-0.0132504130791739
111,82843,-0.669758993390854,-0.457668457775572,-0.0524385020828192,1.16950717264067,0.838916954086333,0.0557525350798629
721,4623,-2.17356656297156,-0.20966908719702,-0.446256938862289,2.48960053007497,0.325779106384477,0.0453595803017428
824,8149,-1.93512597028598,-0.221742522626329,-0.20107168885501,1.61760740684473,0.547086281946506,0.0444264721766036
621,104556,-1.70088424927072,-0.231130442268231,-0.0324705788179233,2.033332418158,0.857098496554179,-0.110570934123826
694,46968,-3.38150283612327,-0.083346614587889,-0.0268333854897198,5.65829207341031,0.762745639401505,0.0156180200470922
110,61065,-0.598838606214304,-0.460321557948015,-0.0266668440272019,0.964221131970208,1.01314800499779,-0.0586343271925797
820,25201,-2.26996222830214,-0.02749340207839,-0.0842510652520766,12.1513005509742,0.60562139535875,0.000409671832809513
409,45122,-2.6535524042683,-0.174176290374839,-0.0727174876811747,2.78572993114586,0.716362992951636,-0.0309522613597609
711,39842,-3.04703303541964,-0.154400548588024,-0.0365719570066874,3.1902397740902,0.720462591404967,-0.0404360613093734
822,5287,-1.6969376012029,-0.220800318329594,-0.0334085266165895,2.01040390112496,0.889297806666448,0.00500102709939997
691,13187,-2.22986023069979,-0.104105862175706,-0.00552667469741338,3.05891702703741,1.09767630238518,0.0587648663910546
391,22576,-2.56088042848854,-0.191929399307126,-0.438266389024904,2.4469189208126,0.318138384766862,-0.120470472511256
701,37795,-2.30462651475662,-0.432155962784511,-0.433329690126392,1.42061557864737,0.360851395492154,-0.013901571018861
762,74241,-2.79492355826589,-0.213009381563102,-0.0576575219283403,3.32264578857506,0.701121851567774,0.00342535332267706
837,61402,-2.36424437767284,-0.155070904640508,-0.033963474977398,3.03437312962007,0.827965826879306,-0.0494693430463435
731,9225,-2.30167186993982,-0.318861578660064,-0.034623859910342,2.45344850492661,0.783456929033845,-0.0137645025847509
68,68146,-2.02300642827678,-0.431965662902609,-0.148021783998591,1.77632259263051,0.600630480796474,0.0123402753337736
403,43307,-3.22995003206665,-0.0493340235071429,-0.0264423250320001,9.51968886076276,0.891580313823007,-0.0645143705689299
