PLOT,MEASYEAR,SPCD,SPECIES,N_LIVE,TPA,BA_FT2_AC,BA_PCT,QMD_IN
1234,1991,129,White pine,8,40,11.36,27.4,7.21
1234,1991,12,Balsam fir,3,15,4.17,10.1,7.14
1234,2001,97,Red spruce,13,65,14.22,65.7,6.33
1234,2001,12,Balsam fir,5,25,4.85,22.4,5.96
1234,2001,129,White pine,3,15,2.59,12,5.63
1235,1991,97,Red spruce,18,90,36.18,69.9,8.59
1235,1991,316,Red maple,5,25,4.91,9.5,6
1235,1991,375,Paper birch,5,25,3.94,7.6,5.38
1235,1991,371,Yellow birch,1,5,3.61,7,11.5
1235,1991,12,Balsam fir,2,10,3.14,6.1,7.59
1235,2001,97,Red spruce,12,60,30.22,70.4,9.61
1235,2001,316,Red maple,5,25,7.82,18.2,7.57
1235,2001,375,Paper birch,2,10,2.84,6.6,7.21
1235,2001,12,Balsam fir,1,5,2.06,4.8,8.7
1236,1991,318,Sugar maple,1,5,3.73,47.7,11.7
1236,1991,375,Paper birch,1,5,2.26,28.9,9.1
1236,1991,12,Balsam fir,1,5,1.83,23.4,8.2
1236,1996,318,Sugar maple,7,35,14.86,47.3,8.82
1236,1996,375,Paper birch,5,25,7.63,24.3,7.48
1236,1996,97,Red spruce,2,10,4.27,13.6,8.85
1236,1996,12,Balsam fir,1,5,2.57,8.2,9.7
1236,1996,316,Red maple,1,5,2.11,6.7,8.8
1236,2001,318,Sugar maple,12,60,26.5,54.1,9
1236,2001,375,Paper birch,8,40,7.78,15.9,5.97
1236,2001,97,Red spruce,4,20,7.42,15.2,8.25
1236,2001,12,Balsam fir,1,5,2.57,5.2,9.7
1236,2001,316,Red maple,4,20,2.46,5,4.75
1236,2001,371,Yellow birch,3,15,2.26,4.6,5.26
1237,1991,241,N. white cedar,14,70,48.44,88.3,11.26
1237,1991,97,Red spruce,2,10,4.46,8.1,9.05
1237,1991,371,Yellow birch,1,5,1.08,2,6.3
1237,1991,12,Balsam fir,1,5,0.89,1.6,5.7
1237,1996,241,N. white cedar,6,30,24.47,76.7,12.23
1237,1996,12,Balsam fir,2,10,4.07,12.8,8.64
1237,1996,97,Red spruce,1,5,3.36,10.5,11.1
1238,1991,315,Mountain maple,4,20,6.48,39.5,7.71
1238,1991,97,Red spruce,3,15,5.98,36.5,8.55
1238,1991,371,Yellow birch,1,5,2.11,12.9,8.8
1238,1991,12,Balsam fir,1,5,1.83,11.2,8.2
1238,1996,315,Mountain maple,9,45,14,40,7.55
1238,1996,97,Red spruce,5,25,9.61,27.4,8.39
1238,1996,371,Yellow birch,3,15,7.64,21.8,9.67
1238,1996,316,Red maple,1,5,1.92,5.5,8.4
1238,1996,12,Balsam fir,1,5,1.83,5.2,8.2
1239,1996,12,Balsam fir,6,30,5.8,34.1,5.95
1239,1996,97,Red spruce,4,20,5.1,30,6.84
1239,1996,371,Yellow birch,2,10,2.5,14.7,6.76
1239,1996,375,Paper birch,2,10,2.38,14,6.6
1239,1996,316,Red maple,1,5,1.22,7.2,6.7
1239,2001,97,Red spruce,14,70,52.74,67.3,11.75
1239,2001,12,Balsam fir,6,30,8.35,10.7,7.14
1239,2001,375,Paper birch,5,25,8.31,10.6,7.81
1239,2001,371,Yellow birch,3,15,7.61,9.7,9.65
1239,2001,316,Red maple,1,5,1.3,1.7,6.9
1240,1991,12,Balsam fir,1,5,2.21,59,9
1240,1991,316,Red maple,1,5,1.53,41,7.5
1240,1996,97,Red spruce,10,50,14.56,52.6,7.31
1240,1996,371,Yellow birch,3,15,7.73,27.9,9.72
1240,1996,316,Red maple,2,10,2.92,10.6,7.32
1240,1996,12,Balsam fir,2,10,2.45,8.9,6.71
1240,2001,97,Red spruce,9,45,14.68,43.9,7.73
1240,2001,371,Yellow birch,4,20,13.42,40.1,11.09
1240,2001,12,Balsam fir,2,10,3.26,9.7,7.74
1240,2001,316,Red maple,1,5,2.11,6.3,8.8
1242,1991,97,Red spruce,5,25,8.83,100,8.05
1242,1996,371,Yellow birch,9,45,27.53,39.6,10.59
1242,1996,316,Red maple,18,90,27.52,39.6,7.49
1242,1996,97,Red spruce,4,20,8.98,12.9,9.07
1242,1996,318,Sugar maple,2,10,3.32,4.8,7.8
1242,1996,531,Am. beech,1,5,2.11,3,8.8
1242,2001,316,Red maple,4,20,6.27,83.3,7.58
1242,2001,97,Red spruce,1,5,1.26,16.7,6.8
1243,1991,97,Red spruce,12,60,14.06,43.4,6.55
1243,1991,12,Balsam fir,7,35,11.56,35.7,7.78
1243,1991,129,White pine,3,15,5.99,18.5,8.56
1243,1991,318,Sugar maple,1,5,0.8,2.5,5.4
1243,1996,97,Red spruce,18,90,26.52,67.2,7.35
1243,1996,12,Balsam fir,7,35,8.98,22.7,6.86
1243,1996,129,White pine,3,15,3.99,10.1,6.99
1243,2001,97,Red spruce,24,120,37.27,75.2,7.55
1243,2001,12,Balsam fir,8,40,9.36,18.9,6.55
1243,2001,129,White pine,2,10,2.93,5.9,7.33
1244,1987,375,Paper birch,8,40,34.53,33.7,12.58
1244,1987,97,Red spruce,8,40,29.28,28.6,11.58
1244,1987,316,Red maple,7,35,20.69,20.2,10.41
1244,1987,531,Am. beech,3,15,9.1,8.9,10.55
1244,1987,371,Yellow birch,2,10,5.1,5,9.67
1244,1987,12,Balsam fir,1,5,3.8,3.7,11.8
1244,1991,97,Red spruce,12,60,35.47,30.2,10.41
1244,1991,375,Paper birch,8,40,34.47,29.3,12.57
1244,1991,316,Red maple,13,65,27.84,23.7,8.86
1244,1991,531,Am. beech,5,25,10.68,9.1,8.85
1244,1991,371,Yellow birch,2,10,5.1,4.3,9.67
1244,1991,12,Balsam fir,1,5,3.99,3.4,12.1
1244,1996,97,Red spruce,4,20,12.8,49.2,10.83
1244,1996,316,Red maple,4,20,10.93,42.1,10.01
1244,1996,375,Paper birch,1,5,1.58,6.1,7.6
1244,1996,531,Am. beech,1,5,0.68,2.6,5
1244,2001,316,Red maple,8,40,21.06,51.6,9.82
1244,2001,97,Red spruce,4,20,13.18,32.3,10.99
1244,2001,375,Paper birch,2,10,6.56,16.1,10.96
1245,1987,97,Red spruce,2,10,7.99,100,12.11
1245,1991,97,Red spruce,12,60,15.11,56.7,6.8
1245,1991,129,White pine,5,25,11.55,43.3,9.2
1245,1996,97,Red spruce,28,140,38.41,80.1,7.09
1245,1996,129,White pine,3,15,6.65,13.9,9.02
1245,1996,316,Red maple,1,5,2.02,4.2,8.6
1245,1996,12,Balsam fir,1,5,0.89,1.8,5.7
1245,2001,97,Red spruce,51,255,60.7,76.9,6.61
1245,2001,129,White pine,11,55,16.12,20.4,7.33
1245,2001,316,Red maple,1,5,2.06,2.6,8.7
1246,1987,97,Red spruce,2,10,3.98,37.8,8.54
1246,1987,315,Mountain maple,1,5,3.48,33.1,11.3
1246,1987,371,Yellow birch,1,5,1.62,15.4,7.7
1246,1987,12,Balsam fir,1,5,1.45,13.8,7.3
1246,1991,97,Red spruce,6,30,8.11,42.8,7.04
1246,1991,12,Balsam fir,4,20,4.58,24.2,6.48
1246,1991,315,Mountain maple,1,5,3.54,18.7,11.4
1246,1991,371,Yellow birch,2,10,2.72,14.3,7.06
1246,1996,97,Red spruce,2,10,4.32,52,8.9
1246,1996,12,Balsam fir,3,15,3.98,48,6.98
1246,2001,12,Balsam fir,7,35,10.37,38.3,7.37
1246,2001,97,Red spruce,7,35,9.48,35,7.05
1246,2001,315,Mountain maple,1,5,4.33,16,12.6
1246,2001,371,Yellow birch,2,10,2.91,10.8,7.31
1247,1987,97,Red spruce,5,25,18.91,67.3,11.78
1247,1987,375,Paper birch,3,15,4.33,15.4,7.27
1247,1987,12,Balsam fir,2,10,3.45,12.3,7.96
1247,1987,241,N. white cedar,1,5,1.41,5,7.2
1247,1992,97,Red spruce,12,60,27.1,61.4,9.1
1247,1992,12,Balsam fir,7,35,7.18,16.3,6.13
1247,1992,375,Paper birch,5,25,7,15.8,7.17
1247,1992,241,N. white cedar,1,5,1.66,3.8,7.8
1247,1992,129,White pine,1,5,1.22,2.8,6.7
1247,1997,12,Balsam fir,4,20,3.85,81.3,5.94
1247,1997,97,Red spruce,1,5,0.89,18.7,5.7
1247,2002,97,Red spruce,9,45,26.27,68.1,10.34
1247,2002,375,Paper birch,4,20,6.23,16.2,7.56
1247,2002,12,Balsam fir,3,15,4.24,11,7.2
1247,2002,241,N. white cedar,1,5,1.83,4.8,8.2
1248,1997,97,Red spruce,5,25,10.7,59.6,8.86
1248,1997,371,Yellow birch,2,10,3.09,17.2,7.53
1248,1997,999,Unknown/Other,1,5,2.16,12,8.9
1248,1997,318,Sugar maple,1,5,2.02,11.2,8.6
1248,2002,97,Red spruce,6,30,11.6,46.1,8.42
1248,2002,371,Yellow birch,4,20,6.59,26.2,7.77
1248,2002,318,Sugar maple,1,5,3.18,12.6,10.8
1248,2002,999,Unknown/Other,1,5,2.16,8.6,8.9
1248,2002,316,Red maple,1,5,0.82,3.3,5.5
1248,2002,9999,Willow spp.,1,5,0.8,3.2,5.4
1250,1987,97,Red spruce,1,5,6.14,100,15
1250,1991,97,Red spruce,5,25,30.56,79.8,14.97
1250,1991,999,Unknown/Other,3,15,5.19,13.5,7.96
1250,1991,316,Red maple,1,5,2.02,5.3,8.6
1250,1991,241,N. white cedar,1,5,0.55,1.4,4.5
1250,1996,97,Red spruce,20,100,58.55,49.2,10.36
1250,1996,129,White pine,4,20,53.08,44.6,22.06
1250,1996,316,Red maple,4,20,7.27,6.1,8.16
1251,1988,97,Red spruce,9,45,21.4,49.9,9.34
1251,1988,241,N. white cedar,3,15,13.23,30.9,12.72
1251,1988,999,Unknown/Other,3,15,4.82,11.2,7.68
1251,1988,316,Red maple,1,5,2.02,4.7,8.6
1251,1988,318,Sugar maple,1,5,1.41,3.3,7.2
1251,1991,97,Red spruce,25,125,38.72,60.6,7.54
1251,1991,241,N. white cedar,3,15,14.03,21.9,13.1
1251,1991,999,Unknown/Other,5,25,6.24,9.8,6.76
1251,1991,318,Sugar maple,2,10,2.29,3.6,6.48
1251,1991,316,Red maple,1,5,2.06,3.2,8.7
1251,1991,129,White pine,1,5,0.6,0.9,4.7
1251,1996,97,Red spruce,20,100,37.56,59.7,8.3
1251,1996,241,N. white cedar,2,10,12.64,20.1,15.22
1251,1996,12,Balsam fir,5,25,5.96,9.5,6.61
1251,1996,318,Sugar maple,3,15,2.7,4.3,5.75
1251,1996,316,Red maple,2,10,2.69,4.3,7.03
1251,1996,375,Paper birch,1,5,0.74,1.2,5.2
1251,1996,129,White pine,1,5,0.6,1,4.7
1251,2001,97,Red spruce,10,50,12.02,74.9,6.64
1251,2001,12,Balsam fir,4,20,2.89,18,5.15
1251,2001,129,White pine,1,5,0.58,3.6,4.6
1251,2001,531,Am. beech,1,5,0.55,3.4,4.5
1252,1987,999,Unknown/Other,4,20,2.69,100,4.96
1252,1991,97,Red spruce,9,45,9.79,67.7,6.32
1252,1991,241,N. white cedar,2,10,2.64,18.2,6.95
1252,1991,129,White pine,1,5,1.19,8.2,6.6
1252,1991,318,Sugar maple,1,5,0.86,5.9,5.6
1252,1996,97,Red spruce,19,95,34.16,65.9,8.12
1252,1996,241,N. white cedar,5,25,13.3,25.6,9.88
1252,1996,999,Unknown/Other,1,5,2.06,4,8.7
1252,1996,371,Yellow birch,1,5,1.7,3.3,7.9
1252,1996,12,Balsam fir,1,5,0.63,1.2,4.8
1252,2001,97,Red spruce,48,240,60.81,63,6.82
1252,2001,241,N. white cedar,8,40,18.42,19.1,9.19
1252,2001,375,Paper birch,4,20,9.08,9.4,9.12
1252,2001,12,Balsam fir,6,30,6.59,6.8,6.35
1252,2001,129,White pine,1,5,1.58,1.6,7.6
1253,1987,999,Unknown/Other,17,85,33.17,100,8.46
1253,1991,999,Unknown/Other,32,160,55.47,100,7.97
1253,1996,97,Red spruce,25,125,40.02,65.5,7.66
1253,1996,241,N. white cedar,3,15,6.49,10.6,8.91
1253,1996,12,Balsam fir,2,10,4.32,7.1,8.9
1253,1996,999,Unknown/Other,2,10,3.58,5.9,8.11
1253,1996,125,Red pine,1,5,2.84,4.6,10.2
1253,1996,375,Paper birch,1,5,1.97,3.2,8.5
1253,1996,129,White pine,1,5,1.92,3.1,8.4
1253,2001,241,N. white cedar,11,55,27.73,57.1,9.61
1253,2001,97,Red spruce,6,30,12.55,25.8,8.76
1253,2001,125,Red pine,1,5,4.47,9.2,12.8
1253,2001,999,Unknown/Other,2,10,3.16,6.5,7.62
1253,2001,12,Balsam fir,1,5,0.65,1.3,4.9
1259,1987,371,Yellow birch,2,10,5.53,70.1,10.07
1259,1987,315,Mountain maple,1,5,2.36,29.9,9.3
1259,1992,371,Yellow birch,3,15,8.82,75,10.38
1259,1992,315,Mountain maple,1,5,2.36,20.1,9.3
1259,1992,375,Paper birch,1,5,0.58,4.9,4.6
1259,1997,371,Yellow birch,4,20,4.58,61,6.48
1259,1997,315,Mountain maple,1,5,2.36,31.4,9.3
1259,1997,375,Paper birch,1,5,0.58,7.7,4.6
1259,2002,371,Yellow birch,1,5,5.97,51.1,14.8
1259,2002,375,Paper birch,4,20,5.03,43.1,6.79
1259,2002,12,Balsam fir,1,5,0.68,5.8,5
1260,1987,375,Paper birch,11,55,27.57,46.7,9.59
1260,1987,371,Yellow birch,3,15,14.19,24,13.17
1260,1987,316,Red maple,2,10,7.67,13,11.86
1260,1987,97,Red spruce,3,15,5.32,9,8.06
1260,1987,531,Am. beech,2,10,4.28,7.2,8.86
1260,1992,371,Yellow birch,2,10,15.19,47.7,16.69
1260,1992,375,Paper birch,3,15,6.08,19.1,8.62
1260,1992,97,Red spruce,2,10,4.33,13.6,8.91
1260,1992,531,Am. beech,1,5,2.73,8.6,10
1260,1992,12,Balsam fir,1,5,1.97,6.2,8.5
1260,1992,316,Red maple,1,5,1.53,4.8,7.5
1260,1997,375,Paper birch,11,55,44.66,63.8,12.2
1260,1997,316,Red maple,1,5,9.43,13.5,18.6
1260,1997,97,Red spruce,2,10,4.9,7,9.48
1260,1997,12,Balsam fir,3,15,4.77,6.8,7.64
1260,1997,371,Yellow birch,1,5,3.48,5,11.3
1260,1997,531,Am. beech,1,5,2.73,3.9,10
1261,1987,97,Red spruce,10,50,17.33,91.9,7.97
1261,1987,12,Balsam fir,1,5,1.53,8.1,7.5
1261,1992,97,Red spruce,8,40,9.77,75.3,6.69
1261,1992,12,Balsam fir,2,10,3.2,24.7,7.66
1261,1997,97,Red spruce,30,150,31.61,86.8,6.22
1261,1997,12,Balsam fir,3,15,4.79,13.2,7.65
1261,2002,97,Red spruce,38,190,37.2,83.1,5.99
1261,2002,12,Balsam fir,5,25,7.56,16.9,7.45
1262,1987,375,Paper birch,7,35,35.07,45.9,13.55
1262,1987,371,Yellow birch,6,30,20.25,26.5,11.12
1262,1987,97,Red spruce,7,35,19.7,25.8,10.16
1262,1987,12,Balsam fir,1,5,1.34,1.7,7
1262,1992,375,Paper birch,7,35,37.57,40.9,14.03
1262,1992,97,Red spruce,11,55,24.81,27,9.09
1262,1992,371,Yellow birch,5,25,16.35,17.8,10.95
1262,1992,12,Balsam fir,12,60,13.21,14.4,6.35
1262,1997,12,Balsam fir,7,35,8.68,37.7,6.75
1262,1997,375,Paper birch,2,10,6.6,28.7,11
1262,1997,97,Red spruce,4,20,4.49,19.5,6.41
1262,1997,371,Yellow birch,1,5,2.06,9,8.7
1262,1997,318,Sugar maple,1,5,1.19,5.2,6.6
1262,2002,12,Balsam fir,8,40,10.19,29,6.83
1262,2002,371,Yellow birch,3,15,9.56,27.2,10.81
1262,2002,97,Red spruce,5,25,8.61,24.5,7.95
1262,2002,375,Paper birch,2,10,6.83,19.4,11.19
1263,1987,371,Yellow birch,7,35,47.25,65.8,15.73
1263,1987,315,Mountain maple,4,20,16.94,23.6,12.46
1263,1987,97,Red spruce,2,10,6.33,8.8,10.77
1263,1987,375,Paper birch,1,5,1.34,1.9,7
1263,1992,371,Yellow birch,7,35,50.1,67.3,16.2
1263,1992,315,Mountain maple,4,20,17.2,23.1,12.56
1263,1992,97,Red spruce,1,5,4.82,6.5,13.3
1263,1992,375,Paper birch,1,5,2.31,3.1,9.2
1263,1997,371,Yellow birch,7,35,26.49,59,11.78
1263,1997,315,Mountain maple,4,20,12.22,27.2,10.58
1263,1997,97,Red spruce,3,15,3.57,7.9,6.6
1263,1997,375,Paper birch,1,5,2.62,5.8,9.8
1263,2002,371,Yellow birch,7,35,39.24,67.4,14.34
1263,2002,315,Mountain maple,6,30,14.35,24.6,9.36
1263,2002,97,Red spruce,3,15,3.88,6.7,6.88
1263,2002,375,Paper birch,1,5,0.74,1.3,5.2
1272,1987,97,Red spruce,2,10,7.61,51,11.82
1272,1987,12,Balsam fir,1,5,3.73,25,11.7
1272,1987,375,Paper birch,2,10,3.59,24.1,8.12
1272,1992,97,Red spruce,3,15,10.51,42.5,11.34
1272,1992,375,Paper birch,7,35,10.02,40.5,7.24
1272,1992,12,Balsam fir,4,20,4.2,17,6.21
1272,1997,97,Red spruce,3,15,11.86,46.2,12.04
1272,1997,375,Paper birch,4,20,7.99,31.2,8.56
1272,1997,12,Balsam fir,3,15,5.8,22.6,8.42
1272,2002,97,Red spruce,3,15,11.86,39.7,12.04
1272,2002,375,Paper birch,6,30,10.26,34.4,7.92
1272,2002,12,Balsam fir,6,30,7.73,25.9,6.87
1273,1987,371,Yellow birch,11,55,54.51,75.9,13.48
1273,1987,315,Mountain maple,6,30,14.06,19.6,9.27
1273,1987,97,Red spruce,1,5,3.24,4.5,10.9
1273,1992,371,Yellow birch,11,55,40.45,61.5,11.61
1273,1992,315,Mountain maple,11,55,22.04,33.5,8.57
1273,1992,97,Red spruce,1,5,3.24,4.9,10.9
1273,1997,371,Yellow birch,8,40,38.24,74.8,13.24
1273,1997,315,Mountain maple,3,15,9.6,18.8,10.83
1273,1997,97,Red spruce,1,5,3.3,6.5,11
1273,2002,371,Yellow birch,8,40,21.52,48.1,9.93
1273,2002,315,Mountain maple,9,45,19.89,44.5,9
1273,2002,97,Red spruce,1,5,3.3,7.4,11
1274,1987,371,Yellow birch,9,45,36.02,100,12.11
1274,1992,371,Yellow birch,18,90,44.57,94.2,9.53
1274,1992,315,Mountain maple,4,20,2.73,5.8,5
1274,1997,371,Yellow birch,9,45,42.42,97.5,13.15
1274,1997,315,Mountain maple,1,5,1.08,2.5,6.3
1274,2002,371,Yellow birch,15,75,15.58,91.4,6.17
1274,2002,315,Mountain maple,2,10,1.46,8.6,5.17
1275,1987,12,Balsam fir,1,5,2.16,100,8.9
1275,1992,12,Balsam fir,26,130,25.77,100,6.03
1275,1997,12,Balsam fir,23,115,24.77,100,6.28
1275,2002,12,Balsam fir,30,150,31.09,100,6.16
1276,1987,12,Balsam fir,2,10,7.21,100,11.5
1276,1992,12,Balsam fir,6,30,12.83,71.2,8.86
1276,1992,375,Paper birch,1,5,3.61,20,11.5
1276,1992,371,Yellow birch,1,5,1.58,8.7,7.6
1277,1987,12,Balsam fir,6,30,18.16,94.5,10.53
1277,1987,371,Yellow birch,1,5,1.05,5.5,6.2
1277,1992,12,Balsam fir,4,20,12.41,92.2,10.66
1277,1992,371,Yellow birch,1,5,1.05,7.8,6.2
1277,1997,12,Balsam fir,4,20,12.41,92.2,10.66
1277,1997,371,Yellow birch,1,5,1.05,7.8,6.2
1277,2002,12,Balsam fir,4,20,12.41,100,10.66
1278,1987,12,Balsam fir,9,45,19.29,69.7,8.87
1278,1987,371,Yellow birch,2,10,3.89,14.1,8.44
1278,1987,97,Red spruce,2,10,2.95,10.7,7.36
1278,1987,375,Paper birch,1,5,1.53,5.5,7.5
1278,1992,12,Balsam fir,8,40,17.64,55,8.99
1278,1992,371,Yellow birch,3,15,5.29,16.5,8.04
1278,1992,375,Paper birch,5,25,5.12,16,6.13
1278,1992,97,Red spruce,3,15,4,12.5,6.99
1278,1997,12,Balsam fir,8,40,17.64,39,8.99
1278,1997,375,Paper birch,9,45,12.22,27,7.06
1278,1997,97,Red spruce,6,30,8.5,18.8,7.21
1278,1997,371,Yellow birch,3,15,6.89,15.2,9.17
1278,2002,375,Paper birch,10,50,12.28,44.7,6.71
1278,2002,97,Red spruce,6,30,10.2,37.1,7.89
1278,2002,371,Yellow birch,2,10,5,18.2,9.57
1284,1987,316,Red maple,9,45,21.27,31.1,9.31
1284,1987,97,Red spruce,5,25,16.99,24.9,11.16
1284,1987,371,Yellow birch,5,25,15.98,23.4,10.82
1284,1987,12,Balsam fir,3,15,10.58,15.5,11.37
1284,1987,315,Mountain maple,2,10,3.49,5.1,8
1284,1991,316,Red maple,12,60,28.87,32.8,9.39
1284,1991,371,Yellow birch,7,35,20.45,23.2,10.35
1284,1991,97,Red spruce,5,25,18.5,21,11.65
1284,1991,12,Balsam fir,4,20,12.26,13.9,10.6
1284,1991,315,Mountain maple,5,25,7.24,8.2,7.29
1284,1991,375,Paper birch,1,5,0.8,0.9,5.4
1284,1996,316,Red maple,9,45,24.33,30.9,9.96
1284,1996,371,Yellow birch,5,25,20.14,25.6,12.15
1284,1996,97,Red spruce,5,25,18.66,23.7,11.7
1284,1996,315,Mountain maple,2,10,7.81,9.9,11.96
1284,1996,12,Balsam fir,3,15,7.7,9.8,9.7
1284,2001,371,Yellow birch,6,30,34.33,35.1,14.48
1284,2001,316,Red maple,11,55,28.42,29.1,9.73
1284,2001,315,Mountain maple,8,40,15.48,15.8,8.42
1284,2001,97,Red spruce,5,25,14.84,15.2,10.43
1284,2001,12,Balsam fir,1,5,2.57,2.6,9.7
1284,2001,375,Paper birch,1,5,2.06,2.1,8.7
1285,1987,371,Yellow birch,3,15,11.09,38.1,11.64
1285,1987,12,Balsam fir,5,25,7.39,25.4,7.36
1285,1987,97,Red spruce,2,10,5.04,17.3,9.62
1285,1987,316,Red maple,1,5,3.01,10.3,10.5
1285,1987,375,Paper birch,1,5,2.57,8.8,9.7
1285,1991,12,Balsam fir,13,65,15.1,34.2,6.53
1285,1991,371,Yellow birch,4,20,14.41,32.6,11.49
1285,1991,97,Red spruce,5,25,7.99,18.1,7.66
1285,1991,375,Paper birch,2,10,3.68,8.3,8.21
1285,1991,316,Red maple,1,5,3.01,6.8,10.5
1285,1996,97,Red spruce,10,50,16.49,31.3,7.78
1285,1996,12,Balsam fir,12,60,16.16,30.7,7.03
1285,1996,371,Yellow birch,4,20,14.08,26.8,11.36
1285,1996,316,Red maple,1,5,3.18,6,10.8
1285,1996,375,Paper birch,1,5,2.73,5.2,10
1285,2001,12,Balsam fir,9,45,7.96,80.8,5.69
1285,2001,97,Red spruce,2,10,1.31,13.3,4.9
1285,2001,375,Paper birch,1,5,0.58,5.9,4.6
1286,1987,371,Yellow birch,10,50,23.55,56.4,9.29
1286,1987,316,Red maple,3,15,8.31,19.9,10.08
1286,1987,12,Balsam fir,4,20,8.22,19.7,8.68
1286,1987,97,Red spruce,1,5,1.7,4.1,7.9
1286,1991,371,Yellow birch,13,65,28.35,55.5,8.94
1286,1991,12,Balsam fir,5,25,10.05,19.7,8.59
1286,1991,316,Red maple,4,20,9.67,18.9,9.42
1286,1991,97,Red spruce,2,10,3,5.9,7.42
1286,1996,371,Yellow birch,11,55,25.64,46.9,9.24
1286,1996,97,Red spruce,12,60,14.82,27.1,6.73
1286,1996,12,Balsam fir,6,30,7.68,14,6.85
1286,1996,316,Red maple,3,15,6.53,11.9,8.93
1286,2001,371,Yellow birch,11,55,27.36,49.1,9.55
1286,2001,97,Red spruce,7,35,18.65,33.5,9.88
1286,2001,316,Red maple,4,20,5.55,10,7.13
1286,2001,12,Balsam fir,2,10,4.13,7.4,8.71
1287,1987,371,Yellow birch,6,30,21.78,100,11.54
1287,1991,371,Yellow birch,6,30,28.34,97.5,13.16
1287,1991,97,Red spruce,1,5,0.74,2.5,5.2
1287,1996,371,Yellow birch,8,40,31.44,94,12.01
1287,1996,97,Red spruce,2,10,2,6,6.05
1287,2001,371,Yellow birch,6,30,28.69,76.1,13.24
1287,2001,97,Red spruce,8,40,8.44,22.4,6.22
1287,2001,375,Paper birch,1,5,0.58,1.5,4.6
