PLOT,MEASYEAR,SPCD,SPECIES,N_LIVE,TPA,BA_FT2_AC,BA_PCT,QMD_IN
1142,1995,316,Red maple,11,55,28,58.2,9.66
1142,1995,261,Hemlock,6,30,17.71,36.8,10.4
1142,1995,97,Red spruce,1,5,1.34,2.8,7
1142,1995,12,Balsam fir,1,5,1.05,2.2,6.2
1142,2000,261,Hemlock,1,5,6.98,68.7,16
1142,2000,316,Red maple,1,5,3.18,31.3,10.8
1143,1986,97,Red spruce,6,30,14.36,68.9,9.37
1143,1986,375,Paper birch,2,10,3.36,16.1,7.85
1143,1986,12,Balsam fir,1,5,3.12,15,10.7
1143,1990,97,Red spruce,3,15,7.34,68,9.47
1143,1990,375,Paper birch,2,10,3.45,32,7.95
1143,1995,97,Red spruce,2,10,5.18,41.2,9.75
1143,1995,12,Balsam fir,4,20,4.91,38.9,6.71
1143,1995,531,Am. beech,1,5,1.88,14.9,8.3
1143,1995,375,Paper birch,1,5,0.63,5,4.8
1143,2000,97,Red spruce,5,25,8.94,37.5,8.1
1143,2000,12,Balsam fir,6,30,7.7,32.3,6.86
1143,2000,95,Black spruce,2,10,4.4,18.5,8.98
1143,2000,531,Am. beech,1,5,1.88,7.9,8.3
1143,2000,375,Paper birch,1,5,0.92,3.8,5.8
1145,1986,12,Balsam fir,2,10,1.61,100,5.43
1145,1990,12,Balsam fir,1,5,1.34,100,7
1146,1986,97,Red spruce,17,85,57.44,70.1,11.13
1146,1986,12,Balsam fir,8,40,17.95,21.9,9.07
1146,1986,371,Yellow birch,2,10,5.55,6.8,10.09
1146,1986,375,Paper birch,1,5,1.01,1.2,6.1
1146,1990,97,Red spruce,20,100,61.54,67,10.62
1146,1990,12,Balsam fir,11,55,22.7,24.7,8.7
1146,1990,371,Yellow birch,3,15,6.62,7.2,8.99
1146,1990,375,Paper birch,1,5,1.05,1.1,6.2
1146,1995,97,Red spruce,18,90,60.01,65.2,11.06
1146,1995,12,Balsam fir,10,50,24.16,26.2,9.41
1146,1995,371,Yellow birch,3,15,6.82,7.4,9.13
1146,1995,375,Paper birch,1,5,1.08,1.2,6.3
1148,1999,97,Red spruce,7,35,6.18,61.8,5.69
1148,1999,12,Balsam fir,2,10,2.66,26.5,6.98
1148,1999,999,Unknown/Other,2,10,1.17,11.7,4.63
1149,1986,261,Hemlock,13,65,34.39,100,9.85
1149,1989,261,Hemlock,11,55,35.07,100,10.81
1149,1994,261,Hemlock,1,5,6.55,71.8,15.5
1149,1994,97,Red spruce,2,10,1.62,17.8,5.46
1149,1994,12,Balsam fir,1,5,0.95,10.4,5.9
1155,1989,97,Red spruce,1,5,3.67,57.4,11.6
1155,1989,371,Yellow birch,1,5,2.73,42.6,10
1155,1994,97,Red spruce,4,20,14.98,56.5,11.72
1155,1994,371,Yellow birch,2,10,10.48,39.5,13.86
1155,1994,12,Balsam fir,1,5,1.05,4,6.2
1155,1999,371,Yellow birch,3,15,20.78,46.6,15.94
1155,1999,12,Balsam fir,4,20,12.49,28,10.7
1155,1999,97,Red spruce,4,20,7.24,16.2,8.14
1155,1999,375,Paper birch,2,10,4.04,9.1,8.6
1156,1989,999,Unknown/Other,2,10,9.27,55.8,13.04
1156,1989,12,Balsam fir,1,5,7.33,44.2,16.4
1156,1999,371,Yellow birch,1,5,5.73,36.1,14.5
1156,1999,97,Red spruce,1,5,5.35,33.7,14
1156,1999,12,Balsam fir,3,15,3.05,19.2,6.11
1156,1999,375,Paper birch,1,5,1.75,11,8
1157,1986,999,Unknown/Other,2,10,2.54,100,6.82
1157,1989,999,Unknown/Other,4,20,17.91,80.3,12.81
1157,1989,97,Red spruce,1,5,2.78,12.5,10.1
1157,1989,12,Balsam fir,1,5,1.62,7.2,7.7
1157,1994,371,Yellow birch,2,10,15.45,77.4,16.83
1157,1994,12,Balsam fir,1,5,2.02,10.1,8.6
1157,1994,999,Unknown/Other,1,5,1.34,6.7,7
1157,1994,97,Red spruce,1,5,1.15,5.8,6.5
1157,1999,371,Yellow birch,3,15,11.81,56.7,12.02
1157,1999,12,Balsam fir,3,15,5.99,28.7,8.56
1157,1999,531,Am. beech,1,5,2.06,9.9,8.7
1157,1999,97,Red spruce,1,5,0.98,4.7,6
1158,1986,999,Unknown/Other,1,5,1.34,100,7
1158,1994,371,Yellow birch,3,15,8.39,41.1,10.13
1158,1994,12,Balsam fir,4,20,6.14,30,7.5
1158,1994,375,Paper birch,1,5,4.33,21.2,12.6
1158,1994,97,Red spruce,1,5,1.58,7.7,7.6
1158,1999,97,Red spruce,2,10,11,34.1,14.2
1158,1999,371,Yellow birch,3,15,10.77,33.3,11.47
1158,1999,12,Balsam fir,3,15,5.7,17.7,8.35
1158,1999,375,Paper birch,1,5,4.82,14.9,13.3
1159,1986,999,Unknown/Other,2,10,3.08,100,7.52
1159,1989,12,Balsam fir,6,30,10.47,66.9,8
1159,1989,97,Red spruce,2,10,5.19,33.1,9.76
1159,1994,999,Unknown/Other,1,5,1.62,100,7.7
1159,1999,97,Red spruce,1,5,3.61,46.6,11.5
1159,1999,371,Yellow birch,2,10,2.6,33.6,6.9
1159,1999,375,Paper birch,1,5,1.53,19.8,7.5
1160,1986,97,Red spruce,4,20,7.18,45,8.11
1160,1986,12,Balsam fir,2,10,3.58,22.4,8.1
1160,1986,371,Yellow birch,1,5,3.24,20.3,10.9
1160,1986,999,Unknown/Other,1,5,1.97,12.3,8.5
1160,1989,97,Red spruce,2,10,6.56,41,10.96
1160,1989,371,Yellow birch,1,5,4.47,27.9,12.8
1160,1989,12,Balsam fir,1,5,2.62,16.4,9.8
1160,1989,999,Unknown/Other,1,5,2.36,14.7,9.3
1160,1994,97,Red spruce,1,5,2.62,100,9.8
1162,1986,97,Red spruce,2,10,3.87,64.7,8.42
1162,1986,12,Balsam fir,1,5,2.11,35.3,8.8
1162,1989,371,Yellow birch,1,5,6.47,53.5,15.4
1162,1989,97,Red spruce,2,10,3.8,31.4,8.34
1162,1989,999,Unknown/Other,1,5,1.83,15.2,8.2
1162,1994,97,Red spruce,4,20,12.88,66.2,10.87
1162,1994,371,Yellow birch,1,5,4.33,22.3,12.6
1162,1994,12,Balsam fir,2,10,1.26,6.5,4.81
1162,1994,375,Paper birch,1,5,0.98,5,6
1162,1999,97,Red spruce,11,55,27.1,80.1,9.5
1162,1999,375,Paper birch,3,15,2.91,8.6,5.96
1162,1999,371,Yellow birch,1,5,2.36,7,9.3
1162,1999,999,Unknown/Other,1,5,1.45,4.3,7.3
1163,1995,97,Red spruce,20,100,33.21,100,7.8
1163,2000,97,Red spruce,38,190,60.88,100,7.66
1164,1986,371,Yellow birch,1,5,7.25,62.9,16.3
1164,1986,261,Hemlock,1,5,3.3,28.6,11
1164,1986,999,Unknown/Other,1,5,0.98,8.5,6
1164,1995,371,Yellow birch,2,10,7.23,72.6,11.51
1164,1995,97,Red spruce,1,5,2.73,27.4,10
1170,1995,97,Red spruce,23,115,56.44,100,9.49
1170,2000,97,Red spruce,24,120,64.01,92.7,9.89
1170,2000,12,Balsam fir,8,40,5.03,7.3,4.8
1171,1989,97,Red spruce,14,70,29.45,59.5,8.78
1171,1989,371,Yellow birch,4,20,7.79,15.7,8.45
1171,1989,12,Balsam fir,5,25,6.61,13.4,6.96
1171,1989,316,Red maple,2,10,2.98,6,7.39
1171,1989,375,Paper birch,2,10,2.67,5.4,7
1171,1994,97,Red spruce,8,40,19.75,51.4,9.51
1171,1994,371,Yellow birch,4,20,8.05,20.9,8.59
1171,1994,316,Red maple,2,10,4.68,12.2,9.27
1171,1994,261,Hemlock,2,10,1.94,5,5.96
1171,1994,12,Balsam fir,2,10,1.62,4.2,5.45
1171,1994,375,Paper birch,1,5,1.49,3.9,7.4
1171,1994,531,Am. beech,1,5,0.92,2.4,5.8
1171,1999,97,Red spruce,15,75,27.5,50.4,8.2
1171,1999,371,Yellow birch,7,35,10.16,18.6,7.29
1171,1999,316,Red maple,2,10,5,9.2,9.57
1171,1999,531,Am. beech,1,5,4.75,8.7,13.2
1171,1999,261,Hemlock,4,20,3.71,6.8,5.83
1171,1999,12,Balsam fir,3,15,2.33,4.3,5.34
1171,1999,375,Paper birch,1,5,1.15,2.1,6.5
1172,1989,12,Balsam fir,4,20,7.11,48.1,8.07
1172,1989,97,Red spruce,3,15,6.13,41.5,8.65
1172,1989,371,Yellow birch,1,5,1.53,10.4,7.5
1172,1994,97,Red spruce,18,90,54.54,56.1,10.54
1172,1994,12,Balsam fir,8,40,25.01,25.7,10.71
1172,1994,316,Red maple,3,15,8,8.2,9.89
1172,1994,375,Paper birch,5,25,5.9,6.1,6.58
1172,1994,371,Yellow birch,2,10,3.8,3.9,8.35
1173,1989,12,Balsam fir,1,5,2.21,52.9,9
1173,1989,97,Red spruce,1,5,1.97,47.1,8.5
1173,1994,97,Red spruce,7,35,12.48,37.5,8.09
1173,1994,12,Balsam fir,5,25,9.74,29.2,8.45
1173,1994,261,Hemlock,3,15,4.49,13.5,7.41
1173,1994,375,Paper birch,4,20,3.24,9.7,5.45
1173,1994,531,Am. beech,1,5,2.21,6.6,9
1173,1994,371,Yellow birch,2,10,1.13,3.4,4.55
1173,1999,97,Red spruce,15,75,27.46,49.6,8.19
1173,1999,261,Hemlock,7,35,14.85,26.8,8.82
1173,1999,375,Paper birch,6,30,6.98,12.6,6.53
1173,1999,371,Yellow birch,7,35,6.11,11,5.66
1174,1989,97,Red spruce,13,65,29.3,71.6,9.09
1174,1989,12,Balsam fir,6,30,6.87,16.8,6.48
1174,1989,375,Paper birch,2,10,2.66,6.5,6.99
1174,1989,371,Yellow birch,2,10,2.1,5.1,6.2
1174,1994,97,Red spruce,11,55,26.46,70.9,9.39
1174,1994,12,Balsam fir,7,35,6.42,17.2,5.8
1174,1994,531,Am. beech,1,5,2.62,7,9.8
1174,1994,375,Paper birch,1,5,1.01,2.7,6.1
1174,1994,371,Yellow birch,1,5,0.8,2.1,5.4
1165,1990,371,Yellow birch,3,15,21.1,38.6,16.06
1165,1990,97,Red spruce,10,50,20.77,38,8.73
1165,1990,12,Balsam fir,5,25,7.3,13.4,7.31
1165,1990,316,Red maple,2,10,5.45,10,10
1165,1995,371,Yellow birch,3,15,21.1,38.6,16.06
1165,1995,97,Red spruce,10,50,20.77,38,8.73
1165,1995,12,Balsam fir,5,25,7.3,13.4,7.31
1165,1995,316,Red maple,2,10,5.45,10,10
1165,2000,97,Red spruce,9,45,25.36,44.1,10.16
1165,2000,371,Yellow birch,2,10,19.1,33.2,18.71
1165,2000,12,Balsam fir,5,25,7.65,13.3,7.49
1165,2000,316,Red maple,2,10,5.45,9.5,10
1166,1990,241,N. white cedar,5,25,62.52,54,21.41
1166,1990,261,Hemlock,4,20,14.48,12.5,11.52
1166,1990,371,Yellow birch,3,15,10.86,9.4,11.52
1166,1990,12,Balsam fir,7,35,10.24,8.9,7.32
1166,1990,91,White spruce,3,15,9.91,8.6,11.01
1166,1990,316,Red maple,1,5,3.54,3.1,11.4
1166,1990,541,White ash,1,5,2.11,1.8,8.8
1166,1990,97,Red spruce,1,5,2.02,1.7,8.6
1166,1995,241,N. white cedar,5,25,64.35,45.8,21.72
1166,1995,12,Balsam fir,12,60,18.25,13,7.47
1166,1995,261,Hemlock,5,25,18.16,12.9,11.54
1166,1995,91,White spruce,7,35,16.32,11.6,9.25
1166,1995,371,Yellow birch,3,15,12.2,8.7,12.21
1166,1995,97,Red spruce,3,15,4.88,3.5,7.72
1166,1995,316,Red maple,1,5,3.8,2.7,11.8
1166,1995,541,White ash,1,5,2.51,1.8,9.6
1166,2000,12,Balsam fir,8,40,14.01,45.3,8.01
1166,2000,261,Hemlock,2,10,7.41,24,11.66
1166,2000,91,White spruce,4,20,5.43,17.6,7.05
1166,2000,97,Red spruce,2,10,4.06,13.1,8.63
1167,1995,371,Yellow birch,8,40,25.19,55.1,10.74
1167,1995,12,Balsam fir,4,20,9.57,20.9,9.36
1167,1995,375,Paper birch,4,20,7.25,15.9,8.15
1167,1995,316,Red maple,1,5,3.73,8.2,11.7
1167,2000,371,Yellow birch,10,50,33.13,50.3,11.02
1167,2000,12,Balsam fir,9,45,18.05,27.4,8.58
1167,2000,375,Paper birch,4,20,7.47,11.4,8.28
1167,2000,316,Red maple,2,10,5.34,8.1,9.9
1167,2000,97,Red spruce,2,10,1.81,2.8,5.77
1168,1986,97,Red spruce,1,5,0.11,100,2
1169,1986,316,Red maple,4,20,21.65,43.7,14.09
1169,1986,531,Am. beech,6,30,13.23,26.7,8.99
1169,1986,371,Yellow birch,2,10,8.24,16.6,12.29
1169,1986,97,Red spruce,1,5,4.61,9.3,13
1169,1986,261,Hemlock,1,5,1.83,3.7,8.2
1169,1990,316,Red maple,4,20,21.55,41,14.06
1169,1990,531,Am. beech,6,30,15.44,29.4,9.72
1169,1990,371,Yellow birch,2,10,8.73,16.6,12.65
1169,1990,97,Red spruce,1,5,4.97,9.4,13.5
1169,1990,261,Hemlock,1,5,1.92,3.7,8.4
1169,1995,261,Hemlock,14,70,34.02,35.4,9.44
1169,1995,531,Am. beech,13,65,26.73,27.8,8.68
1169,1995,316,Red maple,4,20,18.68,19.5,13.09
1169,1995,97,Red spruce,3,15,8.92,9.3,10.44
