species_idx,SPCD
1,15
2,17
3,20
4,21
5,22
6,41
7,52
8,55
9,62
10,64
11,65
12,81
13,92
14,98
15,101
16,103
17,104
18,108
19,109
20,113
21,116
22,117
23,119
24,120
25,122
26,124
27,127
28,133
29,137
30,142
31,201
32,202
33,211
34,212
35,231
36,251
37,263
38,264
39,312
40,313
41,333
42,351
43,352
44,361
45,431
46,492
47,542
48,631
49,746
50,747
51,748
52,756
53,763
54,768
55,801
56,805
57,807
58,815
59,818
60,821
61,839
62,981
