variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
lp__,-4137.461493,-4137.150750000001,5.637470421562712,5.686438170000729,-4147.158325,-4128.634715,1.0015904501758248,1436.1151903646394,2595.233026547547
b0[1],-2.02835047265,-2.02676255,0.06471844079463977,0.0652210566,-2.1370368099999997,-1.9229713800000001,1.0020746486618708,2105.672569180463,2562.79360648996
b0[2],-2.32132184265,-2.3197947,0.2708460263672893,0.2755651539900001,-2.779757225,-1.8827558400000008,1.000068611795472,3092.9665272491666,3280.017686080975
b0[3],-2.20256432935,-2.2019844500000003,0.09122180889178369,0.08906986367999972,-2.3547770549999996,-2.051193405,0.9997991249548844,2998.8665803616154,2446.150085044831
b0[4],-1.85884140835,-1.8532603,0.3226639827946833,0.32241116270999975,-2.392558385,-1.3400541950000002,1.000107089290091,4145.701064025576,2995.7208208281504
b0[5],-1.36872935539625,-1.37374345,0.3475554906841418,0.34634047497000003,-1.9265066,-0.7861586305000001,1.0004360176818925,3276.2774003953755,3242.296096850029
b0[6],-1.8889996483,-1.8901219,0.0763531171333849,0.07943919060000014,-2.01230271,-1.764538085,1.0017644279877647,2487.294759788665,2703.3308902966373
b0[7],-2.0352546816,-2.0354445500000002,0.1458161114174418,0.1462937758799997,-2.275354215,-1.79337649,1.0006075975292343,2828.1068666125097,3070.5035079242616
b0[8],-0.996681605955,-0.996430795,0.07294873002561253,0.07247824275300001,-1.1167674,-0.8758480005,1.0017803939968883,2533.974763694623,2566.026905497462
b0[9],-2.476920513225,-2.4717116,0.21037834845662623,0.21242121999000022,-2.84198808,-2.13716077,0.9999499387562222,2905.0973714129627,2659.044578609152
b0[10],-1.3718734546825,-1.3734074,0.10457917620915365,0.10550240904000018,-1.5416477199999998,-1.1984606100000001,1.0002437645927509,2591.140707143692,2650.5883140487867
b0[11],-1.986053684,-1.986548,0.06751342471858536,0.06805200716999997,-2.0979182049999996,-1.874673315,1.0012170382714707,2082.6558065839367,2920.637905509928
b0[12],-1.186578609903525,-1.20200005,0.3950391841400807,0.39329085873000014,-1.804122955,-0.5104355780000011,1.000536402891619,3496.1812011238917,3334.1294888593507
b0[13],-2.2046807619,-2.2014159500000003,0.3054409848674867,0.30545236847999985,-2.7260134099999997,-1.7149375550000001,1.0011284781845167,3112.7646768416157,2994.1566606684582
b0[14],-1.9145073603775,-1.91197345,0.23238067773811982,0.22695307215000002,-2.2978620400000005,-1.534989245,1.0011351981970287,2910.8957956384334,3256.8346584149335
b0[15],-1.8210566153625,-1.81713995,0.38086270911253295,0.37428051674999996,-2.43561476,-1.1964732500000002,1.0006557417632993,3396.8672435978765,2783.732778570444
b0[16],-1.6926162500125,-1.6968616,0.31228946989150436,0.3044568767099998,-2.193962885,-1.17223828,1.0013125838515557,3019.743181762951,2718.752222624385
b0[17],-1.2883050537025,-1.29017485,0.09950552735621866,0.09904338801,-1.4528786400000002,-1.1240614850000001,1.0012575710524008,2763.283753372499,2668.270298464825
