variant,n,Aproj_BA,C_BA,Aproj_BA_ci,C_BA_ci,Aproj_TPA,C_TPA,Aproj_TPA_ci,C_TPA_ci,Aproj_QMD,C_QMD,Aproj_QMD_ci,C_QMD_ci,Aproj_VOL,C_VOL,Aproj_VOL_ci,C_VOL_ci
ne,21811,-12.3,-7.2,"[-12.5,-12.2]","[-7.3,-7.0]",-7.2,-6.2,"[-7.5,-7.0]","[-6.5,-6.0]",-5.3,-3.1,"[-5.5,-5.2]","[-3.2,-3.0]",-15.7,-9.2,"[-15.9,-15.5]","[-9.4,-9.0]"
