component,variant,subset,arm,n,rmse,bias,r2,picp,mwidth,wr2
htdbh,ne,all,pure_sf,60000,3.54881283204118,-0.383790495068601,0.715746939173407,0.9532,15.2614629009892,0.978776252343532
htdbh,ne,all,hybrid,60000,3.54881283204118,-0.383790495068601,0.715746939173407,0.9532,15.2614629009892,0.978776252343532
htdbh,ne,all,legA_style,60000,3.77000402387323,-0.594310500400202,0.679208695435305,0.94555,15.0359796821285,0.976027073692995
htdbh,ne,all,global_only,60000,3.77000402387323,-0.594310500400202,0.679208695435305,0.94555,15.0359796821285,0.976027073692995
htdbh,ne,region,pure_sf,49114,3.12397101869694,-0.277262278690352,0.682419478374043,0.971942826892536,15.57850201494,0.976782624349991
htdbh,ne,region,hybrid,49114,3.12397101869694,-0.277262278690352,0.682419478374043,0.971942826892536,15.57850201494,0.976782624349991
htdbh,ne,region,legA_style,49114,3.34428368767069,-0.449121447012391,0.636046344087451,0.964450054974142,15.3944275446638,0.97341433045544
htdbh,ne,region,global_only,49114,3.34428368767069,-0.449121447012391,0.636046344087451,0.964450054974142,15.3944275446638,0.97341433045544
