variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
log_lik[1268],-1.294141335675,-1.2890293499999999,0.09099362584593072,0.09101429358000009,-1.45334186,-1.15549987,1.000259883649282,3646.3712762569276,3325.567863084114
log_lik[1269],-0.6563007007,-0.6540981800000001,0.017131796755729164,0.0170345699160001,-0.6868489295,-0.6315965325,0.9999429294014504,3975.3562629007733,3193.3225087769038
log_lik[1270],-0.637705702185,-0.637538145,0.007559467487017802,0.007482074333999943,-0.6505105295000001,-0.6256679220000001,1.0012273690575897,6096.043185844549,3325.135635276797
log_lik[1271],-1.594107113525,-1.5937463,0.0565649088529354,0.05621959895999991,-1.68984879,-1.5030543699999999,1.0003298027468417,4069.070194116351,3276.3074631531167
log_lik[1272],-0.6886874131825,-0.688407325,0.011919284933000098,0.011531373692999957,-0.708638181,-0.669359264,1.0002302535985075,4846.26071757991,2871.891494900736
log_lik[1273],-4.50732503305,-4.5079623,0.09280797396050132,0.09159465734999986,-4.658658624999999,-4.353388535,1.000636918588109,4784.482628185264,3461.710371570091
log_lik[1274],-1.2262745351,-1.2254663,0.03907683682702375,0.03914901669000009,-1.292080035,-1.16456003,1.0000780330767896,3422.352496936136,3258.41093588302
log_lik[1275],-0.6997673485675,-0.6993229599999999,0.014302792426940625,0.014257156031999934,-0.7232731865,-0.67695635,0.9997928392228231,4088.585715862892,3645.1371149841034
log_lik[1276],-1.150822853075,-1.1503109999999999,0.0365645678269308,0.036603837270000224,-1.2122156400000001,-1.09278327,1.000005782767476,3555.687511477806,2978.007192573328
log_lik[1277],-1.159424466925,-1.1587980999999998,0.03346453149606829,0.03316361223000006,-1.21400062,-1.1048084150000002,1.0001883960728701,3879.9594362208136,2887.103405534854
log_lik[1278],-1.283304773125,-1.2822993500000002,0.0414164247241413,0.039777490829999804,-1.352995515,-1.217015475,1.0003291371194587,5195.497501420283,3376.2330715863577
log_lik[1279],-0.6402449321725,-0.640038175,0.008125476878283414,0.008027811980999963,-0.653966535,-0.627468745,1.0003747889324965,5260.671646674784,3414.6968495671667
log_lik[1280],-0.7187354591725,-0.7182285500000001,0.016219652809152933,0.016252631850000008,-0.7456662635,-0.6930346115,0.9998556774582754,3723.7398025864327,3405.042543006897
log_lik[1281],-0.7007332794475,-0.700479885,0.014119237500641339,0.013818091454999978,-0.7249729364999999,-0.677713049,1.000448600012053,5148.316157720919,3159.911733517154
log_lik[1282],-1.1292613343,-1.1288209,0.034676810275257874,0.034596248610000026,-1.186707895,-1.073127625,1.0000785350710606,3464.526499241047,3426.3654657468533
log_lik[1283],-0.6825813772875,-0.682359835,0.01165921535123138,0.011710723814999954,-0.7020982419999999,-0.664242287,0.9998247640035002,4430.439299227184,2875.371957173904
log_lik[1284],-0.6539242838425,-0.652652985,0.013606517113595036,0.013199002173000011,-0.6786974615,-0.6338752950000001,1.00057723075932,4037.3032223558675,3611.5546649140147
log_lik[1285],-0.8642810622325,-0.86308761,0.028276457987002054,0.02810762747099999,-0.9140858605000001,-0.8196359040000001,1.0008760991355818,3958.463744754592,3385.687506245101
log_lik[1286],-1.8300908015,-1.8290611,0.040874572116974865,0.04083502940999984,-1.89933595,-1.76221917,1.0002597688483874,3773.381940823808,3512.8784287159247
log_lik[1287],-0.759404780035,-0.75874282,0.015186697661340466,0.015382597692000035,-0.7847229575000001,-0.7351644749999999,1.000886698648846,4088.8743803133407,3424.451456343084
log_lik[1288],-1.5622573578,-1.561177,0.04318636113091026,0.042940247279999934,-1.63521962,-1.493299645,1.0008201650779545,4383.780321031394,3134.334066430069
log_lik[1289],-1.689898192475,-1.6888579,0.03576760576579071,0.03578862965999995,-1.751014295,-1.63163284,1.0007622634038948,4534.672159186368,3708.4631823450045
log_lik[1290],-0.86038240922,-0.8603317500000001,0.01601912187952409,0.01609738880400008,-0.88685969,-0.834088125,1.0004682653636576,5146.252667892428,3678.3340679287503
log_lik[1291],-1.711727136375,-1.71165615,0.04382990179792185,0.043178797620000126,-1.784464485,-1.6406699100000002,1.0009221021730779,3719.745726671707,3451.059465656055
log_lik[1292],-1.175903441655,-1.17376145,0.06689677171797957,0.06665524970999988,-1.29007461,-1.070903535,1.0008914876658974,3330.507413106632,3347.82894458644
log_lik[1293],-0.6478372803075,-0.647348075,0.009819574396050976,0.00980787343199997,-0.6643093090000001,-0.6323550815,1.0013599288471287,4784.406521304687,3260.9574908198483
log_lik[1294],-0.7437756436975,-0.743405765,0.01699131604792842,0.01681114209599993,-0.7721753125,-0.716845798,1.0008919950680928,3480.1608220620255,3288.7803598545215
log_lik[1295],-0.751257261185,-0.7506179,0.020167534789980675,0.020039066228999952,-0.7848579535000001,-0.7187839490000001,1.0011488114247111,3565.0223574815645,3111.2735602979337
log_lik[1296],-1.37293468425,-1.37272265,0.03776168336962017,0.03766678733999997,-1.43524393,-1.31069802,1.0010791900863627,3744.3192288200817,3448.4888233247193
log_lik[1297],-1.65913758115,-1.65796075,0.03798823959028889,0.038061603720000045,-1.72287986,-1.59805132,1.0011596195334413,4711.823966651976,4084.102005959329
log_lik[1298],-0.7738955779075,-0.7736964,0.015328425257582174,0.01519217996099998,-0.7994526115,-0.7492926824999999,1.0011592195601788,4380.678578999521,3839.0840630698362
log_lik[1299],-0.8610740148925,-0.86059446,0.017792088924980725,0.017323914131999976,-0.8907308945,-0.8327084815,1.0000741200832242,3920.1489785145554,3238.385720038056
log_lik[1300],-1.0568159029225,-1.0560643,0.029103102682487978,0.029475718860000142,-1.1053433,-1.011489445,1.000884514968291,3097.192063355703,3377.555204628572
log_lik[1301],-1.0363802152325,-1.0364604499999999,0.0225663721869328,0.023433160169999998,-1.074191275,-1.0007529549999998,0.9998665944287737,3055.9584752913042,3549.0150150485297
log_lik[1302],-1.137792601775,-1.1368203,0.036698828913086894,0.037795921800000146,-1.1981521099999999,-1.07965285,1.0002792279179213,2668.8834491353236,3111.549886174925
log_lik[1303],-0.857259958885,-0.8571033100000001,0.01727395428043516,0.017680894560000136,-0.885475221,-0.829478949,1.0010198949442999,3496.806320987773,3323.696526476262
log_lik[1304],-1.097667525625,-1.097525,0.022536520508661274,0.023025741690000132,-1.1339705999999998,-1.061152285,1.0002032304450403,3669.738191133272,3294.2862362226156
log_lik[1305],-0.690853004205,-0.69058961,0.012198328422969803,0.012283303935000123,-0.71111589,-0.6716617505,0.9997759655796358,3455.2256469670956,3259.2524713770854
log_lik[1306],-1.138158252975,-1.13799135,0.029266569568730406,0.030236366789999997,-1.18686826,-1.092246665,1.0000251970950693,2758.5073562436833,2986.097231734288
log_lik[1307],-1.345880636225,-1.345243,0.04205550681620949,0.04286596902000002,-1.41586216,-1.2797929300000002,1.0006493293839396,2662.747093873691,3004.798605103039
log_lik[1308],-1.220209706525,-1.2202248999999998,0.025131465187074393,0.026028747989999986,-1.26152327,-1.1797119999999999,1.000355004243973,3571.863970307486,3632.5744859900037
log_lik[1309],-1.34599262,-1.34554745,0.030248472857107047,0.030600789869999943,-1.396549665,-1.296922215,0.9999356502243808,2752.2872318252757,3295.2725163243704
log_lik[1310],-1.443735448125,-1.4430388500000002,0.03055343020889928,0.031093680240000168,-1.4944284199999998,-1.39467782,1.0001457046582847,2786.2074639747316,3298.9247342403473
log_lik[1311],-1.107826418225,-1.107349,0.028740675234070926,0.02958572778000001,-1.155850915,-1.063114135,1.0007124489839352,3084.6138614545844,3345.1419151053965
log_lik[1312],-1.158417679175,-1.15831375,0.025516103440938253,0.026309181779999944,-1.200434325,-1.11774352,0.999834109262923,3711.9343731684507,3312.868979450329
log_lik[1313],-1.1119131529,-1.1117732999999999,0.028769033119972438,0.028894910310000105,-1.159947625,-1.06609282,1.000631488293308,2657.374688450532,3111.215488357476
log_lik[1314],-0.8061722655525,-0.8059755,0.013674746036170988,0.013811004627000006,-0.8287424285,-0.784485557,1.0001858425796069,3690.045205216452,3322.2797555805555
log_lik[1315],-0.6757729117625,-0.67556852,0.009889312191174072,0.00973682724,-0.692259143,-0.660127503,0.9997302918658922,3876.8806127582175,3557.7385600471894
log_lik[1316],-1.4853668058,-1.4849465,0.030959647252022326,0.03173920428000013,-1.5360287049999999,-1.43531206,1.0010108118945795,4228.069759169972,3631.0864285457083
log_lik[1317],-1.000724387945,-1.0004734,0.01927579812748777,0.019482972620999912,-1.032454105,-0.9695210089999999,1.0011889640647664,3613.652816728949,3477.5461604400343
log_lik[1318],-0.8973782327225,-0.8968060950000001,0.026101238462025715,0.02626575642600017,-0.941445375,-0.855488624,1.0005209399303994,2361.798686447881,3051.1875531552655
log_lik[1319],-1.0226665525275,-1.0225271999999999,0.020310672940334323,0.02081007011999975,-1.055471865,-0.9901554825,0.9998855409236759,3311.581917682026,3293.350580509851
log_lik[1320],-0.8390644635525,-0.83890199,0.0150747121091514,0.015579079257000026,-0.863577313,-0.8147157230000001,1.0000192780370538,3400.5999764273943,3328.3304616215255
log_lik[1321],-0.8337320820075,-0.8336397449999999,0.01507604260138507,0.015536884461000015,-0.8581826055,-0.8090541415,1.0000912893027412,4329.430620726081,3891.765321286995
log_lik[1322],-1.1698907479,-1.1694502,0.02770778068388214,0.02780430975000002,-1.2159010049999999,-1.12558744,1.0001748102866173,2644.6670599722424,3165.7293708222783
log_lik[1323],-0.680358347795,-0.68030609,0.009242844076737762,0.009273603695999964,-0.695438518,-0.6653772830000001,1.0003977700447415,5026.392320904578,3715.314091818346
log_lik[1324],-0.686370135415,-0.68614288,0.010080753262610855,0.010099219158000028,-0.703146888,-0.6700372265000001,1.000800948552188,3908.3175571753804,3430.20531863788
log_lik[1325],-0.7267674518325,-0.7265592949999999,0.011708522099685826,0.011785609941000124,-0.745790632,-0.70807083,0.9999954776558042,4643.356518061353,3821.6336724718
log_lik[1326],-0.68986192558,-0.6896504999999999,0.009654470922507105,0.00960016858499996,-0.705831142,-0.6742824575,1.0006764413735054,4267.668879696296,3578.3192422722614
log_lik[1327],-0.71288620762,-0.7127875,0.010762115794971086,0.010761192644999931,-0.730799237,-0.6953304454999999,1.0003346108581583,4263.491563465449,3538.5120058602724
log_lik[1328],-1.02856648642,-1.02828475,0.01936041688347571,0.0197809974600002,-1.05944752,-0.9966739975,1.0004810196399736,3807.8766221004425,3618.677936669243
log_lik[1329],-1.020360789525,-1.0201783500000001,0.02030765077601145,0.020793761520000103,-1.05308351,-0.9867329280000001,1.0004532386774811,4097.944809247698,3667.6300121672025
log_lik[1330],-1.3147250842,-1.3144204,0.02830083283544294,0.0289019526600001,-1.3609848900000001,-1.2693830050000001,0.9999382241397012,3127.563993733921,3266.0199462396617
log_lik[1331],-0.79292713009,-0.792730045,0.01580826848025752,0.01617767159399996,-0.818987777,-0.767252214,1.0001811467235855,4588.827027542685,3688.6675672406677
log_lik[1332],-0.6393545967925,-0.639215095,0.007161872773198422,0.007230640199999947,-0.6511418619999999,-0.628283017,1.0027433926662954,5381.32512215598,2603.212887704746
log_lik[1333],-1.80614761195,-1.8056149,0.048549757101230225,0.04761340248,-1.88791686,-1.72724512,1.000865319848273,3852.9402663170795,3451.4135763279214
log_lik[1334],-0.6704479750225,-0.670204045,0.010289330238365403,0.010036267961999995,-0.688040892,-0.6537647864999999,1.0015690840557325,6887.968540751876,3295.1024201403097
log_lik[1335],-0.6982149423675,-0.69791409,0.013801084354476693,0.01390609859099991,-0.7213936705,-0.6761374665000001,1.000408889325759,4850.691775474478,3614.3680170640323
log_lik[1336],-0.659441608365,-0.658942645,0.010389724711816135,0.010293247020000035,-0.6770928030000001,-0.6427679325,1.003621803845809,4564.7924865674095,3192.9662467647922
log_lik[1337],-0.66615557569,-0.665956875,0.008686589348387532,0.008750920478999991,-0.680348914,-0.6519562919999999,1.0026867756836497,5310.970589761,3368.8306082795843
log_lik[1338],-0.69493818942,-0.69427917,0.01411914519410641,0.014076901524,-0.7184000865000001,-0.6724813695,1.0014076767931877,3435.660859220368,2982.9257970367894
log_lik[1339],-3.530838508025,-3.52728385,0.1313012642216453,0.1305699874500001,-3.75240389,-3.323257245,1.000925717549244,4521.978258044547,2962.9155279701704
log_lik[1340],-0.8170996862125,-0.8169347250000001,0.022742740793254636,0.023170154343000043,-0.855849043,-0.7803932895,1.0007967708692136,3725.684287197672,3136.7177630054803
log_lik[1341],-0.64838913253,-0.64818071,0.008571236181093742,0.008418358472999984,-0.663212581,-0.63466155,1.0025637042014865,5554.1924237969415,2953.830856631799
log_lik[1342],-0.694193087745,-0.6930408100000001,0.019595395876184873,0.019493335995000055,-0.728326986,-0.663572539,1.0002406442487894,4463.233397153664,3108.5968375600437
log_lik[1343],-1.518866030825,-1.5153154,0.08769626188195706,0.08680815737999996,-1.66751448,-1.37822083,1.0007236524085024,4355.053895401498,3815.2191855303145
log_lik[1344],-0.6978897638325,-0.696739235,0.018153861178254332,0.018520261136999998,-0.7290172930000001,-0.6691341510000001,1.000764013144861,3794.3964232984677,3576.156731234341
log_lik[1345],-0.8602150569725,-0.8596846,0.02222132036892276,0.02196291022800008,-0.8976531719999999,-0.8243689195,0.9997435549987561,5143.590946276427,3404.834531407967
log_lik[1346],-0.7676406159375,-0.76677383,0.022916886094219432,0.023614281998999925,-0.8061058585,-0.7312960909999999,1.0007926181645648,3961.236236420746,3679.901624849944
log_lik[1347],-0.7679058318125,-0.767395225,0.022476303971451166,0.022716271179000026,-0.8056790425,-0.73145716,0.9997461791621042,4230.636318526691,3610.6612608486425
log_lik[1348],-0.6403205767625,-0.638803985,0.011223839092615333,0.010054511355000063,-0.660317061,-0.6247325815000001,1.0020930417532004,5990.440472792182,2616.352867025299
log_lik[1349],-0.8251427616825,-0.823998725,0.03262031869323099,0.032913734825999984,-0.881527197,-0.7734510084999999,1.0013615120237265,3740.0976851611717,3545.0968041588735
log_lik[1350],-0.63585995208,-0.63532263,0.008498966866290081,0.008244960990000022,-0.650518896,-0.6231401825,1.000539583687562,5345.417241924628,3252.168027791704
log_lik[1351],-1.04011111704,-1.0394911,0.029171448871058082,0.028660881899999918,-1.0893693400000002,-0.9940455130000001,1.000921001013986,3684.2853309325296,3261.5709982436147
log_lik[1352],-2.165767275125,-2.1647699,0.1294338580963933,0.12980259368999975,-2.38230786,-1.95851086,0.999861431170719,7201.776936601376,3603.957467372625
log_lik[1353],-1.03848639746,-1.03811385,0.02426748089369571,0.024248590169999907,-1.079171845,-0.9991593299999999,0.9998389733870702,3942.8743930189626,3505.079473343995
log_lik[1354],-1.339026307125,-1.3378936000000001,0.08492451143871155,0.08539731522000005,-1.481120995,-1.2042481100000002,0.9998446635950722,2974.4592384996754,2809.9077626692215
log_lik[1355],-1.68082098805,-1.67914915,0.10288467155475726,0.10364263559999987,-1.85631221,-1.516387825,1.000033125439413,4178.021715999584,2911.9151472756794
log_lik[1356],-1.184595057275,-1.1847332,0.03168423689982217,0.032273162669999966,-1.236263885,-1.1342241800000001,0.9995641784509622,4794.300731887306,3608.1642860895017
log_lik[1357],-0.73623708066,-0.73540653,0.024573373305962404,0.024197470122000065,-0.7777981285000001,-0.6978207145,1.0001426778948794,5304.932635885678,3474.7485015733737
log_lik[1358],-0.784354140275,-0.779475895,0.05120863249856494,0.04902973025999999,-0.8750896535,-0.7083472245,0.9997929643894796,4820.5416917818975,3180.218938196575
log_lik[1359],-1.417064057675,-1.4160289000000001,0.049384752130139924,0.050219739150000005,-1.4998037750000002,-1.3377252400000001,1.0005038823078813,4498.069452584839,3576.8760598942376
log_lik[1360],-0.9202933294475,-0.920109345,0.0260002294561131,0.02594627836499998,-0.9634186125,-0.8785544485000001,1.0011750558750165,4570.18137230806,3416.1191632517603
log_lik[1361],-0.73455723658,-0.73262758,0.03103407290845942,0.030839962902000057,-0.7877646025,-0.686284429,1.0001301820481907,5248.453643724651,3167.1875540591295
log_lik[1362],-0.973721495435,-0.97331626,0.025286391193082288,0.02531572858500012,-1.015329245,-0.9341007944999999,1.000309294474907,4621.4048463333065,3296.6992788083576
log_lik[1363],-1.22277137535,-1.2220574499999999,0.02896396454437685,0.028793648730000072,-1.2712072100000003,-1.1765610100000001,0.9994816684576822,4295.199535393447,3782.1762542836414
log_lik[1364],-0.72759247978,-0.727590535,0.01223527450865384,0.01187686397099999,-0.7480972435,-0.7073894195,0.999696020558125,4527.424484727116,3485.032779039856
log_lik[1365],-0.63052676751,-0.630593185,0.006307524183197494,0.0064201101930000505,-0.6411691775,-0.6202270649999999,1.004946627243676,8323.402233544024,2561.7565147284786
log_lik[1366],-1.63805956215,-1.6369809499999999,0.05485080588704461,0.055536713400000194,-1.728677595,-1.5483260300000001,1.0000966347272882,4809.218019317835,3499.9023908230006
log_lik[1367],-0.9848349394725,-0.98364696,0.04863391758371582,0.048397045536000015,-1.0693664399999998,-0.9079806319999999,1.0001624652296548,3425.3981800569445,3090.6947442402798
log_lik[1368],-1.44302127815,-1.44205445,0.04940084995164971,0.04934011256999998,-1.523546315,-1.3624747949999998,0.9998694817996387,5624.162373415083,3561.4647398886445
log_lik[1369],-0.7747441872475,-0.774516005,0.01617667823237085,0.01627283968799999,-0.8019058515,-0.7489925435,1.0004695165972386,4774.865098685027,3553.665927111881
log_lik[1370],-1.2949099475999999,-1.2948243,0.029692025171058876,0.02957616500999986,-1.343802185,-1.247729335,0.9996075286307078,4714.58222506511,3575.241321263095
log_lik[1371],-2.726205422425,-2.72603915,0.06337558834585436,0.06501668019000018,-2.832205525,-2.623411075,0.9995073578322597,3572.802740575451,3756.8210907522853
log_lik[1372],-0.9871857982775,-0.984543025,0.05546978942487574,0.05364908931900001,-1.08154306,-0.899829759,1.0000696852103539,4182.802885458966,3185.449859019829
log_lik[1373],-1.81476020955,-1.81389535,0.0429383291566065,0.042874271580000095,-1.886492075,-1.74374738,0.9998215679516448,5121.0280109236965,3512.474129062997
log_lik[1374],-0.9327465079825,-0.932151245,0.024883859820902052,0.02510363524199995,-0.9751151675,-0.8934615385000001,1.0000979738638271,4430.094590665963,3563.0085603766042
log_lik[1375],-0.6497291180275,-0.6495047700000001,0.00829749367198426,0.008205812936999929,-0.663510683,-0.6363621275,0.9995917299404496,5584.209174598865,3281.376008763216
log_lik[1376],-1.9357659375,-1.93463525,0.04896840644528471,0.04908888599999979,-2.01660447,-1.8551891000000003,1.0007703062823752,4161.77018396823,3606.182153533621
log_lik[1377],-1.242506425425,-1.242186,0.033281601012262706,0.032985848490000136,-1.2986247000000002,-1.188123705,1.0006735753304015,4044.9590531558297,3719.979755575538
log_lik[1378],-3.493726113575,-3.4941520500000003,0.07314770532450056,0.07415223900000054,-3.613872015,-3.3732059100000007,1.0010487388263358,5655.8144807368935,3065.321510450796
log_lik[1379],-1.747515548225,-1.7453139,0.07668790843004773,0.07850967452999996,-1.87578311,-1.6245338400000002,1.0002779534037263,4849.289719095233,3402.982023172722
log_lik[1380],-2.71290048945,-2.7131362,0.05668285151049794,0.05615391977999975,-2.80545093,-2.61959291,0.9994867295871995,4897.792074001144,3570.402500139855
log_lik[1381],-0.849933553175,-0.84926894,0.022526311934426915,0.02208864953399998,-0.8887007920000001,-0.81307763,1.0001252285474596,4817.973146540829,3676.3268400619995
log_lik[1382],-1.8620178481,-1.8608309,0.051716114016217285,0.051406486320000104,-1.9480772700000002,-1.7792177150000001,1.000924284073928,4672.866053800614,3464.5290932109997
log_lik[1383],-1.202256408475,-1.2013582,0.036694453319510906,0.03707812100999996,-1.263747275,-1.14299964,1.0002156650295744,4948.172246177027,3554.0138128699477
