PLOT,STATE,MEASYEAR1,MEASYEAR2,PERIOD_YR,variant,model,BA_PRED,TPA_PRED,QMD_PRED,MCuFt_PRED,BdFt_PRED,BA_OBS,MCuFt_OBS,BdFt_OBS
29395410010497,41,2008,2018,10,pn,fvs_base,245.64517211914062,139.65371704101562,17.9582576751709,8547.48046875,49994.921875,264.84757851880437,8754.91600874458,54006.747954664395
29395410010497,41,2008,2018,10,pn,fvs_regional,245.1945037841797,139.55616760253906,17.94804573059082,8529.974609375,49893.07421875,264.84757851880437,8754.91600874458,54006.747954664395
29395410010497,41,2008,2018,10,pn,organon,181.18666076660156,99.2549057006836,18.29462242126465,6295.9013671875,37114.44921875,264.84757851880437,8754.91600874458,54006.747954664395
29395410010497,41,2008,2018,10,pn,conus_spdep,181.2147979736328,99.26802825927734,18.294830322265625,6647.662109375,39615.98046875,264.84757851880437,8754.91600874458,54006.747954664395
29395410010497,41,2008,2018,10,pn,conus_climate,181.18441772460938,99.25306701660156,18.294673919677734,6281.61669921875,37036.80078125,264.84757851880437,8754.91600874458,54006.747954664395
41118547010497,41,2002,2012,10,pn,fvs_base,118.44013977050781,94.60939025878906,15.150213241577148,4368.619140625,24512.791015625,89.71130680017055,2399.4411535977583,12796.68630606537
41118547010497,41,2002,2012,10,pn,fvs_regional,117.93511962890625,94.08208465576172,15.160181999206543,4350.75927734375,24413.666015625,89.71130680017055,2399.4411535977583,12796.68630606537
41118547010497,41,2002,2012,10,pn,organon,83.06733703613281,64.80465698242188,15.330215454101562,2825.185791015625,15673.470703125,89.71130680017055,2399.4411535977583,12796.68630606537
41118547010497,41,2002,2012,10,pn,conus_spdep,83.05529022216797,64.78730773925781,15.331158638000488,2976.10986328125,16661.16796875,89.71130680017055,2399.4411535977583,12796.68630606537
41118547010497,41,2002,2012,10,pn,conus_climate,83.04167175292969,64.77340698242188,15.331547737121582,3018.95654296875,16860.259765625,89.71130680017055,2399.4411535977583,12796.68630606537
22828631010497,41,2007,2017,10,pn,fvs_base,90.50405883789062,96.1875,13.134424209594727,3175.98974609375,17822.537109375,99.88232297563574,2035.039239470128,10283.270366423996
22828631010497,41,2007,2017,10,pn,fvs_regional,89.46419525146484,94.18424224853516,13.196895599365234,3143.376953125,17662.005859375,99.88232297563574,2035.039239470128,10283.270366423996
22828631010497,41,2007,2017,10,pn,organon,75.6544418334961,81.21057891845703,13.069145202636719,2406.805419921875,13489.4501953125,99.88232297563574,2035.039239470128,10283.270366423996
22828631010497,41,2007,2017,10,pn,conus_spdep,75.87532806396484,81.266357421875,13.083720207214355,2699.317626953125,15251.927734375,99.88232297563574,2035.039239470128,10283.270366423996
22828631010497,41,2007,2017,10,pn,conus_climate,75.66429138183594,81.22880554199219,13.068527221679688,2664.607177734375,15006.5,99.88232297563574,2035.039239470128,10283.270366423996
41119734010497,41,2005,2015,10,pn,fvs_base,69.55070495605469,172.12417602539062,8.607282638549805,2378.062255859375,12054.328125,80.15024780744254,1609.413762933018,4065.5391979025976
41119734010497,41,2005,2015,10,pn,fvs_regional,65.38691711425781,160.68104553222656,8.637724876403809,2239.337890625,11336.8115234375,80.15024780744254,1609.413762933018,4065.5391979025976
41119734010497,41,2005,2015,10,pn,organon,59.56982421875,148.7589569091797,8.568557739257812,1862.0594482421875,9353.537109375,80.15024780744254,1609.413762933018,4065.5391979025976
41119734010497,41,2005,2015,10,pn,conus_spdep,59.59201431274414,148.80111694335938,8.568942070007324,2027.1375732421875,10269.634765625,80.15024780744254,1609.413762933018,4065.5391979025976
41119734010497,41,2005,2015,10,pn,conus_climate,59.59201431274414,148.80111694335938,8.568942070007324,2027.1375732421875,10269.634765625,80.15024780744254,1609.413762933018,4065.5391979025976
40220449010497,53,2010,2021,11,pn,fvs_base,262.9162902832031,106.50464630126953,21.274572372436523,5498.89208984375,28231.69140625,216.95361285693042,4464.007314006966,25824.639341437076
40220449010497,53,2010,2021,11,pn,fvs_regional,262.02349853515625,106.04127502441406,21.28476905822754,5480.97265625,28141.763671875,216.95361285693042,4464.007314006966,25824.639341437076
40220449010497,53,2010,2021,11,pn,organon,202.35791015625,80.00476837158203,21.534683227539062,4084.0625,20745.767578125,216.95361285693042,4464.007314006966,25824.639341437076
40220449010497,53,2010,2021,11,pn,conus_spdep,202.43988037109375,80.04345703125,21.53384017944336,4692.779296875,25219.84375,216.95361285693042,4464.007314006966,25824.639341437076
40220449010497,53,2010,2021,11,pn,conus_climate,202.3455047607422,79.99651336669922,21.535131454467773,4075.978759765625,20710.4921875,216.95361285693042,4464.007314006966,25824.639341437076
48206131010497,41,2011,2022,11,pn,fvs_base,47.89488220214844,47.552181243896484,13.589253425598145,962.5847778320312,4390.12646484375,40.47086190108595,397.92358264935007,1344.2042410010858
48206131010497,41,2011,2022,11,pn,fvs_regional,47.91424560546875,47.57364273071289,13.588934898376465,963.0035400390625,4392.0498046875,40.47086190108595,397.92358264935007,1344.2042410010858
48206131010497,41,2011,2022,11,pn,organon,39.05755615234375,38.13357925415039,13.703609466552734,674.9822998046875,3417.163330078125,40.47086190108595,397.92358264935007,1344.2042410010858
48206131010497,41,2011,2022,11,pn,conus_spdep,39.0605583190918,38.13396453857422,13.704070091247559,825.9740600585938,3788.740234375,40.47086190108595,397.92358264935007,1344.2042410010858
48206131010497,41,2011,2022,11,pn,conus_climate,39.05758285522461,38.133609771728516,13.703609466552734,674.9827880859375,3417.165771484375,40.47086190108595,397.92358264935007,1344.2042410010858
22399222010497,53,2006,2016,10,pn,fvs_base,112.1015625,181.52194213867188,10.640877723693848,4640.123046875,24949.541015625,,,
22399222010497,53,2006,2016,10,pn,fvs_regional,108.46034240722656,174.6168212890625,10.671578407287598,4487.8193359375,24153.80859375,,,
22399222010497,53,2006,2016,10,pn,organon,96.96807098388672,157.3798370361328,10.628599166870117,3804.159423828125,20295.28125,,,
22399222010497,53,2006,2016,10,pn,conus_spdep,97.04634094238281,157.41510009765625,10.63170051574707,4026.872314453125,21696.462890625,,,
22399222010497,53,2006,2016,10,pn,conus_climate,97.06529998779297,157.4689483642578,10.630921363830566,3999.05908203125,21517.03125,,,
22932014010497,41,2008,2018,10,pn,fvs_base,130.08251953125,101.55139923095703,15.325085639953613,2952.150146484375,15135.8427734375,121.66991689085805,2748.098867432358,12732.011469280982
22932014010497,41,2008,2018,10,pn,fvs_regional,129.35760498046875,100.82251739501953,15.33746337890625,2936.7197265625,15059.619140625,121.66991689085805,2748.098867432358,12732.011469280982
22932014010497,41,2008,2018,10,pn,organon,108.01953887939453,85.19400787353516,15.2469482421875,1833.316650390625,8707.333984375,121.66991689085805,2748.098867432358,12732.011469280982
22932014010497,41,2008,2018,10,pn,conus_spdep,108.0413818359375,85.21759033203125,15.246379852294922,2269.177978515625,11248.017578125,121.66991689085805,2748.098867432358,12732.011469280982
22932014010497,41,2008,2018,10,pn,conus_climate,108.00938415527344,85.17964172363281,15.247516632080078,1847.787841796875,8788.0048828125,121.66991689085805,2748.098867432358,12732.011469280982
22399107010497,53,2006,2016,10,pn,fvs_base,142.6730499267578,215.4288787841797,11.019329071044922,5827.5546875,32493.34765625,122.95832560851363,3085.017079720594,15221.154785710056
22399107010497,53,2006,2016,10,pn,fvs_regional,138.08200073242188,205.8102264404297,11.09101676940918,5647.35888671875,31522.658203125,122.95832560851363,3085.017079720594,15221.154785710056
22399107010497,53,2006,2016,10,pn,organon,93.46602630615234,135.9644775390625,11.226656913757324,3620.0224609375,20502.255859375,122.95832560851363,3085.017079720594,15221.154785710056
22399107010497,53,2006,2016,10,pn,conus_spdep,93.47837829589844,135.9664764404297,11.227317810058594,3727.91162109375,21143.36328125,122.95832560851363,3085.017079720594,15221.154785710056
22399107010497,53,2006,2016,10,pn,conus_climate,93.50312042236328,136.02914428710938,11.226216316223145,3645.152587890625,20638.625,122.95832560851363,3085.017079720594,15221.154785710056
8623431010901,53,2006,2016,10,pn,fvs_base,112.33052825927734,265.8706359863281,8.801365852355957,1975.936767578125,9696.0791015625,,,
8623431010901,53,2006,2016,10,pn,fvs_regional,111.73941040039062,264.24420166015625,8.80514907836914,1964.6072998046875,9637.193359375,,,
8623431010901,53,2006,2016,10,pn,organon,84.3736572265625,194.22972106933594,8.924457550048828,1340.95751953125,6412.81787109375,,,
8623431010901,53,2006,2016,10,pn,conus_spdep,84.46894073486328,194.33609008789062,8.92705249786377,1674.6905517578125,8423.396484375,,,
