PLOT,STATE,MEASYEAR1,MEASYEAR2,PERIOD_YR,variant,config,BA_PRED,TPA_PRED,QMD_PRED,MCuFt_PRED,BdFt_PRED,BA_OBS,MCuFt_OBS,BdFt_OBS
55912737010538,33,2003,2009,6,ne,full_dg_hg_organon_crw,59.393062591552734,82.84442901611328,11.464959144592285,1608.6116943359375,5454.9619140625,46.16471158569101,1078.159348085848,4509.531705027928
55912737010538,33,2003,2009,6,ne,full_dg_hg_clim_crw,59.39168167114258,82.84443664550781,11.464824676513672,1582.525634765625,5391.75146484375,46.16471158569101,1078.159348085848,4509.531705027928
55912737010538,33,2003,2009,6,ne,hg_organon_crw,59.393062591552734,82.84442901611328,11.464959144592285,1608.6116943359375,5454.9619140625,46.16471158569101,1078.159348085848,4509.531705027928
70385997010538,23,2005,2010,5,ne,dg_only,65.97330474853516,106.8071517944336,10.641925811767578,1429.4078369140625,6028.05615234375,153.35284301297597,1210.38067526897,3436.3583441613564
70385997010538,23,2005,2010,5,ne,dg_hg_organon,65.96764373779297,106.80719757080078,10.64146614074707,1504.7774658203125,6434.84619140625,153.35284301297597,1210.38067526897,3436.3583441613564
70385997010538,23,2005,2010,5,ne,dg_hg_clim,65.97032928466797,106.80712127685547,10.64168643951416,1432.30859375,6027.7861328125,153.35284301297597,1210.38067526897,3436.3583441613564
70385997010538,23,2005,2010,5,ne,full_dg_hg_organon_crw,65.96764373779297,106.80719757080078,10.64146614074707,1504.7774658203125,6434.84619140625,153.35284301297597,1210.38067526897,3436.3583441613564
70385997010538,23,2005,2010,5,ne,full_dg_hg_clim_crw,65.97032928466797,106.80712127685547,10.64168643951416,1432.30859375,6027.7861328125,153.35284301297597,1210.38067526897,3436.3583441613564
70385997010538,23,2005,2010,5,ne,hg_organon_crw,65.96764373779297,106.80719757080078,10.64146614074707,1504.7774658203125,6434.84619140625,153.35284301297597,1210.38067526897,3436.3583441613564
145021783010661,36,2009,2014,5,ne,dg_only,179.57821655273438,175.29852294921875,13.704841613769531,7245.72021484375,38346.71875,213.7598968677679,6371.063952483216,22714.956809761698
145021783010661,36,2009,2014,5,ne,dg_hg_organon,179.57815551757812,175.1726837158203,13.709759712219238,7323.41845703125,38819.5703125,213.7598968677679,6371.063952483216,22714.956809761698
145021783010661,36,2009,2014,5,ne,dg_hg_clim,179.57809448242188,175.13600158691406,13.71119499206543,7295.7314453125,38655.609375,213.7598968677679,6371.063952483216,22714.956809761698
145021783010661,36,2009,2014,5,ne,full_dg_hg_organon_crw,179.57815551757812,175.1726837158203,13.709759712219238,7323.41845703125,38819.5703125,213.7598968677679,6371.063952483216,22714.956809761698
145021783010661,36,2009,2014,5,ne,full_dg_hg_clim_crw,179.57809448242188,175.13600158691406,13.71119499206543,7295.7314453125,38655.609375,213.7598968677679,6371.063952483216,22714.956809761698
145021783010661,36,2009,2014,5,ne,hg_organon_crw,179.57815551757812,175.1726837158203,13.709759712219238,7323.41845703125,38819.5703125,213.7598968677679,6371.063952483216,22714.956809761698
375840604489998,42,2017,2024,7,ne,hg_organon_crw,89.00384521484375,231.8646697998047,8.389252662658691,2143.23095703125,2449.625,,,
65314259010538,24,2005,2010,5,ne,hg_organon_crw,195.27359008789062,121.25806427001953,17.183147430419922,8562.8056640625,51406.12890625,98.21238569439679,3150.189562793614,19091.3695921633
68318225010538,42,2005,2010,5,ne,hg_organon_crw,102.3298110961914,172.41665649414062,10.431526184082031,3369.605712890625,11844.7412109375,104.57647690985813,2555.29955321451,7949.07092351086
247056846010661,23,2012,2017,5,ne,dg_only,83.12971496582031,219.3395538330078,8.335967063903809,1582.0025634765625,4297.64990234375,107.87401594970616,1383.589625896248,3685.323884113536
247056846010661,23,2012,2017,5,ne,dg_hg_organon,83.12647247314453,219.33973693847656,8.335799217224121,1612.131103515625,4393.431640625,107.87401594970616,1383.589625896248,3685.323884113536
247056846010661,23,2012,2017,5,ne,dg_hg_clim,83.1316909790039,219.33963012695312,8.336064338684082,1579.6663818359375,4297.8310546875,107.87401594970616,1383.589625896248,3685.323884113536
247056846010661,23,2012,2017,5,ne,full_dg_hg_organon_crw,83.12647247314453,219.33973693847656,8.335799217224121,1612.131103515625,4393.431640625,107.87401594970616,1383.589625896248,3685.323884113536
247056846010661,23,2012,2017,5,ne,full_dg_hg_clim_crw,83.1316909790039,219.33963012695312,8.336064338684082,1579.6663818359375,4297.8310546875,107.87401594970616,1383.589625896248,3685.323884113536
247056846010661,23,2012,2017,5,ne,hg_organon_crw,83.12647247314453,219.33973693847656,8.335799217224121,1612.131103515625,4393.431640625,107.87401594970616,1383.589625896248,3685.323884113536
53942327010538,36,2004,2009,5,ne,dg_only,196.51914978027344,334.3028259277344,10.381702423095703,6160.34521484375,22621.39453125,211.975530788419,6567.120685561564,16180.564665566531
53942327010538,36,2004,2009,5,ne,dg_hg_organon,196.54498291015625,334.1539001464844,10.384708404541016,6241.5908203125,22868.05859375,211.975530788419,6567.120685561564,16180.564665566531
53942327010538,36,2004,2009,5,ne,dg_hg_clim,196.51918029785156,334.30328369140625,10.381695747375488,6160.556640625,22621.37890625,211.975530788419,6567.120685561564,16180.564665566531
53942327010538,36,2004,2009,5,ne,full_dg_hg_organon_crw,196.54498291015625,334.1539001464844,10.384708404541016,6241.5908203125,22868.05859375,211.975530788419,6567.120685561564,16180.564665566531
53942327010538,36,2004,2009,5,ne,full_dg_hg_clim_crw,196.51918029785156,334.30328369140625,10.381695747375488,6160.556640625,22621.37890625,211.975530788419,6567.120685561564,16180.564665566531
53942327010538,36,2004,2009,5,ne,hg_organon_crw,196.54498291015625,334.1539001464844,10.384708404541016,6241.5908203125,22868.05859375,211.975530788419,6567.120685561564,16180.564665566531
451063741489998,23,2018,2023,5,ne,dg_only,152.07028198242188,415.4191589355469,8.192479133605957,2835.3583984375,6030.154296875,165.46504048833114,2505.582302693904,4427.050821914696
451063741489998,23,2018,2023,5,ne,dg_hg_organon,152.05812072753906,415.419189453125,8.192147254943848,2931.4482421875,6239.255859375,165.46504048833114,2505.582302693904,4427.050821914696
451063741489998,23,2018,2023,5,ne,dg_hg_clim,152.07064819335938,415.41925048828125,8.192483901977539,2832.609375,6030.18212890625,165.46504048833114,2505.582302693904,4427.050821914696
451063741489998,23,2018,2023,5,ne,full_dg_hg_organon_crw,152.05812072753906,415.419189453125,8.192147254943848,2931.4482421875,6239.255859375,165.46504048833114,2505.582302693904,4427.050821914696
