PLOT,STATE,MEASYEAR1,MEASYEAR2,PERIOD_YR,variant,config,BA_PRED,TPA_PRED,QMD_PRED,MCuFt_PRED,BdFt_PRED,BA_OBS
29395410010497,41,2008,2018,10,pn,default,245.64517211914062,139.65371704101562,17.9582576751709,8547.48046875,49994.921875,264.84757851880437
29395410010497,41,2008,2018,10,pn,calibrated,245.1945037841797,139.55616760253906,17.94804573059082,8529.974609375,49893.07421875,264.84757851880437
29395410010497,41,2008,2018,10,pn,hg_bayes,245.64517211914062,139.65371704101562,17.9582576751709,9512.5185546875,56514.125,264.84757851880437
29395410010497,41,2008,2018,10,pn,hg_organon,245.64517211914062,139.65371704101562,17.9582576751709,9512.5185546875,56514.125,264.84757851880437
29395410010497,41,2008,2018,10,pn,hg_conus_sp,245.64517211914062,139.65371704101562,17.9582576751709,9025.4306640625,53414.46484375,264.84757851880437
29395410010497,41,2008,2018,10,pn,hg_conus_clim,245.64517211914062,139.65371704101562,17.9582576751709,9023.6181640625,53351.875,264.84757851880437
41118547010497,41,2002,2012,10,pn,default,118.44013977050781,94.60939025878906,15.150213241577148,4368.619140625,24512.791015625,89.71130680017055
41118547010497,41,2002,2012,10,pn,calibrated,117.93511962890625,94.08208465576172,15.160181999206543,4350.75927734375,24413.666015625,89.71130680017055
41118547010497,41,2002,2012,10,pn,hg_bayes,118.51608276367188,94.60926818847656,15.155077934265137,4830.0927734375,27449.916015625,89.71130680017055
41118547010497,41,2002,2012,10,pn,hg_organon,118.51608276367188,94.60926818847656,15.155077934265137,4830.0927734375,27449.916015625,89.71130680017055
41118547010497,41,2002,2012,10,pn,hg_conus_sp,118.44004821777344,94.60938262939453,15.150205612182617,4303.22216796875,24044.728515625,89.71130680017055
41118547010497,41,2002,2012,10,pn,hg_conus_clim,118.46012878417969,94.6093521118164,15.151491165161133,4366.92138671875,24507.048828125,89.71130680017055
22828631010497,41,2007,2017,10,pn,default,90.50405883789062,96.1875,13.134424209594727,3175.98974609375,17822.537109375,99.88232297563574
22828631010497,41,2007,2017,10,pn,calibrated,89.46419525146484,94.18424224853516,13.196895599365234,3143.376953125,17662.005859375,99.88232297563574
22828631010497,41,2007,2017,10,pn,hg_bayes,90.52008056640625,96.18833923339844,13.135528564453125,3401.337158203125,19177.3046875,99.88232297563574
22828631010497,41,2007,2017,10,pn,hg_organon,90.52008056640625,96.18833923339844,13.135528564453125,3401.337158203125,19177.3046875,99.88232297563574
22828631010497,41,2007,2017,10,pn,hg_conus_sp,90.5206298828125,96.18833923339844,13.135568618774414,3175.01416015625,17766.078125,99.88232297563574
22828631010497,41,2007,2017,10,pn,hg_conus_clim,90.52066040039062,96.18833923339844,13.13556957244873,3184.46484375,17860.982421875,99.88232297563574
41119734010497,41,2005,2015,10,pn,default,69.55070495605469,172.12417602539062,8.607282638549805,2378.062255859375,12054.328125,80.15024780744254
41119734010497,41,2005,2015,10,pn,calibrated,65.38691711425781,160.68104553222656,8.637724876403809,2239.337890625,11336.8115234375,80.15024780744254
41119734010497,41,2005,2015,10,pn,hg_bayes,69.55070495605469,172.12417602539062,8.607282638549805,2543.1630859375,13065.453125,80.15024780744254
41119734010497,41,2005,2015,10,pn,hg_organon,69.55070495605469,172.12417602539062,8.607282638549805,2543.1630859375,13065.453125,80.15024780744254
41119734010497,41,2005,2015,10,pn,hg_conus_sp,69.55070495605469,172.12417602539062,8.607282638549805,2378.062255859375,12054.328125,80.15024780744254
41119734010497,41,2005,2015,10,pn,hg_conus_clim,69.55070495605469,172.12417602539062,8.607282638549805,2378.062255859375,12054.328125,80.15024780744254
40220449010497,53,2010,2021,11,pn,default,262.9162902832031,106.50464630126953,21.274572372436523,5498.89208984375,28231.69140625,216.95361285693042
40220449010497,53,2010,2021,11,pn,calibrated,262.02349853515625,106.04127502441406,21.28476905822754,5480.97265625,28141.763671875,216.95361285693042
40220449010497,53,2010,2021,11,pn,hg_bayes,262.9162902832031,106.50464630126953,21.274572372436523,6919.96826171875,38083.49609375,216.95361285693042
40220449010497,53,2010,2021,11,pn,hg_organon,262.9162902832031,106.50464630126953,21.274572372436523,6919.96826171875,38083.49609375,216.95361285693042
40220449010497,53,2010,2021,11,pn,hg_conus_sp,262.9162902832031,106.50464630126953,21.274572372436523,6189.97509765625,33367.9453125,216.95361285693042
40220449010497,53,2010,2021,11,pn,hg_conus_clim,262.9162902832031,106.50464630126953,21.274572372436523,6094.96337890625,32757.833984375,216.95361285693042
48206131010497,41,2011,2022,11,pn,default,47.89488220214844,47.552181243896484,13.589253425598145,962.5847778320312,4390.12646484375,40.47086190108595
48206131010497,41,2011,2022,11,pn,calibrated,47.91424560546875,47.57364273071289,13.588934898376465,963.0035400390625,4392.0498046875,40.47086190108595
48206131010497,41,2011,2022,11,pn,hg_bayes,47.89488220214844,47.552181243896484,13.589253425598145,1027.9638671875,4721.11572265625,40.47086190108595
48206131010497,41,2011,2022,11,pn,hg_organon,47.89488220214844,47.552181243896484,13.589253425598145,1027.9638671875,4721.11572265625,40.47086190108595
48206131010497,41,2011,2022,11,pn,hg_conus_sp,47.89488220214844,47.552181243896484,13.589253425598145,1010.6636962890625,4604.0810546875,40.47086190108595
48206131010497,41,2011,2022,11,pn,hg_conus_clim,47.89488220214844,47.552181243896484,13.589253425598145,1010.39599609375,4600.06591796875,40.47086190108595
22399222010497,53,2006,2016,10,pn,default,112.1015625,181.52194213867188,10.640877723693848,4640.123046875,24949.541015625,
22399222010497,53,2006,2016,10,pn,calibrated,108.46034240722656,174.6168212890625,10.671578407287598,4487.8193359375,24153.80859375,
22399222010497,53,2006,2016,10,pn,hg_bayes,112.2601318359375,181.54129028320312,10.647833824157715,4977.16748046875,26893.326171875,
22399222010497,53,2006,2016,10,pn,hg_organon,112.2601318359375,181.54129028320312,10.647833824157715,4977.16748046875,26893.326171875,
22399222010497,53,2006,2016,10,pn,hg_conus_sp,112.1015625,181.52194213867188,10.640877723693848,4679.06787109375,25193.73828125,
22399222010497,53,2006,2016,10,pn,hg_conus_clim,112.1015625,181.52194213867188,10.640877723693848,4659.18896484375,25068.701171875,
22932014010497,41,2008,2018,10,pn,default,130.08251953125,101.55139923095703,15.325085639953613,2952.150146484375,15135.8427734375,121.66991689085805
22932014010497,41,2008,2018,10,pn,calibrated,129.35760498046875,100.82251739501953,15.33746337890625,2936.7197265625,15059.619140625,121.66991689085805
22932014010497,41,2008,2018,10,pn,hg_bayes,130.0821075439453,101.55144500732422,15.325057983398438,3202.311767578125,16515.259765625,121.66991689085805
22932014010497,41,2008,2018,10,pn,hg_organon,130.0821075439453,101.55144500732422,15.325057983398438,3202.311767578125,16515.259765625,121.66991689085805
22932014010497,41,2008,2018,10,pn,hg_conus_sp,130.0824737548828,101.55139923095703,15.32508373260498,2847.663818359375,14361.3837890625,121.66991689085805
22932014010497,41,2008,2018,10,pn,hg_conus_clim,130.0823974609375,101.55144500732422,15.32507610321045,2869.91845703125,14546.146484375,121.66991689085805
22399107010497,53,2006,2016,10,pn,default,142.6730499267578,215.4288787841797,11.019329071044922,5827.5546875,32493.34765625,122.95832560851363
22399107010497,53,2006,2016,10,pn,calibrated,138.08200073242188,205.8102264404297,11.09101676940918,5647.35888671875,31522.658203125,122.95832560851363
22399107010497,53,2006,2016,10,pn,hg_bayes,142.68748474121094,215.42881774902344,11.019890785217285,6119.11669921875,34300.8359375,122.95832560851363
22399107010497,53,2006,2016,10,pn,hg_organon,142.68748474121094,215.42881774902344,11.019890785217285,6119.11669921875,34300.8359375,122.95832560851363
22399107010497,53,2006,2016,10,pn,hg_conus_sp,142.67300415039062,215.4288787841797,11.019327163696289,5839.94091796875,32641.3515625,122.95832560851363
22399107010497,53,2006,2016,10,pn,hg_conus_clim,142.6730499267578,215.4288787841797,11.019329071044922,5902.7197265625,32977.82421875,122.95832560851363
8623431010901,53,2006,2016,10,pn,default,112.33052825927734,265.8706359863281,8.801365852355957,1975.936767578125,9696.0791015625,
8623431010901,53,2006,2016,10,pn,calibrated,111.73941040039062,264.24420166015625,8.80514907836914,1964.6072998046875,9637.193359375,
8623431010901,53,2006,2016,10,pn,hg_bayes,112.33052825927734,265.8706359863281,8.801365852355957,2410.136474609375,12459.15625,
8623431010901,53,2006,2016,10,pn,hg_organon,112.33052825927734,265.8706359863281,8.801365852355957,2410.136474609375,12459.15625,
8623431010901,53,2006,2016,10,pn,hg_conus_sp,112.33052825927734,265.8706359863281,8.801365852355957,2194.725341796875,11136.4638671875,
8623431010901,53,2006,2016,10,pn,hg_conus_clim,112.33052825927734,265.8706359863281,8.801365852355957,2127.4658203125,10698.640625,
41118789010497,41,2002,2012,10,pn,default,94.5971450805664,72.43675231933594,15.47375774383545,2959.249267578125,15830.0673828125,70.69893217743387
41118789010497,41,2002,2012,10,pn,calibrated,94.66168212890625,72.50065612792969,15.472212791442871,2961.325439453125,15840.8798828125,70.69893217743387
41118789010497,41,2002,2012,10,pn,hg_bayes,94.65084838867188,72.43919372558594,15.477892875671387,3144.326904296875,16920.4453125,70.69893217743387
41118789010497,41,2002,2012,10,pn,hg_organon,94.65084838867188,72.43919372558594,15.477892875671387,3144.326904296875,16920.4453125,70.69893217743387
41118789010497,41,2002,2012,10,pn,hg_conus_sp,94.63163757324219,72.43928527832031,15.476309776306152,3092.428955078125,16582.251953125,70.69893217743387
41118789010497,41,2002,2012,10,pn,hg_conus_clim,94.63163757324219,72.43928527832031,15.476309776306152,3085.248779296875,16542.76953125,70.69893217743387
41118390010497,41,2001,2011,10,pn,default,153.53311157226562,98.51725769042969,16.90367889404297,5371.11962890625,30774.873046875,
41118390010497,41,2001,2011,10,pn,calibrated,152.37210083007812,96.81688690185547,16.98687171936035,5342.54833984375,30635.916015625,
41118390010497,41,2001,2011,10,pn,hg_bayes,153.50048828125,98.51801300048828,16.901811599731445,5329.439453125,30404.990234375,
41118390010497,41,2001,2011,10,pn,hg_organon,153.50048828125,98.51801300048828,16.901811599731445,5329.439453125,30404.990234375,
41118390010497,41,2001,2011,10,pn,hg_conus_sp,153.50062561035156,98.51802062988281,16.901819229125977,5051.47412109375,28631.212890625,
41118390010497,41,2001,2011,10,pn,hg_conus_clim,153.5006103515625,98.51802062988281,16.901819229125977,5032.4423828125,28525.802734375,
41119464010497,41,2004,2014,10,pn,default,474.8283386230469,100.08389282226562,29.493236541748047,20114.1484375,139045.96875,466.1534451091422
41119464010497,41,2004,2014,10,pn,calibrated,473.43017578125,100.39186096191406,29.40457534790039,20049.9609375,138609.703125,466.1534451091422
41119464010497,41,2004,2014,10,pn,hg_bayes,474.8283386230469,100.08389282226562,29.493236541748047,21639.328125,150832.296875,466.1534451091422
41119464010497,41,2004,2014,10,pn,hg_organon,474.8283386230469,100.08389282226562,29.493236541748047,21639.328125,150832.296875,466.1534451091422
41119464010497,41,2004,2014,10,pn,hg_conus_sp,474.8283386230469,100.08389282226562,29.493236541748047,20492.853515625,142070.3125,466.1534451091422
41119464010497,41,2004,2014,10,pn,hg_conus_clim,474.8283386230469,100.08389282226562,29.493236541748047,20612.98828125,143043.765625,466.1534451091422
24919128010900,41,2004,2014,10,pn,default,186.52813720703125,245.4983673095703,11.802774429321289,4263.9658203125,20830.8359375,110.67956975568316
24919128010900,41,2004,2014,10,pn,calibrated,185.58074951171875,243.7035369873047,11.81603717803955,4244.4951171875,20729.32421875,110.67956975568316
24919128010900,41,2004,2014,10,pn,hg_bayes,186.58299255371094,245.4971923828125,11.804535865783691,4911.89501953125,24791.232421875,110.67956975568316
24919128010900,41,2004,2014,10,pn,hg_organon,186.58299255371094,245.4971923828125,11.804535865783691,4911.89501953125,24791.232421875,110.67956975568316
24919128010900,41,2004,2014,10,pn,hg_conus_sp,186.58299255371094,245.4971923828125,11.804535865783691,4376.6943359375,21488.98828125,110.67956975568316
24919128010900,41,2004,2014,10,pn,hg_conus_clim,186.58299255371094,245.4971923828125,11.804535865783691,4282.439453125,21073.833984375,110.67956975568316
8616160010901,53,2006,2016,10,pn,default,75.09001922607422,32.500362396240234,20.581798553466797,2655.875,16543.23828125,83.6310562357862
8616160010901,53,2006,2016,10,pn,calibrated,74.98199462890625,32.50469207763672,20.56562042236328,2652.428466796875,16520.9296875,83.6310562357862
8616160010901,53,2006,2016,10,pn,hg_bayes,75.08973693847656,32.500362396240234,20.58176040649414,2945.0986328125,18705.03515625,83.6310562357862
8616160010901,53,2006,2016,10,pn,hg_organon,75.08973693847656,32.500362396240234,20.58176040649414,2945.0986328125,18705.03515625,83.6310562357862
