PLOT,STATE,MEASYEAR1,MEASYEAR2,PERIOD_YR,variant,model,BA_PRED,TPA_PRED,QMD_PRED,MCuFt_PRED,BdFt_PRED,BA_OBS,MCuFt_OBS,BdFt_OBS
169112107010661,50,2010,2015,5,ne,fvs_base,92.27647399902344,196.14346313476562,9.287416458129883,2123.472412109375,6102.1865234375,112.16080044408272,1941.8231515930281,6258.392819445464
169112107010661,50,2010,2015,5,ne,fvs_regional,91.70231628417969,193.67868041992188,9.3172025680542,2114.19921875,6095.95068359375,112.16080044408272,1941.8231515930281,6258.392819445464
169112107010661,50,2010,2015,5,ne,organon,83.05657196044922,178.54440307617188,9.235280990600586,1984.847412109375,5982.22705078125,112.16080044408272,1941.8231515930281,6258.392819445464
169112107010661,50,2010,2015,5,ne,conus_spdep,82.63298797607422,177.74765014648438,9.232324600219727,1914.3675537109375,5509.45068359375,112.16080044408272,1941.8231515930281,6258.392819445464
169112107010661,50,2010,2015,5,ne,conus_climate,82.58470153808594,177.77401733398438,9.2289400100708,1911.759521484375,5765.5537109375,112.16080044408272,1941.8231515930281,6258.392819445464
304030612489998,23,2016,2021,5,ne,fvs_base,26.245315551757812,89.00772857666016,7.352724552154541,370.1463623046875,156.33987426757812,68.59938966210701,254.735004544104,76.372205340472
304030612489998,23,2016,2021,5,ne,fvs_regional,26.193103790283203,88.80121612548828,7.353945255279541,369.6814270019531,156.3184356689453,68.59938966210701,254.735004544104,76.372205340472
304030612489998,23,2016,2021,5,ne,organon,24.822834014892578,84.28007507324219,7.348512649536133,372.845703125,139.22927856445312,68.59938966210701,254.735004544104,76.372205340472
304030612489998,23,2016,2021,5,ne,conus_spdep,24.81743621826172,84.26071166992188,7.3485589027404785,356.6435241699219,139.21524047851562,68.59938966210701,254.735004544104,76.372205340472
304030612489998,23,2016,2021,5,ne,conus_climate,24.815357208251953,84.25138092041016,7.348659038543701,350.2837829589844,139.21022033691406,68.59938966210701,254.735004544104,76.372205340472
55912737010538,33,2003,2009,6,ne,fvs_base,52.23318099975586,82.8489990234375,10.751420974731445,1380.5965576171875,4432.64013671875,46.16471158569101,1078.159348085848,4509.531705027928
55912737010538,33,2003,2009,6,ne,fvs_regional,52.366363525390625,83.30591583251953,10.735557556152344,1383.18603515625,4435.48193359375,46.16471158569101,1078.159348085848,4509.531705027928
55912737010538,33,2003,2009,6,ne,organon,43.05961990356445,66.5728530883789,10.889870643615723,1155.3868408203125,3876.34033203125,46.16471158569101,1078.159348085848,4509.531705027928
55912737010538,33,2003,2009,6,ne,conus_spdep,43.04903030395508,66.54625701904297,10.890708923339844,1136.1572265625,3912.5439453125,46.16471158569101,1078.159348085848,4509.531705027928
55912737010538,33,2003,2009,6,ne,conus_climate,43.05416488647461,66.55425262451172,10.890704154968262,1144.1138916015625,3988.18896484375,46.16471158569101,1078.159348085848,4509.531705027928
70385997010538,23,2005,2010,5,ne,fvs_base,63.2191047668457,106.80882263183594,10.417341232299805,1363.4432373046875,5998.0341796875,153.35284301297597,1210.38067526897,3436.3583441613564
70385997010538,23,2005,2010,5,ne,fvs_regional,63.170013427734375,106.64766693115234,10.421160697937012,1362.580078125,5995.8681640625,153.35284301297597,1210.38067526897,3436.3583441613564
70385997010538,23,2005,2010,5,ne,organon,60.55630111694336,100.36133575439453,10.517990112304688,1376.00634765625,6080.16650390625,153.35284301297597,1210.38067526897,3436.3583441613564
