scale,key,engine,scenario,year,total_TgC,total_lo,total_hi,mean_MgC_ha,n_plots
state,NM,default,reserve (no harvest),2030,25.343,20.287,31.671,5.96,1467
state,NM,default,reserve (no harvest),2055,71.695,56.792,90.303,15.63,1467
state,NM,default,reserve (no harvest),2080,119.488,97.951,143.845,25.85,1467
state,NM,default,reserve (no harvest),2105,157.226,124.314,192.565,34.06,1467
state,NM,default,reserve (no harvest),2125,176.266,142.35,213.759,38.28,1467
state,NM,default,managed (harvest),2030,25.343,19.34,32.629,5.96,1467
state,NM,default,managed (harvest),2055,59.215,48.684,74.536,12.69,1467
state,NM,default,managed (harvest),2080,77.888,62.668,94.547,16.67,1467
state,NM,default,managed (harvest),2105,77.333,65.743,93.104,16.68,1467
state,NM,default,managed (harvest),2125,65.936,54.924,83.046,14.34,1467
state,NV,default,reserve (no harvest),2030,2.074,1.331,2.904,2.07,731
state,NV,default,reserve (no harvest),2055,7.375,4.405,10.76,5.02,731
state,NV,default,reserve (no harvest),2080,12.937,8.064,20.51,7.91,731
state,NV,default,reserve (no harvest),2105,18.308,9.883,28.223,10.46,731
state,NV,default,reserve (no harvest),2125,21.607,11.807,32.298,12.13,731
state,NV,default,managed (harvest),2030,2.074,1.428,2.85,2.07,731
state,NV,default,managed (harvest),2055,6.433,3.568,9.787,4.08,731
state,NV,default,managed (harvest),2080,9.076,5.276,13.354,5.12,731
state,NV,default,managed (harvest),2105,10.328,5.542,17.725,5.34,731
state,NV,default,managed (harvest),2125,9.877,4.977,15.503,5.07,731
state,NY,default,reserve (no harvest),2030,325.791,292.953,355.322,53.41,1386
state,NY,default,reserve (no harvest),2055,687.317,627.93,752.412,114.89,1386
state,NY,default,reserve (no harvest),2080,954.709,866.887,1038.027,161.6,1386
state,NY,default,reserve (no harvest),2105,1146.155,1058.73,1250.869,196.13,1386
state,NY,default,reserve (no harvest),2125,1242.423,1135.506,1362.578,213.45,1386
state,NY,default,managed (harvest),2030,325.791,294.112,363.296,53.41,1386
state,NY,default,managed (harvest),2055,555.587,503.041,619.317,93.29,1386
state,NY,default,managed (harvest),2080,598.331,544.196,652.387,102.28,1386
state,NY,default,managed (harvest),2105,547.847,507.272,598.863,95.45,1386
state,NY,default,managed (harvest),2125,466.901,429.752,509.152,81.9,1386
state,OH,default,reserve (no harvest),2030,179.755,147.153,219.709,44.48,500
state,OH,default,reserve (no harvest),2055,400.277,333.049,465.99,104.69,500
state,OH,default,reserve (no harvest),2080,561.307,458.525,650.26,149.09,500
state,OH,default,reserve (no harvest),2105,664.608,574.359,767.347,178.93,500
state,OH,default,reserve (no harvest),2125,719.649,602.643,817.617,194.1,500
state,OH,default,managed (harvest),2030,179.755,146.77,217.741,44.48,500
state,OH,default,managed (harvest),2055,259.91,221.504,302.309,69.96,500
state,OH,default,managed (harvest),2080,217.981,184.262,252.21,59.73,500
state,OH,default,managed (harvest),2105,151.066,121.072,177.615,42.95,500
state,OH,default,managed (harvest),2125,111.765,93.396,131.938,31.3,500
state,OK,default,reserve (no harvest),2030,127.473,111.445,146.58,45.58,646
state,OK,default,reserve (no harvest),2055,323.445,289.669,371.452,104.99,646
state,OK,default,reserve (no harvest),2080,461.868,396.999,520.225,147.32,646
state,OK,default,reserve (no harvest),2105,540.736,466.191,611.034,172.45,646
state,OK,default,reserve (no harvest),2125,578.809,514.806,657.316,184.51,646
state,OK,default,managed (harvest),2030,127.473,108.082,144.498,45.58,646
state,OK,default,managed (harvest),2055,251.447,219.908,286.734,79.25,646
state,OK,default,managed (harvest),2080,247.851,217.47,289.005,76.82,646
state,OK,default,managed (harvest),2105,186.782,158.567,214.487,58.57,646
state,OK,default,managed (harvest),2125,140.562,118.177,159.21,44.26,646
state,OR,default,reserve (no harvest),2030,208.57,186.085,234.719,33.99,2448
state,OR,default,reserve (no harvest),2055,640.638,560.866,711.657,92.5,2448
state,OR,default,reserve (no harvest),2080,1050.789,940.123,1159.08,148.17,2448
state,OR,default,reserve (no harvest),2105,1351.424,1198.966,1525.199,189.34,2448
state,OR,default,reserve (no harvest),2125,1523.882,1374.24,1753.882,213.05,2448
state,OR,default,managed (harvest),2030,208.57,186.189,230.048,33.99,2448
state,OR,default,managed (harvest),2055,462.608,411.304,536.92,63.49,2448
state,OR,default,managed (harvest),2080,477.895,424.602,541.656,64.97,2448
state,OR,default,managed (harvest),2105,370.623,326.741,428.742,50.69,2448
state,OR,default,managed (harvest),2125,290.012,253.066,333.426,39.79,2448
state,PA,default,reserve (no harvest),2030,337.221,298.633,371.225,49.64,1317
state,PA,default,reserve (no harvest),2055,757.471,691.28,826.87,111.05,1317
state,PA,default,reserve (no harvest),2080,1062.521,958.876,1156.643,156.43,1317
state,PA,default,reserve (no harvest),2105,1271.763,1163.427,1366.545,188.49,1317
state,PA,default,reserve (no harvest),2125,1376.604,1252.109,1503.218,204.74,1317
state,PA,default,managed (harvest),2030,337.221,309.413,366.789,49.64,1317
state,PA,default,managed (harvest),2055,577.421,531.523,629.086,84.54,1317
state,PA,default,managed (harvest),2080,574.172,520.824,624.986,84.79,1317
state,PA,default,managed (harvest),2105,476.851,438.949,514.166,71.58,1317
state,PA,default,managed (harvest),2125,378.01,343.634,409.492,57.25,1317
state,RI,default,reserve (no harvest),2030,10.897,3.539,21.858,40.25,39
state,RI,default,reserve (no harvest),2055,25.006,10.782,49.218,98.27,39
state,RI,default,reserve (no harvest),2080,36.724,14.956,69.699,140.32,39
state,RI,default,reserve (no harvest),2105,44.856,19.532,79.901,167.25,39
state,RI,default,reserve (no harvest),2125,48.64,24.686,87.394,179.79,39
state,RI,default,managed (harvest),2030,10.897,3.75,23.123,40.25,39
state,RI,default,managed (harvest),2055,20.109,9.179,40.456,80.18,39
state,RI,default,managed (harvest),2080,22.791,10.036,38.289,86.2,39
state,RI,default,managed (harvest),2105,20.681,9.186,40.197,74.4,39
state,RI,default,managed (harvest),2125,17.031,7.187,30.728,60.19,39
state,SC,default,reserve (no harvest),2030,237.736,201.9,276.091,51.27,1153
state,SC,default,reserve (no harvest),2055,495.919,430.272,561.147,107.89,1153
state,SC,default,reserve (no harvest),2080,657.807,576.066,743.403,143.73,1153
state,SC,default,reserve (no harvest),2105,743.341,662.187,831.102,162.91,1153
state,SC,default,reserve (no harvest),2125,783.039,686.673,882.463,171.76,1153
state,SC,default,managed (harvest),2030,237.736,204.844,279.609,51.27,1153
state,SC,default,managed (harvest),2055,356.89,314.238,399.965,77.9,1153
state,SC,default,managed (harvest),2080,310.066,274.706,347.902,68.19,1153
state,SC,default,managed (harvest),2105,214.298,188.17,247.229,47.5,1153
state,SC,default,managed (harvest),2125,153.983,133.053,172.823,34.22,1153
state,SD,default,reserve (no harvest),2030,7.659,5.329,10.485,24.81,181
state,SD,default,reserve (no harvest),2055,18.467,13.528,23.862,57.15,181
state,SD,default,reserve (no harvest),2080,27.15,21.081,34.919,84.76,181
state,SD,default,reserve (no harvest),2105,34.132,26.688,43.354,106.93,181
state,SD,default,reserve (no harvest),2125,37.761,29.07,48.402,118.07,181
state,SD,default,managed (harvest),2030,7.659,5.561,10.471,24.81,181
state,SD,default,managed (harvest),2055,11.162,8.091,14.26,33.47,181
state,SD,default,managed (harvest),2080,9.203,7.068,11.976,29.17,181
state,SD,default,managed (harvest),2105,7.415,5.493,9.465,23.53,181
state,SD,default,managed (harvest),2125,5.394,4.087,7.2,16.73,181
state,TN,default,reserve (no harvest),2030,325.945,293.813,362.454,47.56,1241
state,TN,default,reserve (no harvest),2055,633.674,574.937,684.391,101.47,1241
state,TN,default,reserve (no harvest),2080,875.521,780.589,977.783,144.24,1241
state,TN,default,reserve (no harvest),2105,1041.921,943.191,1168.866,172.28,1241
state,TN,default,reserve (no harvest),2125,1128.392,1037.37,1244.026,186.73,1241
state,TN,default,managed (harvest),2030,325.945,289.203,366.882,47.56,1241
state,TN,default,managed (harvest),2055,484.434,441.823,534.451,79.69,1241
state,TN,default,managed (harvest),2080,504.475,461.009,556.998,85.97,1241
state,TN,default,managed (harvest),2105,439.899,388.7,490.467,74.65,1241
state,TN,default,managed (harvest),2125,365.238,326.443,402.08,61.76,1241
state,TX,default,reserve (no harvest),2030,319.425,283.179,358.713,38.06,2578
state,TX,default,reserve (no harvest),2055,799.232,715.828,879.542,95.78,2578
state,TX,default,reserve (no harvest),2080,1182.3,1075.876,1305.346,148.29,2578
state,TX,default,reserve (no harvest),2105,1428.395,1298.046,1566.805,186.28,2578
state,TX,default,reserve (no harvest),2125,1540.129,1407.83,1674.925,204.78,2578
state,TX,default,managed (harvest),2030,319.425,277.743,362.383,38.06,2578
state,TX,default,managed (harvest),2055,556.829,511.988,605.595,66.89,2578
state,TX,default,managed (harvest),2080,517.336,473.232,573.887,68.64,2578
state,TX,default,managed (harvest),2105,371.468,331.134,407.199,54.61,2578
state,TX,default,managed (harvest),2125,260.704,233.974,285.157,40.18,2578
state,UT,default,reserve (no harvest),2030,33.002,26.584,39.923,9.38,1244
state,UT,default,reserve (no harvest),2055,65.321,56.025,75.4,17.82,1244
state,UT,default,reserve (no harvest),2080,95.788,83.444,111.07,25.63,1244
state,UT,default,reserve (no harvest),2105,123.041,107.023,140.221,32.42,1244
state,UT,default,reserve (no harvest),2125,142.661,125.531,160.666,37.12,1244
state,UT,default,managed (harvest),2030,33.002,25.801,39.341,9.38,1244
state,UT,default,managed (harvest),2055,48.712,42.775,55.132,13.1,1244
state,UT,default,managed (harvest),2080,54.664,47.42,62.438,14.32,1244
state,UT,default,managed (harvest),2105,54.408,47.491,62.116,13.9,1244
state,UT,default,managed (harvest),2125,52.126,46.103,59.613,13.02,1244
state,VA,default,reserve (no harvest),2030,345.41,298.48,390.537,47.48,1538
state,VA,default,reserve (no harvest),2055,683.207,591.676,781.034,100.73,1538
state,VA,default,reserve (no harvest),2080,925.507,814.071,1039.736,140.48,1538
state,VA,default,reserve (no harvest),2105,1082.413,940.345,1232.847,166.62,1538
state,VA,default,reserve (no harvest),2125,1168.663,1044.05,1333.092,180.57,1538
state,VA,default,managed (harvest),2030,345.41,298.72,390.439,47.48,1538
state,VA,default,managed (harvest),2055,514.712,449.404,580.312,77.57,1538
state,VA,default,managed (harvest),2080,505.931,445.176,567.731,79.49,1538
state,VA,default,managed (harvest),2105,416.054,370.049,466.191,66.85,1538
state,VA,default,managed (harvest),2125,340.042,303.723,374.531,54.73,1538
state,VT,default,reserve (no harvest),2030,98.756,86.334,114.547,54.5,573
state,VT,default,reserve (no harvest),2055,210.953,186.2,244.823,116.07,573
state,VT,default,reserve (no harvest),2080,296.637,261.193,330.925,164.08,573
state,VT,default,reserve (no harvest),2105,359.85,316.603,408.898,201.07,573
state,VT,default,reserve (no harvest),2125,392.386,343.804,437.679,219.81,573
state,VT,default,managed (harvest),2030,98.756,86.054,114.35,54.5,573
state,VT,default,managed (harvest),2055,170.314,147.74,195.857,93.64,573
state,VT,default,managed (harvest),2080,185.912,162.345,213.565,103.12,573
state,VT,default,managed (harvest),2105,172.621,149.748,194.739,97.67,573
state,VT,default,managed (harvest),2125,148.328,130.411,171.533,84.26,573
state,WA,default,reserve (no harvest),2030,185.906,136.261,254.195,33.4,1478
state,WA,default,reserve (no harvest),2055,561.82,432.465,734.449,86.91,1478
state,WA,default,reserve (no harvest),2080,913.597,754.143,1103.163,137.92,1478
state,WA,default,reserve (no harvest),2105,1187.226,978.102,1485.876,177.62,1478
state,WA,default,reserve (no harvest),2125,1347.973,1117.345,1604.094,200.69,1478
state,WA,default,managed (harvest),2030,185.906,147.548,244.511,33.4,1478
state,WA,default,managed (harvest),2055,422.663,338.704,530.932,61.92,1478
state,WA,default,managed (harvest),2080,458.043,382.689,555.119,66.59,1478
state,WA,default,managed (harvest),2105,388.93,315.868,482.615,56.52,1478
state,WA,default,managed (harvest),2125,316.845,243.746,373.822,45.78,1478
state,WI,default,reserve (no harvest),2030,414.46,384.291,444.149,58.91,2451
state,WI,default,reserve (no harvest),2055,844.185,799.901,888.026,119.0,2451
state,WI,default,reserve (no harvest),2080,1160.299,1089.914,1217.898,162.53,2451
state,WI,default,reserve (no harvest),2105,1373.87,1292.095,1439.799,192.65,2451
state,WI,default,reserve (no harvest),2125,1485.629,1407.716,1567.32,208.47,2451
state,WI,default,managed (harvest),2030,414.46,392.546,446.797,58.91,2451
state,WI,default,managed (harvest),2055,691.675,656.858,731.443,97.32,2451
state,WI,default,managed (harvest),2080,753.271,715.246,795.328,105.04,2451
state,WI,default,managed (harvest),2105,689.657,648.984,726.376,96.5,2451
state,WI,default,managed (harvest),2125,598.395,567.963,634.723,83.92,2451
state,WV,default,reserve (no harvest),2030,218.907,189.467,246.892,42.86,1241
state,WV,default,reserve (no harvest),2055,459.966,400.483,510.381,99.88,1241
state,WV,default,reserve (no harvest),2080,627.575,572.036,702.961,142.18,1241
state,WV,default,reserve (no harvest),2105,742.969,651.518,836.736,172.62,1241
state,WV,default,reserve (no harvest),2125,801.8,715.523,895.765,188.12,1241
state,WV,default,managed (harvest),2030,218.907,186.191,255.469,42.86,1241
state,WV,default,managed (harvest),2055,323.227,281.008,365.561,73.11,1241
state,WV,default,managed (harvest),2080,288.933,254.166,324.276,69.74,1241
state,WV,default,managed (harvest),2105,223.845,198.596,248.148,56.61,1241
state,WV,default,managed (harvest),2125,170.817,155.234,188.201,43.83,1241
state,WY,default,reserve (no harvest),2030,122.746,102.747,148.72,29.66,1452
state,WY,default,reserve (no harvest),2055,236.56,209.331,270.184,60.78,1452
state,WY,default,reserve (no harvest),2080,335.648,302.551,375.965,88.42,1452
state,WY,default,reserve (no harvest),2105,411.114,370.614,460.539,110.16,1452
state,WY,default,reserve (no harvest),2125,454.709,413.816,512.16,122.73,1452
state,WY,default,managed (harvest),2030,122.746,99.301,154.87,29.66,1452
state,WY,default,managed (harvest),2055,108.468,95.762,121.381,29.63,1452
state,WY,default,managed (harvest),2080,93.206,83.478,105.227,26.03,1452
state,WY,default,managed (harvest),2105,70.411,63.814,77.335,20.34,1452
state,WY,default,managed (harvest),2125,54.659,49.319,59.493,15.78,1452
forest_type,Alder/maple,default,reserve (no harvest),2030,18.023,9.111,28.695,61.82,47
forest_type,Alder/maple,default,reserve (no harvest),2055,59.255,31.888,89.849,213.67,47
forest_type,Alder/maple,default,reserve (no harvest),2080,104.382,60.105,153.251,344.73,47
forest_type,Alder/maple,default,reserve (no harvest),2105,139.129,78.54,205.72,428.42,47
forest_type,Alder/maple,default,reserve (no harvest),2125,159.254,85.303,239.223,469.21,47
forest_type,Alder/maple,default,managed (harvest),2030,18.023,9.309,27.55,61.82,47
forest_type,Alder/maple,default,managed (harvest),2055,45.324,26.492,65.803,163.94,47
forest_type,Alder/maple,default,managed (harvest),2080,55.645,29.592,89.406,164.89,47
forest_type,Alder/maple,default,managed (harvest),2105,48.075,25.255,74.749,120.36,47
forest_type,Alder/maple,default,managed (harvest),2125,38.983,19.562,65.679,86.61,47
forest_type,Aspen/birch,default,reserve (no harvest),2030,484.769,446.309,522.867,65.82,2570
forest_type,Aspen/birch,default,reserve (no harvest),2055,992.339,917.584,1058.213,130.8,2570
forest_type,Aspen/birch,default,reserve (no harvest),2080,1371.548,1275.105,1461.676,178.84,2570
forest_type,Aspen/birch,default,reserve (no harvest),2105,1617.528,1521.508,1712.203,210.18,2570
forest_type,Aspen/birch,default,reserve (no harvest),2125,1741.336,1629.556,1861.167,225.99,2570
forest_type,Aspen/birch,default,managed (harvest),2030,484.769,447.866,524.955,65.82,2570
forest_type,Aspen/birch,default,managed (harvest),2055,786.908,729.583,856.803,102.71,2570
forest_type,Aspen/birch,default,managed (harvest),2080,834.602,775.126,898.355,107.9,2570
forest_type,Aspen/birch,default,managed (harvest),2105,728.702,680.84,793.15,94.33,2570
forest_type,Aspen/birch,default,managed (harvest),2125,607.096,557.923,653.261,78.86,2570
forest_type,California mixed conifer,default,reserve (no harvest),2030,53.964,46.738,62.655,35.77,539
forest_type,California mixed conifer,default,reserve (no harvest),2055,213.366,183.056,242.392,122.04,539
forest_type,California mixed conifer,default,reserve (no harvest),2080,383.408,338.163,441.743,210.36,539
forest_type,California mixed conifer,default,reserve (no harvest),2105,507.415,436.165,584.265,275.67,539
forest_type,California mixed conifer,default,reserve (no harvest),2125,580.604,500.046,668.048,315.3,539
forest_type,California mixed conifer,default,managed (harvest),2030,53.964,46.327,62.131,35.77,539
forest_type,California mixed conifer,default,managed (harvest),2055,159.774,137.202,189.714,86.52,539
forest_type,California mixed conifer,default,managed (harvest),2080,171.146,148.004,204.152,88.93,539
forest_type,California mixed conifer,default,managed (harvest),2105,125.266,105.011,142.001,66.04,539
forest_type,California mixed conifer,default,managed (harvest),2125,98.997,86.996,111.971,53.27,539
forest_type,Douglas-fir,default,reserve (no harvest),2030,236.603,217.245,259.837,27.54,2677
forest_type,Douglas-fir,default,reserve (no harvest),2055,735.138,676.429,810.203,75.42,2677
forest_type,Douglas-fir,default,reserve (no harvest),2080,1215.189,1092.688,1340.109,121.53,2677
forest_type,Douglas-fir,default,reserve (no harvest),2105,1601.66,1443.003,1779.626,158.66,2677
forest_type,Douglas-fir,default,reserve (no harvest),2125,1838.385,1651.646,2041.184,181.62,2677
forest_type,Douglas-fir,default,managed (harvest),2030,236.603,213.798,257.986,27.54,2677
forest_type,Douglas-fir,default,managed (harvest),2055,537.114,483.737,622.661,52.62,2677
forest_type,Douglas-fir,default,managed (harvest),2080,569.378,507.527,650.176,55.01,2677
forest_type,Douglas-fir,default,managed (harvest),2105,486.283,436.78,556.129,46.95,2677
forest_type,Douglas-fir,default,managed (harvest),2125,404.95,362.298,459.019,39.34,2677
forest_type,Elm/ash/cottonwood,default,reserve (no harvest),2030,361.667,316.995,415.091,44.85,1710
forest_type,Elm/ash/cottonwood,default,reserve (no harvest),2055,775.765,699.12,876.9,95.59,1710
forest_type,Elm/ash/cottonwood,default,reserve (no harvest),2080,1058.184,953.238,1181.493,130.54,1710
forest_type,Elm/ash/cottonwood,default,reserve (no harvest),2105,1217.766,1089.195,1323.515,151.65,1710
forest_type,Elm/ash/cottonwood,default,reserve (no harvest),2125,1297.925,1164.613,1437.854,162.38,1710
forest_type,Elm/ash/cottonwood,default,managed (harvest),2030,361.667,311.372,408.265,44.85,1710
forest_type,Elm/ash/cottonwood,default,managed (harvest),2055,588.919,526.833,649.43,73.6,1710
forest_type,Elm/ash/cottonwood,default,managed (harvest),2080,573.053,521.039,636.558,72.74,1710
forest_type,Elm/ash/cottonwood,default,managed (harvest),2105,450.29,409.486,497.397,59.25,1710
forest_type,Elm/ash/cottonwood,default,managed (harvest),2125,360.16,324.341,400.296,48.18,1710
forest_type,Exotic hardwoods,default,reserve (no harvest),2030,10.297,7.158,15.061,10.34,856
forest_type,Exotic hardwoods,default,reserve (no harvest),2055,36.023,25.647,48.921,34.6,856
forest_type,Exotic hardwoods,default,reserve (no harvest),2080,67.844,51.804,87.487,65.93,856
forest_type,Exotic hardwoods,default,reserve (no harvest),2105,97.767,73.225,124.741,93.64,856
forest_type,Exotic hardwoods,default,reserve (no harvest),2125,114.353,82.569,151.238,108.06,856
forest_type,Exotic hardwoods,default,managed (harvest),2030,10.297,7.595,14.203,10.34,856
forest_type,Exotic hardwoods,default,managed (harvest),2055,28.824,20.987,38.344,27.02,856
forest_type,Exotic hardwoods,default,managed (harvest),2080,40.11,31.725,50.347,38.39,856
forest_type,Exotic hardwoods,default,managed (harvest),2105,41.682,30.353,54.387,37.73,856
forest_type,Exotic hardwoods,default,managed (harvest),2125,35.233,23.813,48.158,30.0,856
forest_type,Exotic softwoods,default,reserve (no harvest),2030,8.233,3.499,13.421,73.55,33
forest_type,Exotic softwoods,default,reserve (no harvest),2055,16.587,7.892,27.718,150.9,33
forest_type,Exotic softwoods,default,reserve (no harvest),2080,22.77,12.36,36.951,208.29,33
forest_type,Exotic softwoods,default,reserve (no harvest),2105,25.733,13.08,40.423,242.7,33
forest_type,Exotic softwoods,default,reserve (no harvest),2125,26.944,16.419,41.348,256.23,33
forest_type,Exotic softwoods,default,managed (harvest),2030,8.233,3.961,15.208,73.55,33
forest_type,Exotic softwoods,default,managed (harvest),2055,12.894,5.993,20.105,116.63,33
forest_type,Exotic softwoods,default,managed (harvest),2080,13.442,7.631,21.338,121.61,33
forest_type,Exotic softwoods,default,managed (harvest),2105,10.566,6.362,17.416,101.76,33
forest_type,Exotic softwoods,default,managed (harvest),2125,8.208,5.029,12.776,79.56,33
forest_type,Fir/spruce/mtn hemlock,default,reserve (no harvest),2030,243.956,225.269,260.048,28.4,3561
forest_type,Fir/spruce/mtn hemlock,default,reserve (no harvest),2055,657.297,606.648,718.56,67.72,3561
forest_type,Fir/spruce/mtn hemlock,default,reserve (no harvest),2080,1029.19,953.915,1121.802,104.39,3561
forest_type,Fir/spruce/mtn hemlock,default,reserve (no harvest),2105,1311.507,1206.257,1412.527,132.9,3561
forest_type,Fir/spruce/mtn hemlock,default,reserve (no harvest),2125,1474.135,1364.848,1583.159,149.25,3561
forest_type,Fir/spruce/mtn hemlock,default,managed (harvest),2030,243.956,230.946,261.533,28.4,3561
forest_type,Fir/spruce/mtn hemlock,default,managed (harvest),2055,453.363,415.961,500.733,43.8,3561
forest_type,Fir/spruce/mtn hemlock,default,managed (harvest),2080,447.407,409.229,484.135,43.88,3561
forest_type,Fir/spruce/mtn hemlock,default,managed (harvest),2105,360.529,333.827,388.54,36.14,3561
forest_type,Fir/spruce/mtn hemlock,default,managed (harvest),2125,288.171,264.076,310.725,28.88,3561
forest_type,Hemlock/Sitka spruce,default,reserve (no harvest),2030,41.666,32.618,52.121,36.01,408
forest_type,Hemlock/Sitka spruce,default,reserve (no harvest),2055,149.676,121.773,187.559,104.42,408
forest_type,Hemlock/Sitka spruce,default,reserve (no harvest),2080,250.483,193.042,303.024,168.27,408
forest_type,Hemlock/Sitka spruce,default,reserve (no harvest),2105,328.368,255.059,396.417,219.65,408
forest_type,Hemlock/Sitka spruce,default,reserve (no harvest),2125,377.909,308.668,478.393,252.23,408
forest_type,Hemlock/Sitka spruce,default,managed (harvest),2030,41.666,30.376,53.494,36.01,408
forest_type,Hemlock/Sitka spruce,default,managed (harvest),2055,115.813,87.464,145.312,75.45,408
forest_type,Hemlock/Sitka spruce,default,managed (harvest),2080,123.942,95.502,150.691,79.18,408
forest_type,Hemlock/Sitka spruce,default,managed (harvest),2105,103.863,83.16,128.325,68.21,408
forest_type,Hemlock/Sitka spruce,default,managed (harvest),2125,87.964,68.337,103.511,57.79,408
forest_type,Loblolly/shortleaf pine,default,reserve (no harvest),2030,1077.548,1008.265,1154.454,48.37,4942
forest_type,Loblolly/shortleaf pine,default,reserve (no harvest),2055,2281.676,2172.459,2414.906,104.03,4942
forest_type,Loblolly/shortleaf pine,default,reserve (no harvest),2080,3049.538,2876.172,3208.521,139.93,4942
forest_type,Loblolly/shortleaf pine,default,reserve (no harvest),2105,3455.415,3293.7,3607.028,158.76,4942
forest_type,Loblolly/shortleaf pine,default,reserve (no harvest),2125,3640.455,3460.694,3848.575,167.39,4942
forest_type,Loblolly/shortleaf pine,default,managed (harvest),2030,1077.548,1013.197,1158.106,48.37,4942
forest_type,Loblolly/shortleaf pine,default,managed (harvest),2055,1649.009,1573.276,1740.402,76.0,4942
forest_type,Loblolly/shortleaf pine,default,managed (harvest),2080,1462.245,1382.14,1533.868,68.05,4942
forest_type,Loblolly/shortleaf pine,default,managed (harvest),2105,1033.088,980.396,1092.906,48.09,4942
forest_type,Loblolly/shortleaf pine,default,managed (harvest),2125,752.584,698.918,802.217,35.1,4942
forest_type,Lodgepole pine,default,reserve (no harvest),2030,214.926,189.94,248.961,41.71,1805
forest_type,Lodgepole pine,default,reserve (no harvest),2055,385.923,354.212,423.08,75.89,1805
forest_type,Lodgepole pine,default,reserve (no harvest),2080,538.137,499.15,598.401,107.22,1805
forest_type,Lodgepole pine,default,reserve (no harvest),2105,661.587,603.764,722.668,132.34,1805
forest_type,Lodgepole pine,default,reserve (no harvest),2125,741.013,677.844,803.625,147.95,1805
forest_type,Lodgepole pine,default,managed (harvest),2030,214.926,189.063,249.035,41.71,1805
forest_type,Lodgepole pine,default,managed (harvest),2055,195.803,180.014,211.487,39.68,1805
forest_type,Lodgepole pine,default,managed (harvest),2080,178.119,165.679,191.247,36.34,1805
forest_type,Lodgepole pine,default,managed (harvest),2105,147.473,135.779,158.964,29.78,1805
forest_type,Lodgepole pine,default,managed (harvest),2125,125.61,114.594,137.262,24.75,1805
forest_type,Longleaf/slash pine,default,reserve (no harvest),2030,167.777,146.895,194.49,41.81,902
forest_type,Longleaf/slash pine,default,reserve (no harvest),2055,375.31,326.778,419.499,96.36,902
forest_type,Longleaf/slash pine,default,reserve (no harvest),2080,498.527,443.759,540.576,130.5,902
forest_type,Longleaf/slash pine,default,reserve (no harvest),2105,551.858,485.222,622.698,146.17,902
forest_type,Longleaf/slash pine,default,reserve (no harvest),2125,574.418,503.281,644.741,152.54,902
forest_type,Longleaf/slash pine,default,managed (harvest),2030,167.777,141.239,190.117,41.81,902
forest_type,Longleaf/slash pine,default,managed (harvest),2055,257.148,220.072,296.693,66.81,902
forest_type,Longleaf/slash pine,default,managed (harvest),2080,199.084,175.07,225.883,53.79,902
forest_type,Longleaf/slash pine,default,managed (harvest),2105,116.837,103.054,133.039,32.61,902
forest_type,Longleaf/slash pine,default,managed (harvest),2125,80.448,69.46,92.713,21.94,902
forest_type,Maple/beech/birch,default,reserve (no harvest),2030,961.726,916.105,1008.418,54.85,5885
forest_type,Maple/beech/birch,default,reserve (no harvest),2055,2050.483,1959.799,2168.064,116.2,5885
forest_type,Maple/beech/birch,default,reserve (no harvest),2080,2880.726,2755.463,3028.987,164.2,5885
forest_type,Maple/beech/birch,default,reserve (no harvest),2105,3500.341,3359.083,3687.271,201.45,5885
forest_type,Maple/beech/birch,default,reserve (no harvest),2125,3819.042,3632.044,3994.803,220.81,5885
forest_type,Maple/beech/birch,default,managed (harvest),2030,961.726,908.568,1013.975,54.85,5885
forest_type,Maple/beech/birch,default,managed (harvest),2055,1602.49,1535.597,1671.81,91.33,5885
forest_type,Maple/beech/birch,default,managed (harvest),2080,1690.954,1608.117,1766.935,98.25,5885
forest_type,Maple/beech/birch,default,managed (harvest),2105,1537.105,1471.71,1594.905,91.82,5885
forest_type,Maple/beech/birch,default,managed (harvest),2125,1302.145,1250.925,1364.589,78.93,5885
forest_type,Oak/gum/cypress,default,reserve (no harvest),2030,467.172,422.189,511.381,52.39,1971
forest_type,Oak/gum/cypress,default,reserve (no harvest),2055,976.23,883.81,1061.311,108.54,1971
forest_type,Oak/gum/cypress,default,reserve (no harvest),2080,1284.3,1169.125,1411.257,143.1,1971
forest_type,Oak/gum/cypress,default,reserve (no harvest),2105,1442.595,1319.606,1561.642,160.93,1971
forest_type,Oak/gum/cypress,default,reserve (no harvest),2125,1518.94,1389.528,1636.401,169.37,1971
forest_type,Oak/gum/cypress,default,managed (harvest),2030,467.172,418.934,515.899,52.39,1971
forest_type,Oak/gum/cypress,default,managed (harvest),2055,687.122,629.713,762.03,75.49,1971
forest_type,Oak/gum/cypress,default,managed (harvest),2080,572.78,516.684,628.825,63.22,1971
forest_type,Oak/gum/cypress,default,managed (harvest),2105,394.167,351.775,431.563,43.48,1971
forest_type,Oak/gum/cypress,default,managed (harvest),2125,292.232,257.229,334.191,32.14,1971
forest_type,Oak/hickory,default,reserve (no harvest),2030,2021.242,1934.507,2103.148,45.5,9126
forest_type,Oak/hickory,default,reserve (no harvest),2055,4376.726,4211.721,4547.554,101.61,9126
forest_type,Oak/hickory,default,reserve (no harvest),2080,6100.484,5868.632,6328.138,143.58,9126
forest_type,Oak/hickory,default,reserve (no harvest),2105,7220.507,6967.136,7456.877,171.54,9126
