"PLOT","YEAR_PREV","YEAR_CURR","tree_idx","SP","DBH_cm","HT_m","EXPF_ha"
1106,1990,2000,76,"WC",13.2082451771932,8.88255307170352,11.5170026623969
1106,1990,2000,77,"WC",12.942064499876,8.88028299687157,11.5249766892895
1107,1986,2000,1,"YB",24.5859242173583,11.4889047586827,12.3552690735
1107,1986,2000,2,"YB",23.1800161296531,7.95938887620389,12.3552690735
1107,1986,2000,3,"PB",21.8693777707841,10.7326633243818,12.3552690735
1107,1986,2000,4,"PB",21.2417014905616,10.7287931296963,12.3552690735
1107,1986,2000,5,"PB",20.6329123873565,10.7255884662703,12.3552690735
1107,1986,2000,6,"PB",20.5583049034424,10.7234104226815,12.3552690735
1107,1986,2000,7,"PB",20.2764846790579,10.1225833043619,12.3552690735
1107,1986,2000,8,"RS",16.6047011410482,13.3942742538731,12.3552690735
1107,1986,2000,9,"PB",16.2525102911165,13.3522335878668,12.3552690735
1107,1986,2000,10,"PB",16.2295475351953,13.3508319777138,12.3552690735
1107,1986,2000,11,"PB",15.9622073202501,13.2060080763806,12.3552690735
1107,1986,2000,12,"PB",15.6987534318875,13.0597289008601,12.3552690735
1109,1990,2000,1,"RS",45.830075644141,19.4124654672542,12.3552690735
1109,1990,2000,2,"YB",44.2503286637234,9.85028704217113,12.3552690735
