PLOT,YEAR_PREV,YEAR_CURR,PERIOD_YR,variant,config,BA_PRED_ft2ac,TPA_PRED,QMD_PRED_in,MCuFt_PRED,BdFt_PRED,BA_OBS_PREV,BA_OBS_CURR
1235,1991,2001,10,NE,calibrated,54.32628631591797,131.52845764160156,8.702250480651855,1011.2822265625,2631.83203125,51.77,42.94
1235,1991,2001,10,ACD,default,59.27260971069336,150.39537048339844,8.500531196594238,1043.50537109375,2676.615966796875,51.77,42.94
1235,1991,2001,10,ACD,calibrated,59.27260971069336,150.39537048339844,8.500531196594238,1043.50537109375,2676.615966796875,51.77,42.94
1236,1996,2001,5,NE,default,34.00601577758789,78.96137237548828,8.886011123657227,578.0110473632812,714.7944946289062,31.45,48.99
1236,1996,2001,5,NE,calibrated,34.00601577758789,78.96137237548828,8.886011123657227,578.0110473632812,714.7944946289062,31.45,48.99
1236,1996,2001,5,ACD,default,33.9448356628418,78.79712677001953,8.887260437011719,565.5079345703125,714.7620849609375,31.45,48.99
1236,1996,2001,5,ACD,calibrated,33.9448356628418,78.79712677001953,8.887260437011719,565.5079345703125,714.7620849609375,31.45,48.99
1239,1996,2001,5,NE,default,19.311702728271484,74.02207946777344,6.916172981262207,263.712158203125,0.0,16.99,78.31
1239,1996,2001,5,NE,calibrated,19.311702728271484,74.02207946777344,6.916172981262207,263.712158203125,0.0,16.99,78.31
1239,1996,2001,5,ACD,default,19.27477264404297,73.88880157470703,6.915787220001221,249.6968994140625,0.0,16.99,78.31
1239,1996,2001,5,ACD,calibrated,19.27477264404297,73.88880157470703,6.915787220001221,249.6968994140625,0.0,16.99,78.31
1240,1996,2001,5,NE,default,29.91623306274414,83.82249450683594,8.089273452758789,499.3851318359375,451.6398620605469,27.67,33.48
1240,1996,2001,5,NE,calibrated,29.91623306274414,83.82249450683594,8.089273452758789,499.3851318359375,451.6398620605469,27.67,33.48
1240,1996,2001,5,ACD,default,30.148855209350586,83.72964477539062,8.125162124633789,492.1280517578125,451.3649597167969,27.67,33.48
1240,1996,2001,5,ACD,calibrated,30.148855209350586,83.72964477539062,8.125162124633789,492.1280517578125,451.3649597167969,27.67,33.48
1243,1991,2001,10,NE,default,39.79044723510742,111.7608413696289,8.079432487487793,680.3765869140625,1776.1337890625,32.4,48.55
1243,1991,2001,10,NE,calibrated,38.863380432128906,108.0992660522461,8.118864059448242,667.4151611328125,1753.52197265625,32.4,48.55
1243,1991,2001,10,ACD,default,40.496620178222656,111.59944152832031,8.156702995300293,682.222412109375,1775.224609375,32.4,48.55
1243,1991,2001,10,ACD,calibrated,40.496620178222656,111.59944152832031,8.156702995300293,682.222412109375,1775.224609375,32.4,48.55
1244,1987,2001,14,NE,default,113.44251251220703,139.60658264160156,12.205942153930664,2296.7177734375,8474.498046875,102.49,40.8
1244,1987,2001,14,NE,calibrated,96.68544006347656,116.19004821777344,12.351861000061035,2027.8834228515625,7761.82568359375,102.49,40.8
1244,1987,2001,14,ACD,default,112.86351776123047,138.8384552001953,12.20838451385498,2298.060546875,8640.7548828125,102.49,40.8
1244,1987,2001,14,ACD,calibrated,112.86351776123047,138.8384552001953,12.20838451385498,2298.060546875,8640.7548828125,102.49,40.8
1245,1991,2001,10,NE,default,33.733673095703125,82.7461166381836,8.645584106445312,694.87646484375,2233.929443359375,26.66,78.88
1245,1991,2001,10,NE,calibrated,33.2447395324707,80.90681457519531,8.679709434509277,686.8803100585938,2221.26708984375,26.66,78.88
1245,1991,2001,10,ACD,default,34.16550064086914,82.48023986816406,8.71475887298584,696.3130493164062,2200.013427734375,26.66,78.88
1245,1991,2001,10,ACD,calibrated,34.16550064086914,82.48023986816406,8.71475887298584,696.3130493164062,2200.013427734375,26.66,78.88
1247,1987,1992,5,NE,default,30.058420181274414,54.265525817871094,10.077605247497559,587.8291015625,2029.44482421875,28.11,44.17
1247,1987,1992,5,NE,calibrated,30.058420181274414,54.265525817871094,10.077605247497559,587.8291015625,2029.44482421875,28.11,44.17
1247,1987,1992,5,ACD,default,30.027009963989258,54.166709899902344,10.081522941589355,580.286376953125,2029.3685302734375,28.11,44.17
1247,1987,1992,5,ACD,calibrated,30.027009963989258,54.166709899902344,10.081522941589355,580.286376953125,2029.3685302734375,28.11,44.17
1251,1988,2001,13,NE,default,47.76166534423828,81.92448425292969,10.338774681091309,939.080810546875,2995.50390625,42.89,16.05
1251,1988,2001,13,NE,calibrated,45.0653076171875,75.33316802978516,10.472835540771484,901.1533203125,2953.383056640625,42.89,16.05
1251,1988,2001,13,ACD,default,47.665245056152344,81.6865463256836,10.343366622924805,927.9278564453125,2993.504150390625,42.89,16.05
1251,1988,2001,13,ACD,calibrated,47.665245056152344,81.6865463256836,10.343366622924805,927.9278564453125,2993.504150390625,42.89,16.05
1252,1991,2001,10,NE,default,18.42247200012207,63.13470458984375,7.314356803894043,470.7278137207031,234.65032958984375,14.48,96.48
1252,1991,2001,10,NE,calibrated,18.42247200012207,63.13470458984375,7.314356803894043,470.7278137207031,234.65032958984375,14.48,96.48
1252,1991,2001,10,ACD,default,18.6675968170166,63.08574676513672,7.365713119506836,480.5200500488281,234.646240234375,14.48,96.48
1252,1991,2001,10,ACD,calibrated,18.6675968170166,63.08574676513672,7.365713119506836,480.5200500488281,234.646240234375,14.48,96.48
1253,1987,2001,14,NE,default,34.005882263183594,82.98094177246094,8.668106079101562,739.6653442382812,0.0,33.17,48.57
1253,1987,2001,14,NE,calibrated,34.005882263183594,82.98094177246094,8.668106079101562,739.6653442382812,0.0,33.17,48.57
1253,1987,2001,14,ACD,default,33.391563415527344,81.46955108642578,8.668761253356934,740.1077880859375,0.0,33.17,48.57
1253,1987,2001,14,ACD,calibrated,33.391563415527344,81.46955108642578,8.668761253356934,740.1077880859375,0.0,33.17,48.57
1262,1987,1992,5,NE,default,79.38319396972656,103.7587661743164,11.843721389770508,1470.4693603515625,5259.95263671875,76.36,91.94
1262,1987,1992,5,NE,calibrated,70.16243743896484,89.16971588134766,12.011025428771973,1337.402099609375,5042.88916015625,76.36,91.94
1262,1987,1992,5,ACD,default,79.1498031616211,103.38799285888672,11.84748363494873,1454.9130859375,5252.8095703125,76.36,91.94
1262,1987,1992,5,ACD,calibrated,79.1498031616211,103.38799285888672,11.84748363494873,1454.9130859375,5252.8095703125,76.36,91.94
1263,1987,1992,5,NE,default,73.26001739501953,69.23370361328125,13.928716659545898,1410.424560546875,5757.35498046875,71.86,74.43
1263,1987,1992,5,NE,calibrated,58.168861389160156,51.64006042480469,14.371038436889648,1130.984375,4740.6025390625,71.86,74.43
1263,1987,1992,5,ACD,default,73.03164672851562,68.90970611572266,13.939641952514648,1401.6676025390625,5745.3193359375,71.86,74.43
1263,1987,1992,5,ACD,calibrated,73.03164672851562,68.90970611572266,13.939641952514648,1401.6676025390625,5745.3193359375,71.86,74.43
1272,1992,2002,10,NE,default,29.666431427001953,68.37088012695312,8.919351577758789,483.90283203125,1169.2156982421875,24.73,29.84
1272,1992,2002,10,NE,calibrated,29.666431427001953,68.37088012695312,8.919351577758789,483.90283203125,1169.2156982421875,24.73,29.84
1272,1992,2002,10,ACD,default,29.703025817871094,67.91658020019531,8.954651832580566,471.6448669433594,1168.99072265625,24.73,29.84
1272,1992,2002,10,ACD,calibrated,29.703025817871094,67.91658020019531,8.954651832580566,471.6448669433594,1168.99072265625,24.73,29.84
1273,1987,2002,15,NE,default,74.3886947631836,87.36082458496094,12.494861602783203,1253.1558837890625,3906.456787109375,71.81,44.71
1273,1987,2002,15,NE,calibrated,62.625694274902344,77.83110809326172,12.146078109741211,1077.855224609375,3195.83740234375,71.81,44.71
1273,1987,2002,15,ACD,default,72.4114990234375,85.91279602050781,12.431146621704102,1209.498046875,3778.503662109375,71.81,44.71
1273,1987,2002,15,ACD,calibrated,72.4114990234375,85.91279602050781,12.431146621704102,1209.498046875,3778.503662109375,71.81,44.71
1275,1992,2002,10,NE,default,32.74419021606445,126.18370056152344,6.897660255432129,367.692626953125,129.2842254638672,25.77,31.09
1275,1992,2002,10,NE,calibrated,31.501596450805664,120.50460815429688,6.923100471496582,354.7323913574219,128.1199951171875,25.77,31.09
1275,1992,2002,10,ACD,default,33.026695251464844,126.18280792236328,6.927377700805664,354.48785400390625,129.28439331054688,25.77,31.09
1275,1992,2002,10,ACD,calibrated,33.026695251464844,126.18280792236328,6.927377700805664,354.48785400390625,129.28439331054688,25.77,31.09
1278,1987,2002,15,NE,default,34.2232666015625,67.14405822753906,9.667034149169922,688.7628173828125,1613.0091552734375,27.67,27.48
1278,1987,2002,15,NE,calibrated,33.52419662475586,65.59994506835938,9.679741859436035,677.9594116210938,1611.7042236328125,27.67,27.48
1278,1987,2002,15,ACD,default,34.10594177246094,66.8786849975586,9.669577598571777,675.8629150390625,1612.80517578125,27.67,27.48
1278,1987,2002,15,ACD,calibrated,34.10594177246094,66.8786849975586,9.669577598571777,675.8629150390625,1612.80517578125,27.67,27.48
1284,1987,2001,14,NE,default,75.76507568359375,115.52164459228516,10.965768814086914,1465.5565185546875,3728.97998046875,68.31,97.7
1284,1987,2001,14,NE,calibrated,66.15531158447266,99.27788543701172,11.053311347961426,1315.8126220703125,3576.8818359375,68.31,97.7
1284,1987,2001,14,ACD,default,75.43034362792969,114.94830322265625,10.968772888183594,1425.69482421875,3721.521728515625,68.31,97.7
1284,1987,2001,14,ACD,calibrated,75.43034362792969,114.94830322265625,10.968772888183594,1425.69482421875,3721.521728515625,68.31,97.7
1285,1987,1996,9,NE,default,32.56535720825195,58.582237243652344,10.095580101013184,604.43359375,1267.5494384765625,29.1,52.64
1285,1987,1996,9,NE,calibrated,32.56535720825195,58.582237243652344,10.095580101013184,604.43359375,1267.5494384765625,29.1,52.64
1285,1987,1996,9,ACD,default,32.457725524902344,58.374267578125,10.096820831298828,591.6914672851562,1266.39794921875,29.1,52.64
1285,1987,1996,9,ACD,calibrated,32.457725524902344,58.374267578125,10.096820831298828,591.6914672851562,1266.39794921875,29.1,52.64
1286,1987,2001,14,NE,default,48.67046356201172,87.08454132080078,10.122749328613281,914.5379638671875,1619.569091796875,41.78,55.7
1286,1987,2001,14,NE,calibrated,45.351688385009766,79.15138244628906,10.24952507019043,862.1284790039062,1602.6300048828125,41.78,55.7
1286,1987,2001,14,ACD,default,48.313575744628906,86.23455810546875,10.135149955749512,891.4774780273438,1617.89697265625,41.78,55.7
1286,1987,2001,14,ACD,calibrated,48.313575744628906,86.23455810546875,10.135149955749512,891.4774780273438,1617.89697265625,41.78,55.7
1287,1996,2001,5,NE,default,35.00629806518555,49.468040466308594,11.39061164855957,595.81298828125,1870.838623046875,33.44,37.71
1287,1996,2001,5,NE,calibrated,34.979248046875,49.38858413696289,11.395363807678223,595.4782104492188,1870.1644287109375,33.44,37.71
1287,1996,2001,5,ACD,default,34.92877960205078,49.234676361083984,11.404927253723145,592.445068359375,1868.9810791015625,33.44,37.71
1287,1996,2001,5,ACD,calibrated,34.92877960205078,49.234676361083984,11.404927253723145,592.445068359375,1868.9810791015625,33.44,37.71
