PLOT,YEAR_PREV,YEAR_CURR,PERIOD_YR,variant,config,BA_PRED_ft2ac,TPA_PRED,QMD_PRED_in,MCuFt_PRED,BdFt_PRED,BA_OBS_PREV,BA_OBS_CURR
1107,1986,2000,14,NE,calibrated,21.09989356994629,58.53779983520508,8.129395484924316,367.0634460449219,0.0,13.96,63.74
1107,1986,2000,14,ACD,default,20.74481773376465,57.53225326538086,8.130840301513672,346.450927734375,0.0,13.96,63.74
1107,1986,2000,14,ACD,calibrated,20.74481773376465,57.53225326538086,8.130840301513672,346.450927734375,0.0,13.96,63.74
1109,1990,2000,10,NE,default,65.62448120117188,116.8834228515625,10.145946502685547,1150.2552490234375,3896.63232421875,59.44,67.57
1109,1990,2000,10,NE,calibrated,59.11997985839844,101.1090316772461,10.354007720947266,1083.7598876953125,3740.93310546875,59.44,67.57
1109,1990,2000,10,ACD,default,65.66167449951172,116.39751434326172,10.169987678527832,1151.586181640625,3917.28271484375,59.44,67.57
1109,1990,2000,10,ACD,calibrated,65.66167449951172,116.39751434326172,10.169987678527832,1151.586181640625,3917.28271484375,59.44,67.57
1114,1986,1995,9,NE,default,81.48821258544922,73.19151306152344,14.287402153015137,1521.1640625,6858.99658203125,78.01,66.79
1114,1986,1995,9,NE,calibrated,63.05004119873047,56.88351821899414,14.255608558654785,1218.5712890625,5701.09765625,78.01,66.79
1114,1986,1995,9,ACD,default,81.17516326904297,72.91200256347656,14.28724193572998,1509.7769775390625,6840.2919921875,78.01,66.79
1114,1986,1995,9,ACD,calibrated,81.17516326904297,72.91200256347656,14.28724193572998,1509.7769775390625,6840.2919921875,78.01,66.79
1115,1986,2000,14,NE,default,42.35546112060547,52.668399810791016,12.142718315124512,680.7539672851562,2932.844970703125,34.16,57.39
1115,1986,2000,14,NE,calibrated,41.17603302001953,50.994117736816406,12.167420387268066,664.5364990234375,2894.75341796875,34.16,57.39
1115,1986,2000,14,ACD,default,42.35546112060547,52.668399810791016,12.142718315124512,680.7539672851562,2932.844970703125,34.16,57.39
1115,1986,2000,14,ACD,calibrated,42.35546112060547,52.668399810791016,12.142718315124512,680.7539672851562,2932.844970703125,34.16,57.39
1117,1986,1995,9,NE,default,53.94852066040039,53.624420166015625,13.581408500671387,962.7429809570312,4071.297119140625,49.95,69.13
1117,1986,1995,9,NE,calibrated,49.71060562133789,47.32202911376953,13.878072738647461,898.7098388671875,3844.91259765625,49.95,69.13
1117,1986,1995,9,ACD,default,53.845909118652344,53.47272491455078,13.587717056274414,957.8477172851562,4065.8388671875,49.95,69.13
1117,1986,1995,9,ACD,calibrated,53.845909118652344,53.47272491455078,13.587717056274414,957.8477172851562,4065.8388671875,49.95,69.13
1119,1986,1995,9,NE,default,32.550819396972656,63.41262435913086,9.701289176940918,503.4751892089844,1112.552734375,27.31,40.41
1119,1986,1995,9,NE,calibrated,32.429603576660156,63.13939666748047,9.704136848449707,501.7903137207031,1111.1197509765625,27.31,40.41
1119,1986,1995,9,ACD,default,32.4785041809082,63.242855072021484,9.703503608703613,493.4787902832031,1111.7332763671875,27.31,40.41
1119,1986,1995,9,ACD,calibrated,32.4785041809082,63.242855072021484,9.703503608703613,493.4787902832031,1111.7332763671875,27.31,40.41
1130,1986,1999,13,NE,default,74.23473358154297,101.94779968261719,11.554496765136719,1836.273193359375,6071.9609375,66.54,49.26
1130,1986,1999,13,NE,calibrated,64.09777069091797,82.78274536132812,11.91482925415039,1602.3468017578125,5536.68115234375,66.54,49.26
1130,1986,1999,13,ACD,default,73.6870346069336,100.87454986572266,11.572869300842285,1816.7650146484375,6045.29296875,66.54,49.26
1130,1986,1999,13,ACD,calibrated,73.6870346069336,100.87454986572266,11.572869300842285,1816.7650146484375,6045.29296875,66.54,49.26
1133,1986,1999,13,NE,default,29.474437713623047,62.72330093383789,9.282065391540527,642.4788818359375,1260.97119140625,23.27,41.44
1133,1986,1999,13,NE,calibrated,29.474437713623047,62.72330093383789,9.282065391540527,642.4788818359375,1260.97119140625,23.27,41.44
1133,1986,1999,13,ACD,default,29.381113052368164,62.4892463684082,9.284696578979492,631.6009521484375,1257.9254150390625,23.27,41.44
1133,1986,1999,13,ACD,calibrated,29.381113052368164,62.4892463684082,9.284696578979492,631.6009521484375,1257.9254150390625,23.27,41.44
1134,1986,1999,13,NE,default,32.59229278564453,62.87616729736328,9.74878978729248,726.1913452148438,1470.08740234375,27.08,31.77
1134,1986,1999,13,NE,calibrated,32.61113357543945,62.917728424072266,9.748385429382324,726.5919189453125,1470.61376953125,27.08,31.77
1134,1986,1999,13,ACD,default,32.421844482421875,62.48014450073242,9.754030227661133,708.8240356445312,1465.364990234375,27.08,31.77
1134,1986,1999,13,ACD,calibrated,32.421844482421875,62.48014450073242,9.754030227661133,708.8240356445312,1465.364990234375,27.08,31.77
1146,1986,1995,9,NE,default,87.81623840332031,136.34112548828125,10.867015838623047,2002.6728515625,7214.6689453125,81.95,92.07
1146,1986,1995,9,NE,calibrated,79.3681869506836,118.78099060058594,11.068428993225098,1876.5037841796875,7061.90673828125,81.95,92.07
1146,1986,1995,9,ACD,default,87.74626159667969,136.18441772460938,10.868935585021973,2002.0589599609375,7318.58740234375,81.95,92.07
1146,1986,1995,9,ACD,calibrated,87.74626159667969,136.18441772460938,10.868935585021973,2002.0589599609375,7318.58740234375,81.95,92.07
1150,1994,1999,5,NE,default,48.7237663269043,172.468994140625,7.196994304656982,1212.427734375,283.890625,44.83,38.44
1150,1994,1999,5,NE,calibrated,44.490684509277344,155.3746795654297,7.245706081390381,1145.986328125,274.63970947265625,44.83,38.44
1150,1994,1999,5,ACD,default,49.02933120727539,172.40069580078125,7.220958232879639,1208.91845703125,283.8546142578125,44.83,38.44
1150,1994,1999,5,ACD,calibrated,49.02933120727539,172.40069580078125,7.220958232879639,1208.91845703125,283.8546142578125,44.83,38.44
1163,1995,2000,5,NE,default,35.757564544677734,98.50521850585938,8.158129692077637,674.3261108398438,1062.768798828125,33.21,60.88
1163,1995,2000,5,NE,calibrated,35.56924057006836,97.60665130615234,8.173986434936523,672.1026611328125,1061.3135986328125,33.21,60.88
1163,1995,2000,5,ACD,default,36.18656921386719,98.50458526611328,8.206950187683105,680.8224487304688,1062.768310546875,33.21,60.88
1163,1995,2000,5,ACD,calibrated,36.18656921386719,98.50458526611328,8.206950187683105,680.8224487304688,1062.768310546875,33.21,60.88
1165,1990,2000,10,NE,default,59.04951858520508,97.13814544677734,10.557218551635742,1259.5770263671875,4625.953125,54.62,57.13
1165,1990,2000,10,NE,calibrated,50.45791244506836,76.35749816894531,11.007155418395996,1122.43212890625,4266.06689453125,54.62,57.13
1165,1990,2000,10,ACD,default,59.07533645629883,96.99472045898438,10.567329406738281,1251.45849609375,4653.14453125,54.62,57.13
1165,1990,2000,10,ACD,calibrated,59.07533645629883,96.99472045898438,10.567329406738281,1251.45849609375,4653.14453125,54.62,57.13
1166,1990,1995,5,NE,default,118.43527221679688,123.18766784667969,13.276793479919434,2384.709228515625,10341.439453125,115.69,140.48
1166,1990,1995,5,NE,calibrated,96.82437133789062,92.41133117675781,13.860088348388672,2018.916748046875,9364.7041015625,115.69,140.48
1166,1990,1995,5,ACD,default,118.35295867919922,123.06889343261719,13.278580665588379,2374.37744140625,10337.970703125,115.69,140.48
1166,1990,1995,5,ACD,calibrated,118.35295867919922,123.06889343261719,13.278580665588379,2374.37744140625,10337.970703125,115.69,140.48
1169,1986,1995,9,NE,default,52.874237060546875,68.17868041992188,11.924332618713379,1306.7691650390625,4101.95263671875,49.57,96.01
1169,1986,1995,9,NE,calibrated,48.94419479370117,62.543121337890625,11.978353500366211,1225.0728759765625,3814.4287109375,49.57,96.01
1169,1986,1995,9,ACD,default,52.8077507019043,68.07646942138672,11.925775527954102,1304.3348388671875,4097.37060546875,49.57,96.01
1169,1986,1995,9,ACD,calibrated,52.8077507019043,68.07646942138672,11.925775527954102,1304.3348388671875,4097.37060546875,49.57,96.01
1170,1995,2000,5,NE,default,58.65111541748047,113.25858306884766,9.744036674499512,1187.635009765625,3582.298828125,56.44,69.03
1170,1995,2000,5,NE,calibrated,57.51970672607422,111.11442565917969,9.7422513961792,1165.3311767578125,3511.643798828125,56.44,69.03
1170,1995,2000,5,ACD,default,58.65111541748047,113.25858306884766,9.744036674499512,1176.974365234375,3582.298828125,56.44,69.03
1170,1995,2000,5,ACD,calibrated,58.65111541748047,113.25858306884766,9.744036674499512,1176.974365234375,3582.298828125,56.44,69.03
1171,1989,1999,10,NE,default,55.23597717285156,126.44486999511719,8.949456214904785,1201.974609375,2477.418701171875,49.0,54.59
1171,1989,1999,10,NE,calibrated,49.584232330322266,107.36698913574219,9.201799392700195,1096.4615478515625,2392.353515625,49.0,54.59
1171,1989,1999,10,ACD,default,55.551902770996094,126.12442779541016,8.986408233642578,1187.232421875,2475.755859375,49.0,54.59
1171,1989,1999,10,ACD,calibrated,55.551902770996094,126.12442779541016,8.986408233642578,1187.232421875,2475.755859375,49.0,54.59
1178,1994,1999,5,NE,default,26.143569946289062,64.13172149658203,8.645345687866211,764.2627563476562,3094.27392578125,24.08,40.51
1178,1994,1999,5,NE,calibrated,26.143569946289062,64.13172149658203,8.645345687866211,764.2627563476562,3094.27392578125,24.08,40.51
1178,1994,1999,5,ACD,default,26.649070739746094,64.02861785888672,8.735552787780762,800.7356567382812,3174.174072265625,24.08,40.51
1178,1994,1999,5,ACD,calibrated,26.649070739746094,64.02861785888672,8.735552787780762,800.7356567382812,3174.174072265625,24.08,40.51
1193,1990,2000,10,NE,default,83.62361907958984,97.29920196533203,12.552960395812988,1497.4166259765625,5254.23876953125,78.0,53.79
1193,1990,2000,10,NE,calibrated,71.4625244140625,75.63088989257812,13.162121772766113,1327.7081298828125,4891.77685546875,78.0,53.79
1193,1990,2000,10,ACD,default,83.43585205078125,96.94467163085938,12.56176471710205,1483.5941162109375,5248.6611328125,78.0,53.79
1193,1990,2000,10,ACD,calibrated,83.43585205078125,96.94467163085938,12.56176471710205,1483.5941162109375,5248.6611328125,78.0,53.79
1194,1990,2000,10,NE,default,68.90463256835938,77.99098205566406,12.727361679077148,1399.764404296875,5410.07177734375,64.18,50.6
1194,1990,2000,10,NE,calibrated,56.48190689086914,55.97188949584961,13.602104187011719,1194.6947021484375,5066.544921875,64.18,50.6
1194,1990,2000,10,ACD,default,68.65995025634766,77.55799865722656,12.740156173706055,1393.2554931640625,5403.75146484375,64.18,50.6
1194,1990,2000,10,ACD,calibrated,68.65995025634766,77.55799865722656,12.740156173706055,1393.2554931640625,5403.75146484375,64.18,50.6
1195,1990,2000,10,NE,default,39.79801559448242,87.31058502197266,9.141837120056152,734.1319580078125,1242.75390625,35.43,55.61
1195,1990,2000,10,NE,calibrated,38.480201721191406,84.00040435791016,9.164613723754883,713.1570434570312,1210.2373046875,35.43,55.61
1195,1990,2000,10,ACD,default,39.79801559448242,87.31058502197266,9.141837120056152,717.0751342773438,1242.75390625,35.43,55.61
1195,1990,2000,10,ACD,calibrated,39.79801559448242,87.31058502197266,9.141837120056152,717.0751342773438,1242.75390625,35.43,55.61
1196,1990,2000,10,NE,default,70.13497924804688,77.87654113769531,12.849916458129883,1664.8016357421875,7417.8662109375,64.41,40.53
1196,1990,2000,10,NE,calibrated,59.36094665527344,59.29974365234375,13.54753589630127,1485.4346923828125,7128.73388671875,64.41,40.53
1196,1990,2000,10,ACD,default,69.94132232666016,77.54866027832031,12.859265327453613,1660.82373046875,7414.24072265625,64.41,40.53
1196,1990,2000,10,ACD,calibrated,69.94132232666016,77.54866027832031,12.859265327453613,1660.82373046875,7414.24072265625,64.41,40.53
1197,1987,2002,15,NE,default,43.099754333496094,47.77518081665039,12.860936164855957,803.0674438476562,3547.486328125,36.72,65.19
1197,1987,2002,15,NE,calibrated,42.4039421081543,46.72120666503906,12.89978313446045,793.497314453125,3514.818359375,36.72,65.19
1197,1987,2002,15,ACD,default,43.06831359863281,47.72457504272461,12.863059043884277,798.6292724609375,3546.15234375,36.72,65.19
1197,1987,2002,15,ACD,calibrated,43.06831359863281,47.72457504272461,12.863059043884277,798.6292724609375,3546.15234375,36.72,65.19
1199,1987,2002,15,NE,default,78.57598876953125,66.97109985351562,14.6668701171875,1169.666015625,4678.28759765625,74.45,94.98
1199,1987,2002,15,NE,calibrated,63.60820007324219,56.398948669433594,14.379950523376465,1003.8035278320312,4032.789794921875,74.45,94.98
1199,1987,2002,15,ACD,default,78.25776672363281,66.76390075683594,14.659841537475586,1161.3155517578125,4663.064453125,74.45,94.98
1199,1987,2002,15,ACD,calibrated,78.25776672363281,66.76390075683594,14.659841537475586,1161.3155517578125,4663.064453125,74.45,94.98
1200,1992,2002,10,NE,default,81.68438720703125,131.5004119873047,10.671913146972656,1479.852294921875,4604.0576171875,73.98,47.32
1200,1992,2002,10,NE,calibrated,69.26478576660156,96.75751495361328,11.456449508666992,1329.3779296875,4444.79248046875,73.98,47.32
1200,1992,2002,10,ACD,default,81.57156372070312,130.9423065185547,10.68724250793457,1457.4207763671875,4602.234375,73.98,47.32
1200,1992,2002,10,ACD,calibrated,81.57156372070312,130.9423065185547,10.68724250793457,1457.4207763671875,4602.234375,73.98,47.32
1202,1990,2000,10,NE,default,29.339879989624023,58.45425033569336,9.59306526184082,546.4898681640625,1479.3492431640625,25.09,79.52
1202,1990,2000,10,NE,calibrated,29.339879989624023,58.45425033569336,9.59306526184082,546.4898681640625,1479.3492431640625,25.09,79.52
1202,1990,2000,10,ACD,default,29.240598678588867,58.201934814453125,9.597556114196777,537.3319091796875,1479.2391357421875,25.09,79.52
1202,1990,2000,10,ACD,calibrated,29.240598678588867,58.201934814453125,9.597556114196777,537.3319091796875,1479.2391357421875,25.09,79.52
1203,1994,1999,5,NE,default,58.27161407470703,64.10011291503906,12.910272598266602,1206.4158935546875,5540.5380859375,56.67,55.7
1203,1994,1999,5,NE,calibrated,48.47736740112305,44.532161712646484,14.127618789672852,1081.5755615234375,5401.3798828125,56.67,55.7
1203,1994,1999,5,ACD,default,58.328941345214844,64.0004653930664,12.926673889160156,1209.58935546875,5565.04736328125,56.67,55.7
1203,1994,1999,5,ACD,calibrated,58.328941345214844,64.0004653930664,12.926673889160156,1209.58935546875,5565.04736328125,56.67,55.7
1205,1989,1999,10,NE,default,105.5486831665039,78.1394271850586,15.737201690673828,2828.899658203125,13171.107421875,101.37,60.43
1205,1989,1999,10,NE,calibrated,79.90113067626953,48.905941009521484,17.307405471801758,2170.50048828125,10914.8876953125,101.37,60.43
1205,1989,1999,10,ACD,default,105.04855346679688,77.49882507324219,15.764628410339355,2807.407470703125,13132.37890625,101.37,60.43
1205,1989,1999,10,ACD,calibrated,105.04855346679688,77.49882507324219,15.764628410339355,2807.407470703125,13132.37890625,101.37,60.43
1206,1989,1999,10,NE,default,56.034454345703125,68.03883361816406,12.28812313079834,887.133544921875,3609.481201171875,52.34,29.34
1206,1989,1999,10,NE,calibrated,49.913387298583984,57.310035705566406,12.636578559875488,808.5390014648438,3392.2763671875,52.34,29.34
1206,1989,1999,10,ACD,default,55.9381217956543,67.86182403564453,12.293554306030273,882.0700073242188,3606.63134765625,52.34,29.34
1206,1989,1999,10,ACD,calibrated,55.9381217956543,67.86182403564453,12.293554306030273,882.0700073242188,3606.63134765625,52.34,29.34
1208,1987,2002,15,NE,default,97.67040252685547,133.66456604003906,11.574694633483887,2145.57177734375,8236.5791015625,88.25,82.08
1208,1987,2002,15,NE,calibrated,85.81513977050781,116.44654083251953,11.623984336853027,1933.25146484375,7538.16748046875,88.25,82.08
1208,1987,2002,15,ACD,default,97.67218780517578,133.6646728515625,11.574796676635742,2145.797607421875,8152.88330078125,88.25,82.08
1208,1987,2002,15,ACD,calibrated,97.67218780517578,133.6646728515625,11.574796676635742,2145.797607421875,8152.88330078125,88.25,82.08
1209,1987,2002,15,NE,default,38.839508056640625,57.62758255004883,11.116243362426758,717.2000122070312,2300.603759765625,33.03,35.01
1209,1987,2002,15,NE,calibrated,38.82067108154297,57.59931945800781,11.116271018981934,716.8811645507812,2299.65869140625,33.03,35.01
1209,1987,2002,15,ACD,default,38.62098693847656,57.296478271484375,11.116907119750977,710.7473754882812,2292.529052734375,33.03,35.01
1209,1987,2002,15,ACD,calibrated,38.62098693847656,57.296478271484375,11.116907119750977,710.7473754882812,2292.529052734375,33.03,35.01
1217,1987,2001,14,NE,default,82.562255859375,244.76402282714844,7.8641767501831055,1596.87646484375,2652.635498046875,69.12,100.78
1217,1987,2001,14,NE,calibrated,72.75006866455078,209.23143005371094,7.984348773956299,1425.9356689453125,2515.77978515625,69.12,100.78
1217,1987,2001,14,ACD,default,83.52022552490234,244.51133728027344,7.913754940032959,1583.9552001953125,2651.8076171875,69.12,100.78
1217,1987,2001,14,ACD,calibrated,83.52022552490234,244.51133728027344,7.913754940032959,1583.9552001953125,2651.8076171875,69.12,100.78
1218,1987,1996,9,NE,default,43.39702606201172,131.4034423828125,7.781492233276367,814.9521484375,1340.2540283203125,37.61,48.36
1218,1987,1996,9,NE,calibrated,41.681373596191406,124.40351867675781,7.837741851806641,786.244140625,1321.1810302734375,37.61,48.36
1218,1987,1996,9,ACD,default,43.71729278564453,131.4024658203125,7.810182094573975,801.4661254882812,1340.2569580078125,37.61,48.36
1218,1987,1996,9,ACD,calibrated,43.71729278564453,131.4024658203125,7.810182094573975,801.4661254882812,1340.2569580078125,37.61,48.36
1219,1987,2001,14,NE,default,36.05132293701172,95.87743377685547,8.303071975708008,713.8800659179688,1410.4886474609375,28.33,41.93
1219,1987,2001,14,NE,calibrated,34.48988342285156,90.44670867919922,8.361531257629395,685.4903564453125,1375.470703125,28.33,41.93
1219,1987,2001,14,ACD,default,36.24092483520508,95.87662506103516,8.324911117553711,701.2291870117188,1410.507568359375,28.33,41.93
1219,1987,2001,14,ACD,calibrated,36.24092483520508,95.87662506103516,8.324911117553711,701.2291870117188,1410.507568359375,28.33,41.93
1220,1987,2001,14,NE,default,45.482208251953125,110.2447280883789,8.697173118591309,963.782470703125,2262.968505859375,37.45,52.98
1220,1987,2001,14,NE,calibrated,43.0493278503418,101.81617736816406,8.804628372192383,919.3993530273438,2220.68310546875,37.45,52.98
1220,1987,2001,14,ACD,default,45.652252197265625,110.24388885498047,8.713449478149414,950.0077514648438,2262.97314453125,37.45,52.98
1220,1987,2001,14,ACD,calibrated,45.652252197265625,110.24388885498047,8.713449478149414,950.0077514648438,2262.97314453125,37.45,52.98
1221,1987,2001,14,NE,default,48.381126403808594,100.96353912353516,9.373289108276367,1082.177734375,2660.434326171875,41.02,57.8
1221,1987,2001,14,NE,calibrated,45.59162139892578,92.80901336669922,9.49038314819336,1027.139892578125,2596.267578125,41.02,57.8
1221,1987,2001,14,ACD,default,48.2684440612793,100.63695526123047,9.377547264099121,1061.08837890625,2657.98046875,41.02,57.8
1221,1987,2001,14,ACD,calibrated,48.2684440612793,100.63695526123047,9.377547264099121,1061.08837890625,2657.98046875,41.02,57.8
1222,1987,2001,14,NE,default,32.48231887817383,110.5691146850586,7.3391032218933105,594.5960083007812,387.3988952636719,24.36,50.05
1222,1987,2001,14,NE,calibrated,31.532930374145508,106.3647689819336,7.3725810050964355,579.6103515625,384.4805908203125,24.36,50.05
1222,1987,2001,14,ACD,default,33.070518493652344,110.28839874267578,7.414672374725342,584.6519165039062,387.2359924316406,24.36,50.05
1222,1987,2001,14,ACD,calibrated,33.070518493652344,110.28839874267578,7.414672374725342,584.6519165039062,387.2359924316406,24.36,50.05
1223,1991,2001,10,NE,default,17.636507034301758,63.219940185546875,7.151803493499756,309.2651672363281,0.0,13.86,27.7
1223,1991,2001,10,NE,calibrated,17.636507034301758,63.219940185546875,7.151803493499756,309.2651672363281,0.0,13.86,27.7
1223,1991,2001,10,ACD,default,18.00312042236328,63.087650299072266,7.233325958251953,303.3834228515625,0.0,13.86,27.7
1223,1991,2001,10,ACD,calibrated,18.00312042236328,63.087650299072266,7.233325958251953,303.3834228515625,0.0,13.86,27.7
1224,1991,2001,10,NE,default,19.74951934814453,53.49892807006836,8.227008819580078,395.53277587890625,680.0474243164062,16.2,25.09
1224,1991,2001,10,NE,calibrated,19.74951934814453,53.49892807006836,8.227008819580078,395.53277587890625,680.0474243164062,16.2,25.09
1224,1991,2001,10,ACD,default,20.10103416442871,53.370079040527344,8.309914588928223,394.60198974609375,679.6087646484375,16.2,25.09
1224,1991,2001,10,ACD,calibrated,20.10103416442871,53.370079040527344,8.309914588928223,394.60198974609375,679.6087646484375,16.2,25.09
1225,1987,1995,8,NE,default,33.660640716552734,127.09325408935547,6.96845006942749,563.6705932617188,129.5994415283203,28.65,53.25
1225,1987,1995,8,NE,calibrated,33.5246696472168,126.43903350830078,6.972330570220947,561.7888793945312,129.49598693847656,28.65,53.25
1225,1987,1995,8,ACD,default,34.27968978881836,126.93246459960938,7.036688327789307,563.8461303710938,129.57723999023438,28.65,53.25
1225,1987,1995,8,ACD,calibrated,34.27968978881836,126.93246459960938,7.036688327789307,563.8461303710938,129.57723999023438,28.65,53.25
1227,1987,2001,14,NE,default,22.05256462097168,48.53752899169922,9.126978874206543,511.6516418457031,563.8801879882812,17.05,29.19
1227,1987,2001,14,NE,calibrated,22.05256462097168,48.53752899169922,9.126978874206543,511.6516418457031,563.8801879882812,17.05,29.19
1227,1987,2001,14,ACD,default,22.0655574798584,47.9277229309082,9.18756103515625,501.8442687988281,564.4365234375,17.05,29.19
1227,1987,2001,14,ACD,calibrated,22.0655574798584,47.9277229309082,9.18756103515625,501.8442687988281,564.4365234375,17.05,29.19
1228,1987,2001,14,NE,default,50.58591842651367,177.60606384277344,7.226402759552002,895.3515625,387.9765625,39.89,98.48
1228,1987,2001,14,NE,calibrated,44.99386978149414,151.91156005859375,7.369152545928955,807.9951171875,379.5963134765625,39.89,98.48
1228,1987,2001,14,ACD,default,51.48968505859375,177.42184448242188,7.294456958770752,878.4173583984375,387.9292907714844,39.89,98.48
1228,1987,2001,14,ACD,calibrated,51.48968505859375,177.42184448242188,7.294456958770752,878.4173583984375,387.9292907714844,39.89,98.48
1230,1987,2001,14,NE,default,74.07072448730469,268.5423889160156,7.111367225646973,1290.0230712890625,829.75341796875,60.47,60.47
1230,1987,2001,14,NE,calibrated,64.2623519897461,223.37506103515625,7.262686729431152,1141.1748046875,822.186279296875,60.47,60.47
1230,1987,2001,14,ACD,default,75.61750030517578,268.5348815917969,7.185337543487549,1275.9561767578125,829.7548217773438,60.47,60.47
1230,1987,2001,14,ACD,calibrated,75.61750030517578,268.5348815917969,7.185337543487549,1275.9561767578125,829.7548217773438,60.47,60.47
1231,1987,1996,9,NE,default,47.67312240600586,111.90907287597656,8.837724685668945,1005.3016357421875,1724.7713623046875,42.85,47.31
1231,1987,1996,9,NE,calibrated,45.31257247924805,105.43057250976562,8.876921653747559,956.7682495117188,1693.590576171875,42.85,47.31
1231,1987,1996,9,ACD,default,47.67312240600586,111.90907287597656,8.837724685668945,980.16552734375,1724.7713623046875,42.85,47.31
1231,1987,1996,9,ACD,calibrated,47.67312240600586,111.90907287597656,8.837724685668945,980.16552734375,1724.7713623046875,42.85,47.31
1232,1991,2001,10,NE,default,48.19839859008789,126.1455078125,8.369832038879395,827.4078979492188,1733.93603515625,41.32,33.05
1232,1991,2001,10,NE,calibrated,46.220741271972656,118.60675048828125,8.452786445617676,802.0621948242188,1720.4013671875,41.32,33.05
1232,1991,2001,10,ACD,default,48.608604431152344,126.14412689208984,8.405420303344727,823.1588134765625,1788.5323486328125,41.32,33.05
1232,1991,2001,10,ACD,calibrated,48.608604431152344,126.14412689208984,8.405420303344727,823.1588134765625,1788.5323486328125,41.32,33.05
1234,1991,2001,10,NE,default,52.011898040771484,189.68736267089844,7.090363502502441,807.234130859375,1497.4178466796875,40.97,21.66
1234,1991,2001,10,NE,calibrated,45.39715576171875,157.87347412109375,7.260992527008057,723.1883544921875,1416.4176025390625,40.97,21.66
1234,1991,2001,10,ACD,default,54.10422897338867,189.2662811279297,7.239611625671387,822.351806640625,1494.8031005859375,40.97,21.66
1234,1991,2001,10,ACD,calibrated,54.10422897338867,189.2662811279297,7.239611625671387,822.351806640625,1494.8031005859375,40.97,21.66
1235,1991,2001,10,NE,default,59.119449615478516,150.7808837890625,8.478681564331055,1060.43212890625,2677.34375,51.77,42.94
