fvs_index,JSP,SPCD,model_id,B1,B2,B3,source
1,JP,105,5,4.80174975800959,-11.5220283528299,3.08061384182069,conus_htdbh
2,SC,130,5,4.74679808871495,-11.8267422069234,2.79224739795629,conus_htdbh
3,RN,125,6,81.5983644442848,-0.0387203598284333,1.43936830766127,conus_htdbh
4,RP,125,6,81.5983644442848,-0.0387203598284333,1.43936830766127,conus_htdbh
5,WP,129,6,119.557148917212,-0.055766421429091,1.01064303388876,conus_htdbh
6,WS,94,6,84.8528979621777,-0.0550088575597485,1.1829959711412,conus_htdbh
7,NS,91,6,98.0746324664844,-0.0428283328880711,1.33651579085261,conus_htdbh
8,BF,12,2,5.16620794288406,-3.66931521845556,-0.45205672664804,conus_htdbh
9,BS,95,5,4.54860071955731,-6.56115183682452,1.15849065759449,conus_htdbh
10,TA,71,5,4.64309758679862,-7.64652812986049,1.907896972154,conus_htdbh
11,WC,241,5,4.29897058336359,-7.95157406171565,2.06586744877633,conus_htdbh
12,EH,261,2,8.39962340686573,-6.52310447874615,-0.152348026691194,conus_htdbh
13,OS,299,,,,,native_fallback
14,RC,68,2,5.99369538213628,-4.07649579140111,-0.239129684461209,conus_htdbh
15,BA,543,3,87.7421887305523,-0.0869744056319589,0.829859092962405,conus_htdbh
16,GA,544,3,103.04238294783,-0.0741987271862411,0.844796506505631,conus_htdbh
17,EC,742,3,106.116502576543,-0.075306544995367,0.905899993245578,conus_htdbh
18,SV,317,3,94.597403448077,-0.0780278849482925,0.76768780170989,conus_htdbh
19,RM,316,6,96.3922448635395,-0.136953203364767,0.849299083187643,conus_htdbh
20,BC,762,2,8.1938930702471,-5.7655592189344,-0.145207868392094,conus_htdbh
21,AE,972,2,7.58835446706922,-5.28835566406191,-0.160626800458428,conus_htdbh
22,RL,975,5,4.80111317284431,-10.2230874530466,3.25332526707056,conus_htdbh
23,RE,977,5,4.86377236131287,-11.4488292664457,3.64275234641677,conus_htdbh
