fvs_index,JSP,SPCD,model_id,B1,B2,B3,source
1,PC,41,5,5.29813458061652,-22.0116841646405,5.3853358306384,conus_htdbh
2,IC,81,3,173.599436725932,-0.0270921718093439,1.11628978018754,conus_htdbh
3,RC,242,2,6.4481516902473,-5.18899068589301,-0.318639253840949,conus_htdbh
4,GF,17,5,5.19167461700587,-14.7149593606336,2.95428581083066,conus_htdbh
5,RF,20,5,5.36445886044206,-25.7762178151567,4.81282439781002,conus_htdbh
6,SH,21,2,6.26137561345226,-6.21876183123828,-0.406991045269677,conus_htdbh
7,DF,202,2,8.75697395121902,-7.19229321466618,-0.178306360243103,conus_htdbh
8,WH,263,5,5.39568773967056,-17.8041952551988,3.94162882514225,conus_htdbh
9,MH,264,5,5.12328719696338,-18.0764699777001,3.33556535116655,conus_htdbh
10,WB,101,6,53.4613832350708,-0.0654514442528323,1.22439535158058,conus_htdbh
11,KP,103,3,139.934049825136,-0.0443766328683007,0.973451381301403,conus_htdbh
12,LP,108,3,75.4722860888433,-0.162048795459456,1.45651682371468,conus_htdbh
13,CP,109,2,6.01500466336016,-5.38884186329369,-0.343404822329623,conus_htdbh
14,LM,113,6,45.4768303502727,-0.0846439902885189,1.09646932362652,conus_htdbh
15,JP,116,3,152.820721028964,-0.0329700260355272,1.16971389311001,conus_htdbh
16,SP,117,2,7.94104508386922,-6.84193928383112,-0.218406315328303,conus_htdbh
17,WP,119,6,98.3360280356443,-0.0306132741540001,1.39400847145559,conus_htdbh
18,PP,122,2,12.6867867164646,-11.3266186554789,-0.10026651436029,conus_htdbh
19,MP,124,4,4.90411056259842,-9.16600698431155,,conus_htdbh
20,GP,127,2,7.91256671339725,-6.35916263156063,-0.173978037872036,conus_htdbh
21,WJ,64,5,3.82901838244217,-8.06181114784646,2.20800080068743,conus_htdbh
22,BR,92,6,223.751628015212,-0.0164664308970497,1.02654876496868,conus_htdbh
23,GS,212,5,6.1676995278199,-60.4975213772433,13.1748759910537,conus_htdbh
24,PY,231,5,4.1592149589186,-12.8064670303966,4.14177286375702,conus_htdbh
25,OS,299,,,,,native_fallback
26,LO,801,2,6.55529269699523,-4.91467533064868,-0.180840703854399,conus_htdbh
27,CY,805,5,4.5962952135864,-16.4158223709139,4.679855924407,conus_htdbh
28,BL,807,5,3.97488740897676,-9.18277597206944,3.12680642760215,conus_htdbh
29,EO,811,2,3.57787975923493,-757.058030463178,-4.36118202547229,conus_htdbh
30,WO,815,6,64.8266302697367,-0.0561598613285459,1.10279736587122,conus_htdbh
31,BO,818,2,5.64763613805123,-3.93622852651285,-0.296272230187719,conus_htdbh
32,VO,821,1,4.29843038544265,-7.49873547732279,,conus_htdbh
33,IO,839,2,7.83680267653119,-6.0823494393257,-0.138760912160432,conus_htdbh
34,BM,312,3,101.799322549662,-0.0842367935364303,0.911232718937445,conus_htdbh
35,BU,333,2,4.34715748550652,-2.43183640028275,-0.283088265482189,conus_htdbh
36,RA,351,6,102.58445153823,-0.0923264667236121,1.02882046557115,conus_htdbh
37,MA,361,5,4.52619906138708,-9.06373459473923,2.32424406529696,conus_htdbh
38,GC,431,6,80.8896633778785,-0.0565503083279756,1.16092746891795,conus_htdbh
39,DG,492,5,4.19715020484526,-5.99293040041913,1.98704645528354,conus_htdbh
40,FL,542,3,96.6744473667976,-0.0871062903958265,0.927775889616051,conus_htdbh
41,WN,600,4,3.85850705722712,-5.88534308686286,,conus_htdbh
42,TO,631,6,101.449069041289,-0.0719295614874211,0.972842567192274,conus_htdbh
43,SY,730,2,10.5052337809115,-8.50399634125674,-0.102253091044537,conus_htdbh
44,AS,746,5,4.6565777738317,-7.12923186598056,1.92747619077869,conus_htdbh
45,CW,747,6,171.1586435167,-0.0446347742231565,0.938044563028798,conus_htdbh
46,WI,920,5,4.65644881063909,-10.3018250153343,3.55940472128391,conus_htdbh
47,CN,251,6,93.6777046405528,-0.047415076352331,1.08069028334438,conus_htdbh
48,CL,981,3,81.7013946787326,-0.0738791354468183,0.86597579948413,conus_htdbh
49,OH,998,4,2.6502919183639,-0.559940419816323,,conus_htdbh
50,RW,211,6,225.953360456627,-0.0269330133470053,0.972319773620558,conus_htdbh
