fvs_index,JSP,SPCD,model_id,B1,B2,B3,source
1,SF,11,2,6.25413022502619,-6.21196529190546,-0.435625982196021,conus_htdbh
2,WF,15,2,8.10324958397867,-7.13301967345957,-0.216065139094872,conus_htdbh
3,GF,17,5,5.19167461700587,-14.7149593606336,2.95428581083066,conus_htdbh
4,AF,19,5,4.86417179244512,-11.1689662425416,2.01282727686487,conus_htdbh
5,RF,20,5,5.36445886044206,-25.7762178151567,4.81282439781002,conus_htdbh
6,SS,98,3,220.446928667119,-0.0282083455729225,1.00834174607749,conus_htdbh
7,NF,22,2,6.48135843861547,-6.27386757169752,-0.391406355384999,conus_htdbh
8,YC,42,5,5.08513662250381,-16.7561216888539,3.42718396257443,conus_htdbh
9,IC,81,3,173.599436725932,-0.0270921718093439,1.11628978018754,conus_htdbh
10,ES,93,2,6.34153938530047,-5.38019071389928,-0.346288526148882,conus_htdbh
11,LP,108,3,75.4722860888433,-0.162048795459456,1.45651682371468,conus_htdbh
12,JP,116,3,152.820721028964,-0.0329700260355272,1.16971389311001,conus_htdbh
13,SP,117,2,7.94104508386922,-6.84193928383112,-0.218406315328303,conus_htdbh
14,WP,119,6,98.3360280356443,-0.0306132741540001,1.39400847145559,conus_htdbh
15,PP,122,2,12.6867867164646,-11.3266186554789,-0.10026651436029,conus_htdbh
16,DF,202,2,8.75697395121902,-7.19229321466618,-0.178306360243103,conus_htdbh
17,RW,211,6,225.953360456627,-0.0269330133470053,0.972319773620558,conus_htdbh
18,RC,242,2,6.4481516902473,-5.18899068589301,-0.318639253840949,conus_htdbh
19,WH,263,5,5.39568773967056,-17.8041952551988,3.94162882514225,conus_htdbh
20,MH,264,5,5.12328719696338,-18.0764699777001,3.33556535116655,conus_htdbh
21,BM,312,3,101.799322549662,-0.0842367935364303,0.911232718937445,conus_htdbh
22,RA,351,6,102.58445153823,-0.0923264667236121,1.02882046557115,conus_htdbh
23,WA,352,5,4.75322829296182,-10.6538410735558,3.20770081697631,conus_htdbh
24,PB,375,3,73.4146454771709,-0.125431847449098,0.874657743908028,conus_htdbh
25,GC,431,6,80.8896633778785,-0.0565503083279756,1.16092746891795,conus_htdbh
26,AS,746,5,4.6565777738317,-7.12923186598056,1.92747619077869,conus_htdbh
27,CW,747,6,171.1586435167,-0.0446347742231565,0.938044563028798,conus_htdbh
28,WO,815,6,64.8266302697367,-0.0561598613285459,1.10279736587122,conus_htdbh
29,WJ,64,5,3.82901838244217,-8.06181114784646,2.20800080068743,conus_htdbh
30,LL,72,5,4.52699379401801,-9.22380746646572,1.92807096915182,conus_htdbh
31,WB,101,6,53.4613832350708,-0.0654514442528323,1.22439535158058,conus_htdbh
32,KP,103,3,139.934049825136,-0.0443766328683007,0.973451381301403,conus_htdbh
33,PY,231,5,4.1592149589186,-12.8064670303966,4.14177286375702,conus_htdbh
34,DG,492,5,4.19715020484526,-5.99293040041913,1.98704645528354,conus_htdbh
35,HT,500,5,3.79396974683557,-5.19958132705225,2.42327274454244,conus_htdbh
36,CH,768,2,5.76733959626498,-3.66319498065075,-0.350390465555324,conus_htdbh
37,WI,920,5,4.65644881063909,-10.3018250153343,3.55940472128391,conus_htdbh
39,OT,999,3,70.9878389782498,-0.0987810209055542,0.819970689136779,conus_htdbh
